379.967	1.00000e-10	0.0000e+00
379.977	1.73476e+06	0.0000e+00
379.987	1.74868e+06	0.0000e+00
379.997	1.75941e+06	0.0000e+00
380.007	1.76536e+06	0.0000e+00
380.017	1.76492e+06	0.0000e+00
380.027	1.75675e+06	0.0000e+00
380.037	1.74012e+06	0.0000e+00
380.047	1.71499e+06	0.0000e+00
380.057	1.68170e+06	0.0000e+00
380.067	1.64024e+06	0.0000e+00
380.077	1.58970e+06	0.0000e+00
380.087	1.52834e+06	0.0000e+00
380.097	1.45479e+06	0.0000e+00
380.107	1.37004e+06	0.0000e+00
380.117	1.27950e+06	0.0000e+00
380.127	1.19350e+06	0.0000e+00
380.137	1.12556e+06	0.0000e+00
380.147	1.08850e+06	0.0000e+00
380.157	1.09018e+06	0.0000e+00
380.167	1.13089e+06	0.0000e+00
380.177	1.20357e+06	0.0000e+00
380.187	1.29630e+06	0.0000e+00
380.197	1.39557e+06	0.0000e+00
380.207	1.48892e+06	0.0000e+00
380.217	1.56651e+06	0.0000e+00
380.227	1.62205e+06	0.0000e+00
380.237	1.65359e+06	0.0000e+00
380.247	1.66367e+06	0.0000e+00
380.257	1.65865e+06	0.0000e+00
380.267	1.64672e+06	0.0000e+00
380.277	1.63521e+06	0.0000e+00
380.287	1.62835e+06	0.0000e+00
380.297	1.62632e+06	0.0000e+00
380.307	1.62609e+06	0.0000e+00
380.317	1.62348e+06	0.0000e+00
380.327	1.61564e+06	0.0000e+00
380.337	1.60281e+06	0.0000e+00
380.347	1.58853e+06	0.0000e+00
380.357	1.57802e+06	0.0000e+00
380.367	1.57530e+06	0.0000e+00
380.377	1.58058e+06	0.0000e+00
380.387	1.58958e+06	0.0000e+00
380.397	1.59541e+06	0.0000e+00
380.407	1.59207e+06	0.0000e+00
380.417	1.57747e+06	0.0000e+00
380.427	1.55408e+06	0.0000e+00
380.437	1.52712e+06	0.0000e+00
380.447	1.50163e+06	0.0000e+00
380.457	1.48062e+06	0.0000e+00
380.467	1.46531e+06	0.0000e+00
380.477	1.45676e+06	0.0000e+00
380.487	1.45709e+06	0.0000e+00
380.497	1.46880e+06	0.0000e+00
380.507	1.49255e+06	0.0000e+00
380.517	1.52518e+06	0.0000e+00
380.527	1.55959e+06	0.0000e+00
380.537	1.58704e+06	0.0000e+00
380.547	1.60050e+06	0.0000e+00
380.557	1.59721e+06	0.0000e+00
380.567	1.57914e+06	0.0000e+00
380.577	1.55125e+06	0.0000e+00
380.587	1.51867e+06	0.0000e+00
380.597	1.48441e+06	0.0000e+00
380.607	1.44858e+06	0.0000e+00
380.617	1.40925e+06	0.0000e+00
380.627	1.36409e+06	0.0000e+00
380.637	1.31193e+06	0.0000e+00
380.647	1.25372e+06	0.0000e+00
380.657	1.19310e+06	0.0000e+00
380.667	1.13656e+06	0.0000e+00
380.677	1.09268e+06	0.0000e+00
380.687	1.07027e+06	0.0000e+00
380.697	1.07549e+06	0.0000e+00
380.707	1.10911e+06	0.0000e+00
380.717	1.16516e+06	0.0000e+00
380.727	1.23190e+06	0.0000e+00
380.737	1.29515e+06	0.0000e+00
380.747	1.34276e+06	0.0000e+00
380.757	1.36837e+06	0.0000e+00
380.767	1.37284e+06	0.0000e+00
380.777	1.36290e+06	0.0000e+00
380.787	1.34797e+06	0.0000e+00
380.797	1.33697e+06	0.0000e+00
380.807	1.33643e+06	0.0000e+00
380.817	1.34999e+06	0.0000e+00
380.827	1.37857e+06	0.0000e+00
380.837	1.42030e+06	0.0000e+00
380.847	1.47035e+06	0.0000e+00
380.857	1.52121e+06	0.0000e+00
380.867	1.56411e+06	0.0000e+00
380.877	1.59157e+06	0.0000e+00
380.887	1.60011e+06	0.0000e+00
380.897	1.59202e+06	0.0000e+00
380.907	1.57510e+06	0.0000e+00
380.917	1.56019e+06	0.0000e+00
380.927	1.55726e+06	0.0000e+00
380.937	1.57152e+06	0.0000e+00
380.947	1.60154e+06	0.0000e+00
380.957	1.63997e+06	0.0000e+00
380.967	1.67634e+06	0.0000e+00
380.977	1.70064e+06	0.0000e+00
380.987	1.70607e+06	0.0000e+00
380.997	1.69048e+06	0.0000e+00
381.007	1.65650e+06	0.0000e+00
381.017	1.61079e+06	0.0000e+00
381.027	1.56240e+06	0.0000e+00
381.037	1.52046e+06	0.0000e+00
381.047	1.49167e+06	0.0000e+00
381.057	1.47849e+06	0.0000e+00
381.067	1.47863e+06	0.0000e+00
381.077	1.48612e+06	0.0000e+00
381.087	1.49335e+06	0.0000e+00
381.097	1.49345e+06	0.0000e+00
381.107	1.48251e+06	0.0000e+00
381.117	1.46126e+06	0.0000e+00
381.127	1.43564e+06	0.0000e+00
381.137	1.41557e+06	0.0000e+00
381.147	1.41150e+06	0.0000e+00
381.157	1.42992e+06	0.0000e+00
381.167	1.46973e+06	0.0000e+00
381.177	1.52146e+06	0.0000e+00
381.187	1.56978e+06	0.0000e+00
381.197	1.59812e+06	0.0000e+00
381.207	1.59339e+06	0.0000e+00
381.217	1.54946e+06	0.0000e+00
381.227	1.46873e+06	0.0000e+00
381.237	1.36160e+06	0.0000e+00
381.247	1.24390e+06	0.0000e+00
381.257	1.13272e+06	0.0000e+00
381.267	1.04183e+06	0.0000e+00
381.277	9.78705e+05	0.0000e+00
381.287	9.44308e+05	0.0000e+00
381.297	9.35300e+05	0.0000e+00
381.307	9.46954e+05	0.0000e+00
381.317	9.74946e+05	0.0000e+00
381.327	1.01551e+06	0.0000e+00
381.337	1.06460e+06	0.0000e+00
381.347	1.11704e+06	0.0000e+00
381.357	1.16611e+06	0.0000e+00
381.367	1.20389e+06	0.0000e+00
381.377	1.22273e+06	0.0000e+00
381.387	1.21797e+06	0.0000e+00
381.397	1.19109e+06	0.0000e+00
381.407	1.15122e+06	0.0000e+00
381.417	1.11337e+06	0.0000e+00
381.427	1.09323e+06	0.0000e+00
381.437	1.10070e+06	0.0000e+00
381.447	1.13538e+06	0.0000e+00
381.457	1.18623e+06	0.0000e+00
381.467	1.23531e+06	0.0000e+00
381.477	1.26380e+06	0.0000e+00
381.487	1.25769e+06	0.0000e+00
381.497	1.21153e+06	0.0000e+00
381.507	1.12947e+06	0.0000e+00
381.517	1.02404e+06	0.0000e+00
381.527	9.13153e+05	0.0000e+00
381.537	8.16109e+05	0.0000e+00
381.547	7.49385e+05	0.0000e+00
381.557	7.23363e+05	0.0000e+00
381.567	7.40890e+05	0.0000e+00
381.577	7.97880e+05	0.0000e+00
381.587	8.85345e+05	0.0000e+00
381.597	9.91807e+05	0.0000e+00
381.607	1.10539e+06	0.0000e+00
381.617	1.21550e+06	0.0000e+00
381.627	1.31409e+06	0.0000e+00
381.637	1.39652e+06	0.0000e+00
381.647	1.46141e+06	0.0000e+00
381.657	1.50953e+06	0.0000e+00
381.667	1.54242e+06	0.0000e+00
381.677	1.56154e+06	0.0000e+00
381.687	1.56867e+06	0.0000e+00
381.697	1.56688e+06	0.0000e+00
381.707	1.56099e+06	0.0000e+00
381.717	1.55662e+06	0.0000e+00
381.727	1.55819e+06	0.0000e+00
381.737	1.56707e+06	0.0000e+00
381.747	1.58117e+06	0.0000e+00
381.757	1.59646e+06	0.0000e+00
381.767	1.60928e+06	0.0000e+00
381.777	1.61816e+06	0.0000e+00
381.787	1.62394e+06	0.0000e+00
381.797	1.62846e+06	0.0000e+00
381.807	1.63289e+06	0.0000e+00
381.817	1.63654e+06	0.0000e+00
381.827	1.63696e+06	0.0000e+00
381.837	1.63067e+06	0.0000e+00
381.847	1.61411e+06	0.0000e+00
381.857	1.58431e+06	0.0000e+00
381.867	1.53917e+06	0.0000e+00
381.877	1.47781e+06	0.0000e+00
381.887	1.40103e+06	0.0000e+00
