angDist,Name_1,HaKiDaSName,RA_1,DEC_1,GaiaID,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,Vmag,Kmag_x,Name_2,Teff,logg,RefstarID,[Fe/H],[Fe/H]error,rv_HDS,objID,RAJ2000,DEJ2000,errHalfMaj,errHalfMin,errPosAng,f_objID,Qual,Epoch,Ns,Nd,gmag,e_gmag,gKmag,e_gKmag,gFlags,rmag,e_rmag,rKmag,e_rKmag,rFlags,imag,e_imag,iKmag,e_iKmag,iFlags,zmag,e_zmag,zKmag,e_zKmag,zFlags,ymag,e_ymag,yKmag,e_yKmag,yFlags
4.911332,HD70088,HaKiDaS00067,125.336046,34.310258000000005,903348277956806528,8.30813,8.685255999999999,7.8134227,8.515,6.818,HD70088,5493.43015046,4.46854872495,2,-0.190497471479,0.07289853511080001,28.46,149171253356181320,125.335627190, 34.308938330,0.017,0.017,90,276901888,33,55508.647013890,0,4,,,,,0,13.5980,0.1162,12.8501,0.0010,16781336,,,,,0,13.4072,0.0012,12.1941,0.0010,16777240,,,,,0
1.706052,HE1425-2052,HaKiDaS00073,217.164796,-21.101842,6282682322413339136,11.968577999999999,12.728531,11.143703,12.6,9.273,HE1425-2052,4166.09381212,0.562414334687,0,-1.41463446301,0.136870605324,-10.873736038099999,82672171647968746,217.164837490,-21.101369680,0.111,0.045,90,1141170176,136,55265.392604170,6,73,13.0170,,,,114724,12.0710,,,,32804,11.6280,,,,32804,11.3500,,,,65572,11.2040,,,,98340
1.545601,M13L70,HaKiDaS00078,250.346258,36.503478,1328105150377778048,11.524046,12.356897,10.64904,12.22,8.526,M13L70,3883.22649779,0.37202103314900004,0,-1.5091799853499999,0.095304109765,-3.45703162046,151802503460135217,250.346068030, 36.503879260,0.009,0.009,90,268959744,32,56902.269537040,0,3,,,,,0,,,,,0,16.2073,0.2748,,,24,,,,,0,,,,,0
2.627940,M13L70,HaKiDaS00078,250.346258,36.503478,1328105150377778048,11.524046,12.356897,10.64904,12.22,8.526,M13L70,3883.22649779,0.37202103314900004,0,-1.5091799853499999,0.095304109765,-3.45703162046,151802503459465654,250.345837870, 36.504125170,0.072,0.024,0,436527104,52,55948.786886570,2,17,19.2431,0.0392,17.3644,0.0150,16892216,18.9253,0.0198,18.0641,0.0167,16892216,18.6901,0.0147,,,16793912,,,,,16416,,,,,16416
4.588343,M13L70,HaKiDaS00078,250.346258,36.503478,1328105150377778048,11.524046,12.356897,10.64904,12.22,8.526,M13L70,3883.22649779,0.37202103314900004,0,-1.5091799853499999,0.095304109765,-3.45703162046,151802503470393392,250.346981380, 36.502343830,0.098,0.045,0,444915712,53,56053.092928240,4,55,18.8607,0.0384,18.3580,0.0745,16892216,18.6563,0.0207,18.1181,0.0531,16892216,18.5673,0.0151,17.9914,0.0310,16892216,18.5273,0.0255,17.0870,0.0265,16892216,18.3785,0.0300,16.6593,0.0797,16793912
2.455773,HD237846,HaKiDaS00079,148.158362,57.91731899999999,1049376272667191552,9.704123,10.14206,9.124033,9.954,7.815,HD237846,4988.50931336,2.20725071072,0,-2.8754727152599995,0.109599999913,-9.24137395939,177501481591562113,148.159089250, 57.917881260,0.010,0.010,90,268959744,32,56055.272337960,0,3,,,,,0,,,,,0,,,,,0,14.4961,,13.7571,0.0011,24,,,,,0
3.627250,HD237846,HaKiDaS00079,148.158362,57.91731899999999,1049376272667191552,9.704123,10.14206,9.124033,9.954,7.815,HD237846,4988.50931336,2.20725071072,0,-2.8754727152599995,0.109599999913,-9.24137395939,177501481595070529,148.159693360, 57.916601270,0.009,0.009,90,277348352,33,56439.575497690,0,3,,,,,0,,,,,0,,,,,0,14.9030,0.0976,13.6210,0.1879,16777240,,,,,0
3.288678,BD+102495,HaKiDaS00080,194.832079,9.244778,3734341989334114304,9.4815445,9.923442,8.898108500000001,9.736,7.571000000000001,BD+102495,4983.54613863,2.42202600765,0,-2.0072775592,0.0551959548367,18.8156888719,119091948331834591,194.832913180,  9.245173760,0.017,0.017,90,302067712,36,56356.607361110,0,5,,,,,24,17.9151,0.1537,17.7738,0.0073,4120,17.9038,0.0079,,,280,15.8153,0.0071,15.0237,0.0038,4120,,,,,0
3.737905,BD+102495,HaKiDaS00080,194.832079,9.244778,3734341989334114304,9.4815445,9.923442,8.898108500000001,9.736,7.571000000000001,BD+102495,4983.54613863,2.42202600765,0,-2.0072775592,0.0551959548367,18.8156888719,119091948324493178,194.832654320,  9.243908730,0.019,0.019,90,276901888,33,56019.400104170,0,5,,,,,0,12.8005,0.0010,12.4932,0.0010,16777240,14.2344,0.0632,12.5188,0.0755,16777240,,,,,0,,,,,0
0.646615,BD+12.2547,HaKiDaS00089,196.026492,11.436872,3736909550847197824,9.624098,10.158474,8.962007,9.887,7.445,BD+12.2547,4672.47872181,1.75783310303,0,-1.62203034443,0.116132725317,-25.7185735041,121721960264314920,196.026664140, 11.436933600,0.015,0.015,90,310452224,37,56019.361712960,0,5,12.2424,0.0519,11.3366,0.0942,16777752,12.9782,0.0010,9.9855,0.0010,16777240,15.6016,0.0022,,,16777240,16.2299,0.0072,13.4261,0.0022,4120,,,,,0
3.724585,BD+12.2547,HaKiDaS00089,196.026492,11.436872,3736909550847197824,9.624098,10.158474,8.962007,9.887,7.445,BD+12.2547,4672.47872181,1.75783310303,0,-1.62203034443,0.116132725317,-25.7185735041,121721960275085316,196.027439400, 11.437328220,0.136,0.136,90,268513280,32,55222.500729170,0,11,10.3709,0.0264,11.9350,0.0634,88,10.0425,0.0015,11.7207,0.0720,88,9.4778,0.0010,11.7163,0.0010,88,10.1869,0.0010,11.9088,0.0012,88,10.8545,0.0374,10.2641,0.0316,16777304
3.938875,BD+12.2547,HaKiDaS00089,196.026492,11.436872,3736909550847197824,9.624098,10.158474,8.962007,9.887,7.445,BD+12.2547,4672.47872181,1.75783310303,0,-1.62203034443,0.116132725317,-25.7185735041,121721960271305477,196.026996920, 11.437847810,0.011,0.011,90,276901888,33,55973.776759260,0,6,,,,,0,,,,,0,14.5946,0.0014,12.4585,0.0010,16777240,13.0400,0.2477,11.5193,0.0138,16777240,12.8464,0.0020,11.9471,0.0022,16781336
4.648101,BD+12.2547,HaKiDaS00089,196.026492,11.436872,3736909550847197824,9.624098,10.158474,8.962007,9.887,7.445,BD+12.2547,4672.47872181,1.75783310303,0,-1.62203034443,0.116132725317,-25.7185735041,121721960277184907,196.027804670, 11.436980110,0.016,0.016,90,276901888,33,56019.503148150,0,3,,,,,0,15.2280,0.0021,12.6612,0.0010,16777240,14.4811,0.0016,,,16777240,,,,,0,10.2076,0.0010,11.1235,0.0010,16
4.685928,BD+12.2547,HaKiDaS00089,196.026492,11.436872,3736909550847197824,9.624098,10.158474,8.962007,9.887,7.445,BD+12.2547,4672.47872181,1.75783310303,0,-1.62203034443,0.116132725317,-25.7185735041,121721960275676049,196.027496000, 11.437724000,0.050,0.050,90,1409359872,168,51627.273194440,5,25,10.2980,,,,114724,9.5790,,,,114724,9.3330,,,,114724,9.2220,,,,114724,9.1330,,,,114724
3.739472,G59-27,HaKiDaS00090,189.16581299999999,27.474814000000002,3962435539076449536,10.731667999999999,10.978954,10.339457000000001,10.75,9.56,G59-27,6579.65964509,4.18538497858,0,-1.7662344879799998,0.11657450772299999,-19.92,140961891651879323,189.165207800, 27.473924800,0.012,0.012,90,277348352,33,55250.055046300,0,3,16.7316,0.0051,,,16781336,,,,,0,17.7516,0.0130,,,16781336,,,,,0,17.5627,0.0660,,,16781328
4.893040,G59-27,HaKiDaS00090,189.16581299999999,27.474814000000002,3962435539076449536,10.731667999999999,10.978954,10.339457000000001,10.75,9.56,G59-27,6579.65964509,4.18538497858,0,-1.7662344879799998,0.11657450772299999,-19.92,140961891637389366,189.164343230, 27.474430670,0.000,0.000,90,302514176,36,51989.449780090,0,25,11.7110,0.0038,12.3922,0.1311,88,12.4506,0.0012,12.4116,0.0010,88,11.2593,0.0010,,,80,10.5768,0.0525,12.2978,0.1221,88,11.7310,0.0000,11.2442,0.0000,16777816
2.539455,HD28185,HaKiDaS00095,66.61071700000001,-10.552261,3179384931394690304,7.6268163,8.00651,7.134158599999999,7.819,6.184,HD28185,5760.45544465,4.42700571719,2,0.215252499469,0.0563331594183,-10.6512181418,95330666100787884, 66.610054780,-10.551989400,0.025,0.025,90,276901888,33,56535.624293980,0,5,,,,,0,10.2773,0.0010,13.4383,0.0010,24,13.6042,0.0193,,,16777240,13.5932,0.0011,12.2862,0.0010,16777240,,,,,0
4.148930,HD28185,HaKiDaS00095,66.61071700000001,-10.552261,3179384931394690304,7.6268163,8.00651,7.134158599999999,7.819,6.184,HD28185,5760.45544465,4.42700571719,2,0.215252499469,0.0563331594183,-10.6512181418,95330666105059001, 66.610532960,-10.551122810,0.031,0.031,90,268513280,32,55936.366770830,0,6,8.3531,0.0261,11.7749,0.2303,24,,,,,0,8.1695,0.0000,13.3456,0.0010,24,,,,,0,11.9537,0.1871,9.3215,0.1436,16777240
0.979538,HD179949,HaKiDaS00097,288.890083,-24.181667,6770313530317154560,6.1039176,6.403946400000001,5.6949477,6.246,4.935,HD179949,6072.88612659,4.2583001169,2,0.0946401780679,0.0688618284823,23.1860338071,78982888897482144,288.889823250,-24.181800740,0.014,0.014,90,268959744,32,55515.373599540,0,3,,,,,0,14.3576,0.2593,,,24,7.5468,0.0029,,,16,,,,,0,,,,,0
4.261674,HD179949,HaKiDaS00097,288.890083,-24.181667,6770313530317154560,6.1039176,6.403946400000001,5.6949477,6.246,4.935,HD179949,6072.88612659,4.2583001169,2,0.0946401780679,0.0688618284823,23.1860338071,78982888891642904,288.889011990,-24.180998580,0.013,0.013,90,276901888,33,56038.623194440,0,3,,,,,0,,,,,0,,,,,0,13.1786,0.0431,,,16777240,,,,,24
3.692917,BD+06648,HaKiDaS00099,63.305025,6.602186,3297303572040367232,8.5714,9.326581,7.752847,9.073,5.797999999999999,BD+06648,4325.18739496,0.911801856592,0,-2.06950291194,0.0512201949909,-7.17139252305,115920633049661699, 63.304809100,  6.601182860,0.043,0.043,90,276901888,33,56555.565416670,0,7,,,,,0,13.8315,0.0013,12.1843,0.0010,16777232,,,,,0,,,,,0,12.8453,0.3298,10.8844,0.2263,16781336
3.703158,HD19994,HaKiDaS00107,48.194212,-1.197514,3265335443260522112,4.884942,5.23272,4.5306287,5.079,3.748,HD19994,6042.30741287,4.05376841234,2,0.0707357672863,0.096051540575,-19.1383826767,106560481936152569, 48.193476050, -1.198232850,0.027,0.027,90,276897792,33,55766.659097220,0,4,,,,,0,13.3848,0.0859,,,16777240,6.6259,0.0062,14.6114,0.0015,24,,,,,0,12.8834,0.0010,9.5544,0.0010,16777240
4.826763,HD19994,HaKiDaS00107,48.194212,-1.197514,3265335443260522112,4.884942,5.23272,4.5306287,5.079,3.748,HD19994,6042.30741287,4.05376841234,2,0.0707357672863,0.096051540575,-19.1383826767,106560481930462627, 48.193063440, -1.198206130,0.019,0.019,90,276897792,33,55633.038981480,0,4,12.5539,0.0012,10.0766,0.0010,16781328,13.1607,0.0010,9.9157,0.0010,16777240,13.6695,0.0227,9.5742,0.0010,16777240,,,,,0,,,,,0
1.521300,M4L2406,HaKiDaS00113,245.881508,-26.451033000000002,6045478425497018240,10.04347,11.147194,9.05273,10.68,6.257000000000001,M4L2406,3917.5921134000005,0.772262337779,0,-1.41886456287,0.265645275006,-28.98,76252458810089039,245.881054070,-26.451148790,0.039,0.029,90,310697984,37,56115.067291670,0,19,18.6791,0.0691,18.3221,0.0139,16777496,17.6374,0.0167,17.2406,0.0971,16777496,17.2487,0.0090,16.4564,0.0683,16777496,17.0659,0.0134,,,16777496,,,,,0
3.983386,M4L2406,HaKiDaS00113,245.881508,-26.451033000000002,6045478425497018240,10.04347,11.147194,9.05273,10.68,6.257000000000001,M4L2406,3917.5921134000005,0.772262337779,0,-1.41886456287,0.265645275006,-28.98,76262458810110386,245.880988280,-26.450029100,0.001,0.001,90,310452224,37,55974.280092590,0,4,20.4109,0.0488,18.5905,0.0243,16777752,,,,,0,18.2848,0.0317,16.6878,0.2142,16777496,,,,,0,,,,,0
4.673211,M4L2406,HaKiDaS00113,245.881508,-26.451033000000002,6045478425497018240,10.04347,11.147194,9.05273,10.68,6.257000000000001,M4L2406,3917.5921134000005,0.772262337779,0,-1.41886456287,0.265645275006,-28.98,76252458799939032,245.880061420,-26.451120750,0.016,0.016,90,268959744,32,55620.253391200,0,3,,,,,0,,,,,0,,,12.6999,0.0010,24,12.8815,0.0010,,,24,12.3372,0.0010,,,24
4.977551,M4L2406,HaKiDaS00113,245.881508,-26.451033000000002,6045478425497018240,10.04347,11.147194,9.05273,10.68,6.257000000000001,M4L2406,3917.5921134000005,0.772262337779,0,-1.41886456287,0.265645275006,-28.98,76252458807187740,245.880695530,-26.452208840,0.011,0.007,90,839180288,100,56070.713668980,5,46,15.7085,0.0020,15.7323,0.0089,16892216,14.6605,0.0004,14.7124,0.0020,16892216,14.2047,0.0012,,,115000,13.8969,0.0376,12.6087,0.0010,16892216,13.4059,0.0538,,,16892216
3.770420,HD232078,HaKiDaS00117,294.552038,16.809207999999998,4321939248248701824,12.549799,14.033743,11.365764,13.72,8.067,HD232078,4356.51981952,0.176730157621,0,-1.6789436490399998,0.36856252723099997,-18.43,128172945524740192,294.552221580, 16.808175510,0.011,0.011,90,310456320,37,56150.292395830,0,3,,,,,0,16.8011,0.0039,15.0467,0.0032,16778264,,,,,0,13.4218,0.0010,,,16,,,,,0
4.285729,HD232078,HaKiDaS00117,294.552038,16.809207999999998,4321939248248701824,12.549799,14.033743,11.365764,13.72,8.067,HD232078,4356.51981952,0.176730157621,0,-1.6789436490399998,0.36856252723099997,-18.43,128172945533151039,294.553235720, 16.808887570,0.012,0.012,90,310456320,37,56150.292430560,0,3,,,,,0,17.8023,0.0006,16.0685,0.2309,16778264,,,,,0,,,,,0,,,17.4350,0.0350,24
1.165994,HE1429-0551,HaKiDaS00121,218.130025,-6.083544,6331867944289331584,12.403445,13.017176,11.685103,12.75,10.066,HE1429-0551,4547.973412300001,1.5140779959900001,0,-1.7340277774900001,0.276114340635,-12.8029854438,100702181303700287,218.130338610, -6.083456500,0.073,0.064,90,906289152,108,55619.595231480,5,85,13.2070,0.0011,13.2542,0.0012,16892216,12.7930,,,,114724,12.3210,,,,114724,12.0100,,,,114724,11.8780,,,,114724
3.957175,LP894-3,HaKiDaS00127,89.46362099999999,-30.898047,2891152566675457280,11.090009,11.368361,10.65858,11.345,9.767000000000001,LP894-3,5722.392325899999,4.25008476921,0,-1.55693584329,0.06001282346419999,-15.5421621982,70920894647152055, 89.464807610,-30.898461160,0.058,0.033,0,444915712,53,56874.735439810,3,21,,,,,16416,20.7132,0.1824,21.0507,0.1099,115256,20.0757,0.0256,19.7458,0.0209,16892216,19.7701,0.0891,18.6476,0.0389,16892216,19.2350,0.1517,18.4420,0.1669,16793912
4.931422,HD233832,HaKiDaS00130,171.523217,50.376664,790236569003888000,9.945572,10.418604,9.346544,10.128,8.012,HD233832,5028.57329435,4.60486929411,0,-1.07534330859,0.267190531049,-19.71,168451715214082048,171.521260370, 50.376098850,0.011,0.011,90,310456320,37,56555.508252310,0,5,15.3341,0.0098,14.1564,0.0269,16778264,15.5939,0.0075,14.0427,0.0017,16777240,,,,,0,,,,,0,15.4415,0.0083,,,16777240
1.844036,HD12661,HaKiDaS00131,31.143217,25.412364,105332908999068032,7.24746,7.628574,6.7626029999999995,7.433,5.86,HD12661,5800.8714953,4.33900446871,2,0.28306239484,0.058194645646400006,-22.417422766799998,138490311432556002, 31.143307210, 25.412869710,0.028,0.028,90,276901888,33,56236.445138890,0,5,,,,,0,,,,,0,13.6466,0.0277,11.6832,0.0624,16777240,,,,,0,,,,,0
2.590226,HD12661,HaKiDaS00131,31.143217,25.412364,105332908999068032,7.24746,7.628574,6.7626029999999995,7.433,5.86,HD12661,5800.8714953,4.33900446871,2,0.28306239484,0.058194645646400006,-22.417422766799998,138490311428076054, 31.142855650, 25.413005220,0.036,0.036,90,276897792,33,56287.682048610,0,5,,,,,0,,,,,0,,,,,0,11.8429,0.0374,10.8452,0.0406,16777240,11.7301,0.0444,9.2582,0.0085,16777240
3.646611,HD12661,HaKiDaS00131,31.143217,25.412364,105332908999068032,7.24746,7.628574,6.7626029999999995,7.433,5.86,HD12661,5800.8714953,4.33900446871,2,0.28306239484,0.058194645646400006,-22.417422766799998,138490311431036613, 31.143133560, 25.413374140,0.092,0.092,90,276901888,33,55582.283298610,0,3,,,,,0,,,,,0,,,,,0,12.6792,0.0010,10.9609,0.0010,16777240,11.2245,0.1513,9.2146,0.0008,16777232
1.439169,M13III-59,HaKiDaS00132,250.40145800000002,36.417589,1328056630126385536,12.150222,12.838762,11.365731,10.91,9.512,M13III-59,5993.85921485,0.9395238889830001,0,-2.11982222429,0.331237006699,-15.68,151702504019691956,250.401891740, 36.417783910,0.154,0.079,0,436527104,52,55888.229340280,1,12,19.1127,0.0021,18.6432,0.0176,16696,18.8727,0.0098,12.3574,0.0010,115000,18.5314,0.0886,17.3874,0.0000,16793912,,,,,16416,,,,,16416
3.782916,M13III-59,HaKiDaS00132,250.40145800000002,36.417589,1328056630126385536,12.150222,12.838762,11.365731,10.91,9.512,M13III-59,5993.85921485,0.9395238889830001,0,-2.11982222429,0.331237006699,-15.68,151702504025412602,250.402431440, 36.418289420,0.211,0.179,0,436527104,52,56164.096261570,1,11,19.3122,0.0251,20.6769,0.1089,16696,18.4364,0.0099,16.4288,0.0071,115000,18.2535,0.1632,17.8686,0.0139,16696,,,,,16416,,,,,16416
4.131539,M13III-59,HaKiDaS00132,250.40145800000002,36.417589,1328056630126385536,12.150222,12.838762,11.365731,10.91,9.512,M13III-59,5993.85921485,0.9395238889830001,0,-2.11982222429,0.331237006699,-15.68,151702504002822457,250.400260710, 36.418212560,0.049,0.020,0,436527104,52,55969.566539350,3,46,17.9950,0.0176,17.0777,0.0074,115000,17.6339,0.0218,12.4257,0.0000,115000,17.3699,0.0295,11.9604,0.0010,16892216,17.4178,0.0321,16.9036,0.0096,16696,18.5980,,16.9277,0.0285,16793912
4.608688,M13III-59,HaKiDaS00132,250.40145800000002,36.417589,1328056630126385536,12.150222,12.838762,11.365731,10.91,9.512,M13III-59,5993.85921485,0.9395238889830001,0,-2.11982222429,0.331237006699,-15.68,151702504020970298,250.401867230, 36.416351890,0.054,0.019,0,444915712,53,56034.374606480,5,70,18.5274,0.0728,19.0164,0.1143,115000,18.3694,0.0167,18.0569,0.1360,16892216,18.1548,0.0295,17.8499,0.1695,16892216,18.2080,0.0390,17.6588,0.0449,16892216,18.1445,0.0384,17.6890,0.1198,16892216
4.913872,M13III-59,HaKiDaS00132,250.40145800000002,36.417589,1328056630126385536,12.150222,12.838762,11.365731,10.91,9.512,M13III-59,5993.85921485,0.9395238889830001,0,-2.11982222429,0.331237006699,-15.68,151702504030681067,250.403005950, 36.417030910,0.015,0.015,90,310534144,37,55821.955752310,0,8,,,,,0,19.6381,0.0108,19.3565,0.1509,16777496,19.2602,0.0237,18.5754,0.0293,16778264,19.3381,0.0041,19.1450,0.1291,16778264,,,,,0
4.998768,M13III-59,HaKiDaS00132,250.40145800000002,36.417589,1328056630126385536,12.150222,12.838762,11.365731,10.91,9.512,M13III-59,5993.85921485,0.9395238889830001,0,-2.11982222429,0.331237006699,-15.68,151702504016263404,250.401594740, 36.418973180,0.007,0.007,90,847327232,101,56231.561099540,1,6,,,,,114720,16.3123,0.0047,,,16793912,15.1472,0.0133,14.6505,0.0031,16793656,15.8986,0.0054,15.3948,0.0110,16793904,,,,,16416
3.997959,HD251432,HaKiDaS00136,91.507013,25.284439000000003,3426593696946130816,8.993155999999999,9.671655,8.236854,9.443,6.431,HD251432,4498.13617046,2.10744611906,1,-0.165666242368,0.107978309252,-17.36,138340915078300781, 91.507826180, 25.283606730,0.011,0.011,90,277348352,33,55901.611458330,0,3,,,,,0,,,,,0,15.2740,0.2130,13.3021,0.2769,16781336,,,,,0,,,,,0
4.239258,HD251432,HaKiDaS00136,91.507013,25.284439000000003,3426593696946130816,8.993155999999999,9.671655,8.236854,9.443,6.431,HD251432,4498.13617046,2.10744611906,1,-0.165666242368,0.107978309252,-17.36,138340915066170576, 91.506594320, 25.283323940,0.019,0.019,90,276897792,33,56994.565868060,0,3,,,,,0,,,,,0,13.4803,0.0166,,,16777240,,,,,0,,,,,0
1.551425,HD37828,HaKiDaS00140,85.228308,-11.198511,3010244175773318144,6.4824867,7.135217999999999,5.7474914,6.876,4.064,HD37828,4525.3620574,1.34252609994,0,-1.42107109584,0.07732347562089999,-17.4,94560852284291713, 85.228387590,-11.198934820,0.020,0.020,90,813772800,97,57003.417974540,1,7,,,,,16416,12.4149,0.0010,10.9344,0.0010,16797752,13.6206,0.0011,11.0577,0.0387,16793656,,,,,114720,,,,,16416
2.091150,HD37828,HaKiDaS00140,85.228308,-11.198511,3010244175773318144,6.4824867,7.135217999999999,5.7474914,6.876,4.064,HD37828,4525.3620574,1.34252609994,0,-1.42107109584,0.07732347562089999,-17.4,94560852282511380, 85.228262930,-11.199090190,0.384,0.139,0,277143552,33,55855.289849540,0,13,12.1527,0.0010,11.5361,0.0010,16777232,,,,,0,13.1140,0.0011,11.0170,0.0010,16777232,12.6068,0.0793,10.5063,0.0455,16777240,11.7395,0.0246,9.3752,0.2123,16777240
2.797085,HD37828,HaKiDaS00140,85.228308,-11.198511,3010244175773318144,6.4824867,7.135217999999999,5.7474914,6.876,4.064,HD37828,4525.3620574,1.34252609994,0,-1.42107109584,0.07732347562089999,-17.4,94560852278531820, 85.227746940,-11.199059420,0.170,0.170,90,276901888,33,55464.615810190,0,9,,,,,0,12.0183,0.0737,10.9624,0.0758,16777232,13.3331,0.1113,11.0587,0.0225,16777240,13.5727,0.0541,11.7017,0.2477,16777240,10.9842,0.0010,,,16777240
2.896353,HD37828,HaKiDaS00140,85.228308,-11.198511,3010244175773318144,6.4824867,7.135217999999999,5.7474914,6.876,4.064,HD37828,4525.3620574,1.34252609994,0,-1.42107109584,0.07732347562089999,-17.4,94560852276551254, 85.227786940,-11.199132310,0.001,0.001,90,1083703296,129,56044.520034720,2,3,,,,,32,12.5552,0.0010,11.6545,0.0010,16777264,7.5214,0.0010,14.1850,0.0015,98360,,,,,32,4.3418,0.0010,,,56
3.236881,HD37828,HaKiDaS00140,85.228308,-11.198511,3010244175773318144,6.4824867,7.135217999999999,5.7474914,6.876,4.064,HD37828,4525.3620574,1.34252609994,0,-1.42107109584,0.07732347562089999,-17.4,94560852284941103, 85.228557650,-11.199376140,0.018,0.018,90,276897792,33,56300.408009260,0,3,,,,,0,13.6337,0.0809,11.4235,0.0028,16777240,13.1856,0.0011,11.2353,0.0010,16777232,,,,,0,,,,,0
3.520163,HD37828,HaKiDaS00140,85.228308,-11.198511,3010244175773318144,6.4824867,7.135217999999999,5.7474914,6.876,4.064,HD37828,4525.3620574,1.34252609994,0,-1.42107109584,0.07732347562089999,-17.4,94560852273241855, 85.227352060,-11.198788100,0.015,0.015,90,276897792,33,56275.577731480,0,4,12.2292,0.0010,,,16777232,,,,,0,13.7719,0.0010,11.3638,0.0010,16777240,13.0303,0.0011,,,16777240,12.4953,0.0012,9.1509,0.0010,16777240
1.978974,HD46375,HaKiDaS00142,98.304796,5.463444,3131777319158581376,7.695335000000001,8.152191,7.134639999999999,7.919,6.0,HD46375,5217.6914458,4.42238811313,2,0.141463091869,0.0828523547633,5.97394124395,114550983042815938, 98.304417480,  5.463043740,0.010,0.010,90,277348352,33,55949.910682870,0,3,15.7813,0.3427,13.9963,0.0000,16781336,,,,,0,,,,,0,14.2694,0.0015,13.5957,0.0016,24,,,,,0
0.828657,M13III-52,HaKiDaS00143,250.3934,36.416,1328057390341058304,12.227196000000001,12.901237,11.446795,12.09,9.621,M13III-52,4617.09775631,0.753894005538,0,-1.56810402338,0.0956170371566,-15.68,151692503936759662,250.393587630, 36.415826260,0.036,0.023,0,436527104,52,56069.189733800,3,30,19.3542,0.0242,19.4511,0.0310,16892216,19.3828,0.0493,19.1858,0.0379,16892216,19.0261,0.0172,15.2301,0.0000,16892216,18.9522,0.0636,16.4425,0.0143,16696,18.9937,0.0398,19.1039,0.0579,16688
3.871160,M13III-52,HaKiDaS00143,250.3934,36.416,1328057390341058304,12.227196000000001,12.901237,11.446795,12.09,9.621,M13III-52,4617.09775631,0.753894005538,0,-1.56810402338,0.0956170371566,-15.68,151702503921840109,250.392089230, 36.416209020,0.087,0.069,0,436527104,52,56100.074189810,5,37,18.9195,0.0141,19.0575,0.0324,115000,18.7705,0.0304,18.2406,0.0000,16892216,18.5436,0.0209,12.2009,0.0010,115000,18.5088,0.0252,15.9346,0.0094,16892216,,,,,114720
4.143706,M13III-52,HaKiDaS00143,250.3934,36.416,1328057390341058304,12.227196000000001,12.901237,11.446795,12.09,9.621,M13III-52,4617.09775631,0.753894005538,0,-1.56810402338,0.0956170371566,-15.68,151692503946389088,250.394656270, 36.415449700,0.147,0.124,90,444915712,53,56075.851469910,5,64,19.0673,0.0544,18.7293,0.0423,16892216,18.6490,0.0653,18.4392,0.0429,16892216,18.4861,0.0219,18.1921,0.1334,16892216,18.4288,0.0057,18.2335,0.0379,16892216,18.5107,0.0303,18.1039,0.0399,16892216
4.435421,M13III-52,HaKiDaS00143,250.3934,36.416,1328057390341058304,12.227196000000001,12.901237,11.446795,12.09,9.621,M13III-52,4617.09775631,0.753894005538,0,-1.56810402338,0.0956170371566,-15.68,151692503932088376,250.393204930, 36.414777980,0.011,0.009,0,436527104,52,55992.721331020,5,86,18.1251,0.0184,18.0840,0.0239,16892216,17.8674,0.0098,17.8450,0.0274,115000,17.7595,0.0099,17.6760,0.0700,16892216,17.7879,0.0101,17.7474,0.0229,16892216,17.8136,0.0192,17.7166,0.0391,115000
2.385172,G154-34,HaKiDaS00147,268.993721,-16.405697,4144902513074822272,13.516855,15.567542000000001,12.163282,14.97,8.236,G154-34,3550.54352446,-1.02993361515,0,-2.6252093264,0.23235102105,-17.02,88312689940464257,268.994088150,-16.405135820,0.094,0.082,90,436527104,52,55924.784490740,10,33,20.3598,0.0747,20.6538,0.0761,115000,19.3376,0.0118,19.4967,0.0424,115000,18.6694,0.0013,18.7297,0.0057,115000,18.3254,0.0102,18.3605,0.0330,115000,18.0542,0.1774,17.7497,0.0332,16892216
3.176820,G154-34,HaKiDaS00147,268.993721,-16.405697,4144902513074822272,13.516855,15.567542000000001,12.163282,14.97,8.236,G154-34,3550.54352446,-1.02993361515,0,-2.6252093264,0.23235102105,-17.02,88312689946003294,268.994601590,-16.405952220,0.069,0.069,90,436363264,52,56180.325694440,1,4,,,,,16416,,,,,114720,21.5326,0.1652,,,16696,20.5979,0.0396,,,16696,,,,,16416
4.314661,G154-34,HaKiDaS00147,268.993721,-16.405697,4144902513074822272,13.516855,15.567542000000001,12.163282,14.97,8.236,G154-34,3550.54352446,-1.02993361515,0,-2.6252093264,0.23235102105,-17.02,88312689929132400,268.992943200,-16.406634940,0.025,0.023,0,570744832,68,55698.408993060,6,13,,,,,16416,20.9714,0.1121,20.5334,0.1522,16875832,20.3219,0.0383,,,16696,20.1073,0.1127,19.9421,0.2644,16696,,,,,16416
4.973515,HD23596,HaKiDaS00149,56.999658,40.529431,224870885460646016,7.1035576,7.425822,6.670971000000001,7.252999999999999,5.872999999999999,HD23596,5975.97705119,4.122591957169999,2,0.226325697335,0.04373879917719999,-11.018553111400001,156630570007046898, 57.000972420, 40.530385220,0.052,0.052,90,276901888,33,55812.632106480,0,4,,,,,0,,,,,0,10.0406,0.0010,,,24,12.4789,0.0010,12.4504,0.0010,16777240,11.7030,0.1601,10.0394,0.2212,16777240
