#lambda (Ang), continuum-normalized flux
6898.580, 0.9997
6898.720, 0.9997
6898.860, 0.9997
6899.000, 0.9998
6899.140, 0.9998
6899.280, 0.9998
6899.420, 0.9998
6899.560, 0.9999
6899.700, 0.9999
6899.840, 0.9999
6899.980, 0.9999
6900.120, 0.9999
6900.260, 0.9999
6900.400, 0.9999
6900.540, 0.9999
6900.680, 0.9999
6900.820, 0.9999
6900.960, 0.9999
6901.100, 0.9999
6901.240, 0.9999
6901.380, 0.9998
6901.520, 0.9998
6901.660, 0.9998
6901.800, 0.9998
6901.940, 0.9997
6902.080, 0.9997
6902.220, 0.9997
6902.360, 0.9996
6902.500, 0.9996
6902.640, 0.9996
6902.780, 0.9996
6902.920, 0.9996
6903.060, 0.9996
6903.200, 0.9996
6903.340, 0.9996
6903.480, 0.9997
6903.620, 0.9997
6903.760, 0.9998
6903.900, 0.9998
6904.040, 0.9998
6904.180, 0.9998
6904.320, 0.9998
6904.460, 0.9998
6904.600, 0.9998
6904.740, 0.9997
6904.880, 0.9997
6905.020, 0.9997
6905.160, 0.9996
6905.300, 0.9996
6905.440, 0.9996
6905.580, 0.9996
6905.720, 0.9995
6905.860, 0.9995
6906.000, 0.9996
6906.140, 0.9996
6906.280, 0.9996
6906.420, 0.9996
6906.560, 0.9997
6906.700, 0.9997
6906.840, 0.9998
6906.980, 0.9998
6907.120, 0.9998
6907.260, 0.9998
6907.400, 0.9999
6907.540, 0.9999
6907.680, 0.9999
6907.820, 0.9999
6907.960, 0.9999
6908.100, 0.9999
6908.240, 0.9999
6908.380, 0.9999
6908.520, 0.9999
6908.660, 0.9999
6908.800, 0.9999
6908.940, 0.9999
6909.080, 0.9999
6909.220, 0.9999
6909.360, 0.9999
6909.500, 0.9999
6909.640, 0.9999
6909.780, 0.9999
6909.920, 0.9999
6910.060, 0.9999
6910.200, 0.9999
6910.340, 0.9999
6910.480, 0.9998
6910.620, 0.9998
6910.760, 0.9998
6910.900, 0.9998
6911.040, 0.9997
6911.180, 0.9997
6911.320, 0.9997
6911.460, 0.9997
6911.600, 0.9997
6911.740, 0.9997
6911.880, 0.9997
6912.020, 0.9997
6912.160, 0.9998
6912.300, 0.9998
6912.440, 0.9998
6912.580, 0.9998
6912.720, 0.9997
6912.860, 0.9996
6913.000, 0.9995
6913.140, 0.9992
6913.280, 0.9989
6913.420, 0.9985
6913.560, 0.9980
6913.700, 0.9973
6913.840, 0.9967
6913.980, 0.9960
6914.120, 0.9953
6914.260, 0.9948
6914.400, 0.9944
6914.540, 0.9942
6914.680, 0.9943
6914.820, 0.9946
6914.960, 0.9950
6915.100, 0.9956
6915.240, 0.9962
6915.380, 0.9968
6915.520, 0.9973
6915.660, 0.9976
6915.800, 0.9978
6915.940, 0.9979
6916.080, 0.9979
6916.220, 0.9978
6916.360, 0.9976
6916.500, 0.9975
6916.640, 0.9975
6916.780, 0.9975
6916.920, 0.9976
6917.060, 0.9978
6917.200, 0.9980
6917.340, 0.9983
6917.480, 0.9986
6917.620, 0.9989
6917.760, 0.9991
6917.900, 0.9993
6918.040, 0.9995
6918.180, 0.9996
6918.320, 0.9997
6918.460, 0.9998
6918.600, 0.9998
6918.740, 0.9998
6918.880, 0.9998
6919.020, 0.9999
6919.160, 0.9999
6919.300, 0.9999
6919.440, 0.9999
6919.580, 0.9999
6919.720, 0.9999
6919.860, 0.9998
6920.000, 0.9998
6920.140, 0.9998
6920.280, 0.9998
6920.420, 0.9998
6920.560, 0.9998
6920.700, 0.9999
6920.840, 0.9999
6920.980, 0.9999
6921.120, 0.9999
6921.260, 0.9999
6921.400, 0.9999
6921.540, 0.9999
6921.680, 0.9999
6921.820, 0.9999
6921.960, 0.9999
6922.100, 0.9999
6922.240, 0.9999
6922.380, 0.9999
6922.520, 0.9999
6922.660, 0.9998
6922.800, 0.9998
6922.940, 0.9997
6923.080, 0.9996
6923.220, 0.9995
6923.360, 0.9994
6923.500, 0.9992
6923.640, 0.9991
6923.780, 0.9989
6923.920, 0.9988
6924.060, 0.9986
6924.200, 0.9985
6924.340, 0.9984
6924.480, 0.9984
6924.620, 0.9983
6924.760, 0.9983
6924.900, 0.9983
6925.040, 0.9983
6925.180, 0.9984
6925.320, 0.9984
6925.460, 0.9985
6925.600, 0.9986
6925.740, 0.9987
6925.880, 0.9988
6926.020, 0.9989
6926.160, 0.9990
6926.300, 0.9992
6926.440, 0.9993
6926.580, 0.9994
6926.720, 0.9995
6926.860, 0.9996
6927.000, 0.9997
6927.140, 0.9997
6927.280, 0.9998
6927.420, 0.9998
6927.560, 0.9998
6927.700, 0.9998
6927.840, 0.9998
6927.980, 0.9998
6928.120, 0.9998
6928.260, 0.9998
6928.400, 0.9998
6928.540, 0.9998
6928.680, 0.9998
6928.820, 0.9998
6928.960, 0.9998
6929.100, 0.9998
6929.240, 0.9998
6929.380, 0.9998
6929.520, 0.9998
6929.660, 0.9998
6929.800, 0.9998
6929.940, 0.9998
6930.080, 0.9997
6930.220, 0.9997
6930.360, 0.9997
6930.500, 0.9997
6930.640, 0.9997
6930.780, 0.9997
6930.920, 0.9997
6931.060, 0.9998
6931.200, 0.9998
6931.340, 0.9998
6931.480, 0.9998
6931.620, 0.9998
6931.760, 0.9998
6931.900, 0.9998
6932.040, 0.9998
6932.180, 0.9997
6932.320, 0.9997
6932.460, 0.9996
6932.600, 0.9995
6932.740, 0.9994
6932.880, 0.9994
6933.020, 0.9993
6933.160, 0.9992
6933.300, 0.9991
6933.440, 0.9991
6933.580, 0.9991
6933.720, 0.9991
6933.860, 0.9992
6934.000, 0.9993
6934.140, 0.9994
6934.280, 0.9995
6934.420, 0.9996
6934.560, 0.9996
6934.700, 0.9997
6934.840, 0.9998
6934.980, 0.9998
6935.120, 0.9998
6935.260, 0.9999
6935.400, 0.9999
6935.540, 0.9999
6935.680, 0.9998
6935.820, 0.9998
6935.960, 0.9998
6936.100, 0.9998
6936.240, 0.9998
6936.380, 0.9998
6936.520, 0.9998
6936.660, 0.9998
6936.800, 0.9998
6936.940, 0.9998
6937.080, 0.9998
6937.220, 0.9998
6937.360, 0.9998
6937.500, 0.9998
6937.640, 0.9998
6937.780, 0.9998
6937.920, 0.9998
6938.060, 0.9998
6938.200, 0.9998
6938.340, 0.9998
6938.480, 0.9998
6938.620, 0.9998
6938.760, 0.9998
6938.900, 0.9998
6939.040, 0.9998
6939.180, 0.9998
6939.320, 0.9998
6939.460, 0.9998
6939.600, 0.9999
6939.740, 0.9999
6939.880, 0.9999
6940.020, 0.9999
6940.160, 0.9999
6940.300, 0.9999
6940.440, 0.9999
6940.580, 0.9999
6940.720, 0.9999
6940.860, 0.9999
6941.000, 0.9999
6941.140, 0.9999
6941.280, 0.9999
6941.420, 0.9999
6941.560, 0.9999
6941.700, 0.9999
6941.840, 0.9999
6941.980, 0.9999
6942.120, 0.9999
6942.260, 0.9999
6942.400, 0.9998
6942.540, 0.9998
6942.680, 0.9998
6942.820, 0.9998
6942.960, 0.9998
6943.100, 0.9998
6943.240, 0.9997
6943.380, 0.9997
6943.520, 0.9995
6943.660, 0.9993
6943.800, 0.9991
6943.940, 0.9987
6944.080, 0.9981
6944.220, 0.9975
6944.360, 0.9967
6944.500, 0.9959
6944.640, 0.9950
6944.780, 0.9942
6944.920, 0.9936
6945.060, 0.9931
6945.200, 0.9930
6945.340, 0.9931
6945.480, 0.9935
6945.620, 0.9941
6945.760, 0.9949
6945.900, 0.9957
6946.040, 0.9966
6946.180, 0.9973
6946.320, 0.9980
6946.460, 0.9985
6946.600, 0.9989
6946.740, 0.9991
6946.880, 0.9993
6947.020, 0.9994
6947.160, 0.9995
6947.300, 0.9995
6947.440, 0.9995
6947.580, 0.9995
6947.720, 0.9995
6947.860, 0.9996
6948.000, 0.9996
6948.140, 0.9996
6948.280, 0.9997
6948.420, 0.9997
6948.560, 0.9998
6948.700, 0.9998
6948.840, 0.9998
6948.980, 0.9999
6949.120, 0.9999
6949.260, 0.9999
6949.400, 0.9999
6949.540, 0.9998
6949.680, 0.9998
6949.820, 0.9997
6949.960, 0.9996
6950.100, 0.9995
6950.240, 0.9994
6950.380, 0.9992
6950.520, 0.9990
6950.660, 0.9988
6950.800, 0.9986
6950.940, 0.9985
6951.080, 0.9983
6951.220, 0.9983
6951.360, 0.9983
6951.500, 0.9984
6951.640, 0.9985
6951.780, 0.9987
6951.920, 0.9988
6952.060, 0.9990
6952.200, 0.9992
6952.340, 0.9993
6952.480, 0.9994
6952.620, 0.9994
6952.760, 0.9995
6952.900, 0.9995
6953.040, 0.9996
6953.180, 0.9996
6953.320, 0.9996
6953.460, 0.9996
6953.600, 0.9996
6953.740, 0.9997
6953.880, 0.9997
6954.020, 0.9997
6954.160, 0.9997
6954.300, 0.9997
6954.440, 0.9997
6954.580, 0.9997
6954.720, 0.9996
6954.860, 0.9996
6955.000, 0.9996
6955.140, 0.9996
6955.280, 0.9996
6955.420, 0.9997
6955.560, 0.9997
6955.700, 0.9997
6955.840, 0.9998
6955.980, 0.9998
6956.120, 0.9998
6956.260, 0.9999
6956.400, 0.9999
6956.540, 0.9999
6956.680, 0.9999
6956.820, 0.9999
6956.960, 0.9999
6957.100, 0.9999
6957.240, 0.9999
6957.380, 0.9999
6957.520, 0.9999
6957.660, 0.9999
6957.800, 0.9999
6957.940, 0.9999
6958.080, 0.9999
6958.220, 0.9999
6958.360, 0.9999
6958.500, 0.9999
6958.640, 0.9999
6958.780, 0.9999
6958.920, 0.9999
6959.060, 0.9999
6959.200, 0.9999
6959.340, 0.9999
6959.480, 0.9998
6959.620, 0.9998
6959.760, 0.9998
6959.900, 0.9998
6960.040, 0.9997
6960.180, 0.9997
6960.320, 0.9997
6960.460, 0.9997
6960.600, 0.9997
6960.740, 0.9998
6960.880, 0.9998
6961.020, 0.9998
6961.160, 0.9998
6961.300, 0.9999
6961.440, 0.9999
6961.580, 0.9999
6961.720, 0.9999
6961.860, 0.9999
6962.000, 0.9999
6962.140, 0.9999
6962.280, 0.9999
6962.420, 0.9999
6962.560, 0.9999
6962.700, 0.9999
6962.840, 0.9999
6962.980, 0.9999
6963.120, 0.9999
6963.260, 0.9999
6963.400, 0.9999
6963.540, 0.9999
6963.680, 0.9999
6963.820, 0.9999
6963.960, 0.9999
6964.100, 0.9999
6964.240, 0.9999
6964.380, 0.9998
6964.520, 0.9998
6964.660, 0.9997
6964.800, 0.9997
6964.940, 0.9997
6965.080, 0.9996
6965.220, 0.9996
6965.360, 0.9996
6965.500, 0.9996
6965.640, 0.9996
6965.780, 0.9996
6965.920, 0.9996
6966.060, 0.9996
6966.200, 0.9997
6966.340, 0.9997
6966.480, 0.9998
6966.620, 0.9998
6966.760, 0.9998
6966.900, 0.9998
6967.040, 0.9999
6967.180, 0.9999
6967.320, 0.9999
6967.460, 0.9999
6967.600, 0.9999
6967.740, 0.9999
6967.880, 0.9999
6968.020, 0.9999
6968.160, 0.9999
6968.300, 0.9999
6968.440, 0.9999
6968.580, 0.9999
6968.720, 0.9999
6968.860, 0.9999
6969.000, 0.9999
6969.140, 0.9999
6969.280, 0.9999
6969.420, 0.9999
6969.560, 0.9999
6969.700, 0.9999
6969.840, 0.9999
6969.980, 0.9999
6970.120, 0.9999
6970.260, 0.9999
6970.400, 0.9999
6970.540, 0.9998
6970.680, 0.9998
6970.820, 0.9998
6970.960, 0.9998
6971.100, 0.9998
6971.240, 0.9997
6971.380, 0.9997
6971.520, 0.9997
6971.660, 0.9997
6971.800, 0.9996
6971.940, 0.9996
6972.080, 0.9996
6972.220, 0.9997
6972.360, 0.9997
6972.500, 0.9997
6972.640, 0.9997
6972.780, 0.9998
6972.920, 0.9998
6973.060, 0.9998
6973.200, 0.9998
6973.340, 0.9998
6973.480, 0.9998
6973.620, 0.9998
6973.760, 0.9998
6973.900, 0.9998
6974.040, 0.9998
6974.180, 0.9998
6974.320, 0.9998
6974.460, 0.9997
6974.600, 0.9997
6974.740, 0.9996
6974.880, 0.9995
6975.020, 0.9994
6975.160, 0.9993
6975.300, 0.9992
6975.440, 0.9990
6975.580, 0.9989
6975.720, 0.9987
6975.860, 0.9986
6976.000, 0.9984
6976.140, 0.9982
6976.280, 0.9981
6976.420, 0.9980
6976.560, 0.9979
6976.700, 0.9978
6976.840, 0.9978
6976.980, 0.9977
6977.120, 0.9976
6977.260, 0.9974
6977.400, 0.9971
6977.540, 0.9967
6977.680, 0.9961
6977.820, 0.9954
6977.960, 0.9946
6978.100, 0.9937
6978.240, 0.9929
6978.380, 0.9922
6978.520, 0.9916
6978.660, 0.9913
6978.800, 0.9912
6978.940, 0.9915
6979.080, 0.9920
6979.220, 0.9927
6979.360, 0.9935
6979.500, 0.9944
6979.640, 0.9954
6979.780, 0.9962
6979.920, 0.9970
6980.060, 0.9976
6980.200, 0.9982
6980.340, 0.9986
6980.480, 0.9989
6980.620, 0.9991
6980.760, 0.9993
6980.900, 0.9994
6981.040, 0.9995
6981.180, 0.9996
6981.320, 0.9997
6981.460, 0.9997
6981.600, 0.9997
6981.740, 0.9998
6981.880, 0.9998
6982.020, 0.9998
6982.160, 0.9998
6982.300, 0.9999
6982.440, 0.9999
6982.580, 0.9999
6982.720, 0.9999
6982.860, 0.9999
6983.000, 0.9999
6983.140, 0.9999
6983.280, 0.9999
6983.420, 0.9999
6983.560, 0.9999
6983.700, 0.9999
6983.840, 0.9999
6983.980, 0.9999
6984.120, 0.9999
6984.260, 0.9999
6984.400, 0.9999
6984.540, 0.9999
6984.680, 0.9999
6984.820, 0.9999
6984.960, 0.9999
6985.100, 0.9999
6985.240, 0.9999
6985.380, 0.9999
6985.520, 0.9999
6985.660, 0.9999
6985.800, 0.9999
6985.940, 0.9999
6986.080, 0.9999
6986.220, 0.9999
6986.360, 0.9999
6986.500, 0.9999
6986.640, 0.9999
6986.780, 0.9999
6986.920, 0.9999
6987.060, 0.9999
6987.200, 0.9998
6987.340, 0.9998
6987.480, 0.9997
6987.620, 0.9996
6987.760, 0.9996
6987.900, 0.9995
6988.040, 0.9994
6988.180, 0.9993
6988.320, 0.9993
6988.460, 0.9992
6988.600, 0.9992
6988.740, 0.9993
6988.880, 0.9993
6989.020, 0.9994
6989.160, 0.9995
6989.300, 0.9995
6989.440, 0.9996
6989.580, 0.9997
6989.720, 0.9997
6989.860, 0.9998
6990.000, 0.9998
6990.140, 0.9999
6990.280, 0.9999
6990.420, 0.9999
6990.560, 0.9999
6990.700, 0.9999
6990.840, 0.9999
6990.980, 0.9999
6991.120, 0.9999
6991.260, 0.9999
6991.400, 0.9999
6991.540, 0.9999
6991.680, 0.9999
6991.820, 0.9998
6991.960, 0.9998
6992.100, 0.9998
6992.240, 0.9997
6992.380, 0.9997
6992.520, 0.9997
6992.660, 0.9996
6992.800, 0.9996
6992.940, 0.9996
6993.080, 0.9996
6993.220, 0.9996
6993.360, 0.9997
6993.500, 0.9997
6993.640, 0.9997
6993.780, 0.9998
6993.920, 0.9998
6994.060, 0.9998
6994.200, 0.9998
6994.340, 0.9998
6994.480, 0.9998
6994.620, 0.9998
6994.760, 0.9998
6994.900, 0.9998
6995.040, 0.9998
6995.180, 0.9999
6995.320, 0.9999
6995.460, 0.9999
6995.600, 0.9999
6995.740, 0.9999
6995.880, 0.9999
6996.020, 0.9999
6996.160, 0.9999
6996.300, 0.9999
6996.440, 0.9999
6996.580, 0.9999
6996.720, 0.9999
6996.860, 0.9999
6997.000, 0.9999
6997.140, 0.9998
6997.280, 0.9998
6997.420, 0.9998
6997.560, 0.9998
6997.700, 0.9997
6997.840, 0.9997
6997.980, 0.9996
6998.120, 0.9995
6998.260, 0.9993
6998.400, 0.9992
6998.540, 0.9990
6998.680, 0.9988
6998.820, 0.9986
6998.960, 0.9984
6999.100, 0.9982
6999.240, 0.9980
6999.380, 0.9979
6999.520, 0.9977
6999.660, 0.9977
6999.800, 0.9977
6999.940, 0.9977
7000.080, 0.9978
7000.220, 0.9979
7000.360, 0.9981
7000.500, 0.9983
7000.640, 0.9986
7000.780, 0.9988
7000.920, 0.9990
7001.060, 0.9991
7001.200, 0.9993
7001.340, 0.9994
7001.480, 0.9995
7001.620, 0.9995
7001.760, 0.9996
7001.900, 0.9996
7002.040, 0.9996
7002.180, 0.9995
7002.320, 0.9994
7002.460, 0.9993
7002.600, 0.9991
7002.740, 0.9989
7002.880, 0.9987
7003.020, 0.9985
7003.160, 0.9982
7003.300, 0.9980
7003.440, 0.9979
7003.580, 0.9978
7003.720, 0.9978
7003.860, 0.9978
7004.000, 0.9979
7004.140, 0.9980
7004.280, 0.9981
7004.420, 0.9981
7004.560, 0.9982
7004.700, 0.9981
7004.840, 0.9981
7004.980, 0.9979
7005.120, 0.9977
7005.260, 0.9974
7005.400, 0.9972
7005.540, 0.9970
7005.680, 0.9968
7005.820, 0.9967
7005.960, 0.9968
7006.100, 0.9969
7006.240, 0.9971
7006.380, 0.9974
7006.520, 0.9977
7006.660, 0.9980
7006.800, 0.9983
7006.940, 0.9986
7007.080, 0.9988
7007.220, 0.9990
7007.360, 0.9991
7007.500, 0.9992
7007.640, 0.9992
7007.780, 0.9993
7007.920, 0.9993
7008.060, 0.9993
7008.200, 0.9994
7008.340, 0.9995
7008.480, 0.9995
7008.620, 0.9996
7008.760, 0.9997
7008.900, 0.9997
7009.040, 0.9998
7009.180, 0.9998
7009.320, 0.9998
7009.460, 0.9998
7009.600, 0.9998
7009.740, 0.9998
7009.880, 0.9998
7010.020, 0.9998
7010.160, 0.9997
7010.300, 0.9997
7010.440, 0.9997
7010.580, 0.9996
7010.720, 0.9996
7010.860, 0.9996
7011.000, 0.9996
7011.140, 0.9996
7011.280, 0.9995
7011.420, 0.9995
7011.560, 0.9995
7011.700, 0.9995
7011.840, 0.9995
7011.980, 0.9995
7012.120, 0.9994
7012.260, 0.9994
7012.400, 0.9994
7012.540, 0.9995
7012.680, 0.9995
7012.820, 0.9995
7012.960, 0.9996
7013.100, 0.9996
7013.240, 0.9997
7013.380, 0.9997
7013.520, 0.9998
7013.660, 0.9998
7013.800, 0.9998
7013.940, 0.9998
7014.080, 0.9998
7014.220, 0.9998
7014.360, 0.9997
7014.500, 0.9996
7014.640, 0.9995
7014.780, 0.9993
7014.920, 0.9991
7015.060, 0.9987
7015.200, 0.9983
7015.340, 0.9978
7015.480, 0.9972
7015.620, 0.9966
7015.760, 0.9960
7015.900, 0.9954
7016.040, 0.9949
7016.180, 0.9945
7016.320, 0.9943
7016.460, 0.9943
7016.600, 0.9945
7016.740, 0.9948
7016.880, 0.9952
7017.020, 0.9957
7017.160, 0.9962
7017.300, 0.9967
7017.440, 0.9972
7017.580, 0.9976
7017.720, 0.9980
7017.860, 0.9983
7018.000, 0.9986
7018.140, 0.9988
7018.280, 0.9991
7018.420, 0.9993
7018.560, 0.9994
7018.700, 0.9996
7018.840, 0.9997
7018.980, 0.9997
7019.120, 0.9998
7019.260, 0.9998
7019.400, 0.9999
7019.540, 0.9999
7019.680, 0.9999
7019.820, 0.9999
7019.960, 0.9999
7020.100, 0.9999
7020.240, 0.9999
7020.380, 0.9999
7020.520, 0.9999
7020.660, 0.9999
7020.800, 0.9999
7020.940, 0.9999
7021.080, 0.9998
7021.220, 0.9998
7021.360, 0.9997
7021.500, 0.9996
7021.640, 0.9994
7021.780, 0.9992
7021.920, 0.9989
7022.060, 0.9986
7022.200, 0.9983
7022.340, 0.9979
7022.480, 0.9976
7022.620, 0.9972
7022.760, 0.9970
7022.900, 0.9968
7023.040, 0.9967
7023.180, 0.9967
7023.320, 0.9967
7023.460, 0.9968
7023.600, 0.9969
7023.740, 0.9970
7023.880, 0.9970
7024.020, 0.9971
7024.160, 0.9971
7024.300, 0.9971
7024.440, 0.9971
7024.580, 0.9971
7024.720, 0.9973
7024.860, 0.9974
7025.000, 0.9977
7025.140, 0.9979
7025.280, 0.9982
7025.420, 0.9985
7025.560, 0.9988
7025.700, 0.9990
7025.840, 0.9992
7025.980, 0.9994
7026.120, 0.9995
7026.260, 0.9995
7026.400, 0.9996
7026.540, 0.9996
7026.680, 0.9996
7026.820, 0.9996
7026.960, 0.9996
7027.100, 0.9996
7027.240, 0.9995
7027.380, 0.9995
7027.520, 0.9995
7027.660, 0.9995
7027.800, 0.9996
7027.940, 0.9996
7028.080, 0.9995
7028.220, 0.9995
7028.360, 0.9995
7028.500, 0.9995
7028.640, 0.9995
7028.780, 0.9994
7028.920, 0.9994
7029.060, 0.9994
7029.200, 0.9994
7029.340, 0.9993
7029.480, 0.9993
7029.620, 0.9993
7029.760, 0.9993
7029.900, 0.9993
7030.040, 0.9993
7030.180, 0.9993
7030.320, 0.9994
7030.460, 0.9994
7030.600, 0.9995
7030.740, 0.9995
7030.880, 0.9995
7031.020, 0.9996
7031.160, 0.9996
7031.300, 0.9996
7031.440, 0.9996
7031.580, 0.9996
7031.720, 0.9996
7031.860, 0.9995
7032.000, 0.9995
7032.140, 0.9995
7032.280, 0.9995
7032.420, 0.9995
7032.560, 0.9995
7032.700, 0.9995
7032.840, 0.9995
7032.980, 0.9996
7033.120, 0.9996
7033.260, 0.9995
7033.400, 0.9995
7033.540, 0.9993
7033.680, 0.9992
7033.820, 0.9989
7033.960, 0.9987
7034.100, 0.9983
7034.240, 0.9980
7034.380, 0.9977
7034.520, 0.9974
7034.660, 0.9972
7034.800, 0.9971
7034.940, 0.9971
7035.080, 0.9972
7035.220, 0.9974
7035.360, 0.9977
7035.500, 0.9980
7035.640, 0.9983
7035.780, 0.9986
7035.920, 0.9989
7036.060, 0.9992
7036.200, 0.9994
7036.340, 0.9995
7036.480, 0.9996
7036.620, 0.9996
7036.760, 0.9995
7036.900, 0.9994
7037.040, 0.9992
7037.180, 0.9990
7037.320, 0.9987
7037.460, 0.9984
7037.600, 0.9981
7037.740, 0.9978
7037.880, 0.9975
7038.020, 0.9972
7038.160, 0.9970
7038.300, 0.9970
7038.440, 0.9970
7038.580, 0.9971
7038.720, 0.9974
7038.860, 0.9977
7039.000, 0.9980
7039.140, 0.9983
7039.280, 0.9986
7039.420, 0.9989
7039.560, 0.9992
7039.700, 0.9994
7039.840, 0.9996
7039.980, 0.9997
7040.120, 0.9998
7040.260, 0.9998
7040.400, 0.9999
7040.540, 0.9999
7040.680, 0.9999
7040.820, 0.9999
7040.960, 0.9999
7041.100, 0.9999
7041.240, 0.9999
7041.380, 0.9999
7041.520, 0.9999
7041.660, 0.9999
7041.800, 0.9999
7041.940, 0.9999
7042.080, 0.9999
7042.220, 0.9999
7042.360, 0.9999
7042.500, 0.9999
7042.640, 0.9999
7042.780, 0.9999
7042.920, 0.9999
7043.060, 0.9999
7043.200, 0.9999
7043.340, 0.9999
7043.480, 0.9999
7043.620, 0.9999
7043.760, 0.9998
7043.900, 0.9998
7044.040, 0.9998
7044.180, 0.9997
7044.320, 0.9997
7044.460, 0.9997
7044.600, 0.9997
7044.740, 0.9997
7044.880, 0.9997
7045.020, 0.9997
7045.160, 0.9997
7045.300, 0.9997
7045.440, 0.9998
7045.580, 0.9998
7045.720, 0.9998
7045.860, 0.9998
7046.000, 0.9999
7046.140, 0.9999
7046.280, 0.9999
7046.420, 0.9999
7046.560, 0.9999
7046.700, 0.9999
7046.840, 0.9999
7046.980, 0.9999
7047.120, 1.0000
7047.260, 1.0000
7047.400, 1.0000
7047.540, 1.0000
7047.680, 1.0000
7047.820, 1.0000
7047.960, 1.0000
7048.100, 1.0000
7048.240, 1.0000
7048.380, 1.0000
7048.520, 1.0000
7048.660, 1.0000
7048.800, 1.0000
7048.940, 1.0000
7049.080, 0.9999
7049.220, 0.9999
7049.360, 0.9999
7049.500, 0.9999
7049.640, 0.9999
7049.780, 0.9999
7049.920, 0.9999
7050.060, 0.9999
7050.200, 0.9999
7050.340, 0.9999
7050.480, 0.9999
7050.620, 0.9999
7050.760, 0.9999
7050.900, 0.9999
7051.040, 0.9999
7051.180, 0.9999
7051.320, 0.9999
7051.460, 0.9998
7051.600, 0.9998
7051.740, 0.9997
7051.880, 0.9996
7052.020, 0.9995
7052.160, 0.9994
7052.300, 0.9993
7052.440, 0.9992
7052.580, 0.9991
7052.720, 0.9991
7052.860, 0.9990
7053.000, 0.9990
7053.140, 0.9991
7053.280, 0.9991
7053.420, 0.9992
7053.560, 0.9993
7053.700, 0.9994
7053.840, 0.9995
7053.980, 0.9995
7054.120, 0.9996
7054.260, 0.9996
7054.400, 0.9997
7054.540, 0.9997
7054.680, 0.9997
7054.820, 0.9997
7054.960, 0.9997
7055.100, 0.9996
7055.240, 0.9996
7055.380, 0.9996
7055.520, 0.9995
7055.660, 0.9995
7055.800, 0.9995
7055.940, 0.9995
7056.080, 0.9995
7056.220, 0.9995
7056.360, 0.9996
7056.500, 0.9996
7056.640, 0.9997
7056.780, 0.9997
7056.920, 0.9998
7057.060, 0.9998
7057.200, 0.9998
7057.340, 0.9998
7057.480, 0.9999
7057.620, 0.9999
7057.760, 0.9999
7057.900, 0.9999
7058.040, 0.9999
7058.180, 0.9999
7058.320, 0.9999
7058.460, 0.9998
7058.600, 0.9998
7058.740, 0.9998
7058.880, 0.9998
7059.020, 0.9998
7059.160, 0.9998
7059.300, 0.9997
7059.440, 0.9997
7059.580, 0.9996
7059.720, 0.9996
7059.860, 0.9995
7060.000, 0.9995
7060.140, 0.9994
7060.280, 0.9994
7060.420, 0.9994
7060.560, 0.9994
7060.700, 0.9994
7060.840, 0.9995
7060.980, 0.9995
7061.120, 0.9996
7061.260, 0.9996
7061.400, 0.9997
7061.540, 0.9997
7061.680, 0.9998
7061.820, 0.9998
7061.960, 0.9998
7062.100, 0.9997
7062.240, 0.9997
7062.380, 0.9997
7062.520, 0.9996
7062.660, 0.9996
7062.800, 0.9996
7062.940, 0.9995
7063.080, 0.9995
7063.220, 0.9995
7063.360, 0.9995
7063.500, 0.9996
7063.640, 0.9996
7063.780, 0.9996
7063.920, 0.9997
7064.060, 0.9997
7064.200, 0.9998
7064.340, 0.9998
7064.480, 0.9998
7064.620, 0.9998
7064.760, 0.9999
7064.900, 0.9999
7065.040, 0.9999
7065.180, 0.9999
7065.320, 0.9999
7065.460, 0.9999
7065.600, 0.9998
7065.740, 0.9998
7065.880, 0.9998
7066.020, 0.9998
7066.160, 0.9998
7066.300, 0.9997
7066.440, 0.9997
7066.580, 0.9997
7066.720, 0.9996
7066.860, 0.9995
7067.000, 0.9994
7067.140, 0.9993
7067.280, 0.9991
7067.420, 0.9989
7067.560, 0.9986
7067.700, 0.9983
7067.840, 0.9981
7067.980, 0.9978
7068.120, 0.9976
7068.260, 0.9974
7068.400, 0.9974
7068.540, 0.9974
7068.680, 0.9976
7068.820, 0.9978
7068.960, 0.9980
7069.100, 0.9983
7069.240, 0.9986
7069.380, 0.9989
7069.520, 0.9991
7069.660, 0.9993
7069.800, 0.9995
7069.940, 0.9996
7070.080, 0.9997
7070.220, 0.9998
7070.360, 0.9998
7070.500, 0.9998
7070.640, 0.9998
7070.780, 0.9998
7070.920, 0.9997
7071.060, 0.9997
7071.200, 0.9996
7071.340, 0.9995
7071.480, 0.9995
7071.620, 0.9994
7071.760, 0.9994
7071.900, 0.9994
7072.040, 0.9994
7072.180, 0.9994
7072.320, 0.9995
7072.460, 0.9995
7072.600, 0.9996
7072.740, 0.9997
7072.880, 0.9997
7073.020, 0.9998
7073.160, 0.9998
7073.300, 0.9999
7073.440, 0.9999
7073.580, 0.9999
7073.720, 0.9999
7073.860, 0.9999
7074.000, 0.9999
7074.140, 0.9999
7074.280, 0.9999
7074.420, 0.9999
7074.560, 0.9999
7074.700, 0.9999
7074.840, 0.9999
7074.980, 0.9999
7075.120, 0.9999
7075.260, 0.9999
7075.400, 0.9999
7075.540, 0.9999
7075.680, 0.9999
7075.820, 0.9999
7075.960, 0.9999
7076.100, 0.9999
7076.240, 0.9999
7076.380, 0.9999
