Name,HaKiDaSName,RA,DEC,DateObs,Wmin,Wmax,R,GaiaID,Gmag,Parallax,pmra,pmdec,rv_gaia
HD198269,HaKiDaS00165,312.154337,17.841939,2004-06-01,400.421735985,681.952002123,60000.0,1812812550689358336,7.7987437,1.22443059126,38.8438436998,-41.929942325300004,-209.522384847
HD24421,HaKiDaS00166,58.90241700000001,52.226281,2002-12-18,432.283767441,722.566230942,90000.0,251738448519542144,6.6698127000000005,25.1365471478,-119.816723183,108.81145054299999,-33.2569781125
HD208487,HaKiDaS00167,329.335796,-37.76415,2006-06-01,528.768235441,810.393812191,60000.0,6586580842340695040,7.331639999999999,22.121394389099997,101.13845991299999,-118.66638831200001,5.4921293986
HD22282,HaKiDaS00168,53.806470999999995,-0.738664,2005-01-30,405.571596159,689.222910935,45000.0,3263319007654791552,8.332892999999999,21.807596557800004,103.30672452700001,-119.65839340000001,-5.03505616453
HD6434,HaKiDaS00169,16.166213,-39.486816999999995,2008-07-08,528.746464955,810.324653742,60000.0,4988158666635743616,7.5609,23.579404861300002,-170.124286315,-527.851075116,22.923701267
HD69960,HaKiDaS00170,125.56561299999998,56.839071999999994,2005-01-30,405.54960943699996,689.184026158,45000.0,1034767439626407936,7.826591499999999,15.8942211113,-27.6967866409,-16.2553391776,32.2308766892
HD83212,HaKiDaS00171,144.085508,-20.886147,2003-12-09,400.009605814,681.254370564,60000.0,5676959889203060096,7.969530000000001,1.25872201624,-17.2300553345,-19.4059022187,109.188239418
HD4306,HaKiDaS00172,11.3642,-9.541247,2007-07-11,506.329732822,789.229447579,60000.0,2473977823368495360,8.761013,1.93669312256,61.1170925275,20.4852135526,-66.0287617586
HD122563,HaKiDaS00174,210.63188300000002,9.684803,2002-02-03,408.47052386400003,689.398039561,120000.0,3723554268436602240,5.8559737,3.4440432673800006,-189.67553183,-70.3199833905,-26.167001043800003
16CygB,HaKiDaS00175,295.466246,50.513128,2003-06-10,501.90975207,789.1485970289999,36000.0,2135550755683407232,6.0568113,47.2754207568,-134.790921867,-162.493225165,-27.7319263133
HD222582,HaKiDaS00176,355.465863,-5.986769000000001,2002-12-18,432.185916955,722.403061568,90000.0,2440578577126302336,7.518894,23.6912704696,-145.401232833,-111.29577342700001,12.0871639207
HD145675,HaKiDaS00179,242.598704,43.815981,2004-05-24,432.25655052800005,722.5208592439999,90000.0,1385293808145621504,6.37931,55.7363466293,132.01923305399998,-296.463903576,-13.9886142351
G41-41,HaKiDaS00181,142.314133,8.635408,2003-02-20,410.86621158599996,688.584848596,50000.0,588856788129452160,11.016316,3.6766434415599996,196.22957428799998,-308.905996722,265.85507557200003
HD175305,HaKiDaS00182,281.768529,74.72528100000001,2003-02-20,408.647292228,689.69336519,50000.0,2268048503896398720,6.941186,6.34893222552,319.855473599,79.7751391166,-183.928773164
HD72659,HaKiDaS00186,128.514554,-1.567036,2002-12-18,432.301824699,722.598612395,90000.0,3073443760538892032,7.310695,19.2409802623,-112.54826735799999,-96.57888676120001,-18.0763580892
HD26151,HaKiDaS00187,61.839146,-27.426819000000002,2005-01-30,405.58459569300004,689.244887215,45000.0,4889216948147099520,8.283411,23.5007018618,-63.6170754539,-243.22738659400002,-6.77718823079
HD106252,HaKiDaS00189,183.374471,10.039744,2001-06-02,408.340679395,894.918816365,90000.0,3905603054348141440,7.262809799999999,26.1595089225,22.8627385008,-280.009372132,15.6402202826
HD26,HaKiDaS00190,1.344663,8.789261,2004-06-01,401.67425604199997,681.984063503,60000.0,2752856200291132416,7.966989,3.21305476925,261.842902693,-55.092961448400004,-213.58166665299998
HD216770,HaKiDaS00191,343.97688700000003,-26.658558000000003,2004-05-23,432.23990508199995,722.492757727,90000.0,6610107504955838336,7.9163837,27.2472005921,226.44230830400002,-177.74082812700001,31.2908485804
HD216770,HaKiDaS00191,343.97688700000003,-26.658558000000003,2006-06-01,528.728730482,810.350755095,60000.0,6610107504955838336,7.9163837,27.2472005921,226.44230830400002,-177.74082812700001,31.2908485804
BD+82856,HaKiDaS00192,215.994238,8.027667,2004-05-25,432.13400891,722.304952223,36000.0,1175731289937614080,9.658627000000001,0.502504242572,8.71008652552,-20.3156161701,64.9465416352
BD-133442,HaKiDaS00194,176.711246,-14.112055999999999,2003-02-23,408.290198944,688.9982814560001,100000.0,3572742676589941760,10.139558000000001,4.6637741988800006,25.7493525683,-196.517704014,117.10595868600001
HD114710,HaKiDaS00198,197.9653,27.877606,2002-03-20,408.393074901,689.26963919,51428.5714286,1460229369573307264,4.023946,108.89509781,-803.371825305,882.511662885,5.60095213768
G20-15,HaKiDaS00199,266.866754,-8.775903,2008-06-14,400.04321666199996,681.303676968,100000.0,4165370682239910144,10.351442,8.6444789676,246.34142071,-364.259186045,84.3964778155
HD218857,HaKiDaS00201,347.849383,-16.247944,2008-07-27,400.40759021699995,681.810920063,51428.5714286,2406522235247996160,8.71642,2.8918857137900003,-50.9136461156,-95.27318687370001,-170.092399853
HIP100963,HaKiDaS00202,307.046354,22.128494,2008-06-16,435.487894331,713.873805993,90000.0,1818697205647102720,6.922304,35.5142275321,-22.7341140602,-243.72241023400002,-1.13890219957
HD40979,HaKiDaS00203,91.123696,44.259208,2002-12-18,432.201969668,722.4296591210001,90000.0,961428192989499904,6.5996312999999995,29.3066632024,95.210098036,-152.902581319,32.4659705998
G115-58,HaKiDaS00205,137.700921,46.378814,2003-02-21,408.08003165199995,688.8306217589999,50000.0,1011379899590855936,11.982026,2.20507952473,-8.2422256552,-223.19107023400002,226.112810279
HD187123,HaKiDaS00207,296.744879,34.417258000000004,2001-06-02,408.442884825,895.148927945,90000.0,2047452661412980736,7.6728380000000005,21.731619834,142.580976462,-123.603490125,-16.782045403599998
Gl838.3,HaKiDaS00209,327.97045,42.340439,2007-09-19,506.216022534,789.034569732,90000.0,1960631100090155008,7.642575999999999,33.6172195206,-173.17705630700002,-306.54869924900004,-25.136547046700002
LP763-87,HaKiDaS00210,354.36681699999997,-13.792310999999998,2008-07-28,400.018521338,681.234510035,51428.5714286,2432049871588053248,11.860809,3.30549130755,174.77844579900002,-154.066786009,89.2327976777
HD159868,HaKiDaS00211,264.747467,-43.143611,2008-06-16,528.820183108,810.30127887,60000.0,5955841736510622208,7.045793499999999,17.8763243947,-230.50997975299998,-167.765736277,-23.4541824117
18Sco,HaKiDaS00212,243.904658,-8.367194,2008-06-16,435.429861131,713.78108395,90000.0,4345775217221821312,5.3025894000000005,70.7675038269,232.158538981,-495.368100706,11.9000004649
G199-36,HaKiDaS00213,191.05953799999997,51.756394,2007-08-06,435.434046341,713.787489342,120000.0,1568219729458240128,6.7342796,66.67172212279999,-386.292911344,-183.87099219,9.18138531764
HD92788,HaKiDaS00215,160.703921,-2.185556,2001-06-02,408.36580139,894.97176546,90000.0,3802549437248150656,7.139292200000001,28.828059611799997,-15.1278828134,-223.229647828,-4.3335581748
HD192263,HaKiDaS00216,303.50041699999997,-0.8678969999999999,2001-06-02,408.444726846,895.153212088,90000.0,4224259562941398400,7.4955826,50.8981877169,-62.6708320926,260.960905157,-10.869356789300001
HD134987,HaKiDaS00219,228.371475,-25.311083,2001-06-02,408.380353165,895.008951725,90000.0,6226694571859532800,6.285549,38.1678296945,-400.307943046,-75.1598448578,5.2059770218
HD195019,HaKiDaS00220,307.078429,18.772247,2002-05-16,432.410010193,722.777581678,90000.0,1815418118373631360,6.7291107000000006,26.5188353291,349.643619575,-56.5705894528,-91.17139935639999
HD4208,HaKiDaS00222,11.111496,-26.512135999999998,2008-07-08,528.726939135,810.2522946830001,60000.0,2343647384368388608,7.61066,29.2163440089,313.483835026,149.50027517200002,56.7589804517
HD160617,HaKiDaS00224,265.708488,-40.320878,2007-07-12,505.986582556,788.796055684,60000.0,5957698605530828032,8.574639,9.54920920547,-62.3942755828,-393.229739791,100.369016692
G17-25,HaKiDaS00226,248.677108,-4.228530999999999,2008-07-28,400.36166514800004,681.731702293,51428.5714286,4354357901908595456,9.366166999999999,23.052184685700002,-134.07840687700002,-702.270461918,-166.091085559
HD204587,HaKiDaS00227,322.514138,-12.511728,2001-06-04,432.40726088900004,722.770448296,50000.0,6891134705556330880,8.535991000000001,56.42505039899999,1019.73249464,-259.48759811599996,-85.1043713962
BD-17484,HaKiDaS00230,37.855779,-16.980744,2008-07-27,399.876668581,680.910059379,51428.5714286,5133305707717726464,10.335064,5.44910388238,400.57192365199995,-58.6714819764,236.621024071
BD-17484,HaKiDaS00230,37.855779,-16.980744,2008-07-28,399.87676363800006,680.907689885,51428.5714286,5133305707717726464,10.335064,5.44910388238,400.57192365199995,-58.6714819764,236.621024071
47UM,HaKiDaS00231,164.862933,40.429522,2002-05-18,432.191309795,722.4115783310001,90000.0,777254360337133312,4.8306002999999995,72.4528303526,-317.642250777,55.013937221099994,11.417783549300001
HD58551,HaKiDaS00232,111.709962,21.533610999999997,2002-12-18,432.18966674300003,722.408138769,90000.0,865962683591073408,6.39607,32.3582765717,-314.885527587,-20.3857300677,50.3481275869
HD200580,HaKiDaS00233,316.03303700000004,2.993239,2001-06-04,432.294894345,722.579918045,50000.0,1730458373852682752,7.1553807,21.832053720799998,-307.432552325,-360.183355864,-7.875874285239999
G165-39,HaKiDaS00234,209.793917,33.859439,2008-07-27,400.35879955,681.717446796,51428.5714286,1458016709798909952,9.922362,5.72168270524,89.6400116077,-427.286469075,-170.34541119899998
HD128279,HaKiDaS00235,219.20232099999998,-29.111331,2003-02-20,408.54222466199997,689.5223397660001,50000.0,6221846137890957312,7.8055687,7.64552220125,64.39205077359999,-341.05613074,-75.76903855649999
LP859-35,HaKiDaS00236,229.8995,-24.516925,2008-07-28,399.897175783,680.941455496,51428.5714286,6227037653844724224,11.487769,6.44437885529,22.5367615292,-405.951356223,167.28462654
HD189558,HaKiDaS00237,300.253337,-12.255389,2004-07-24,604.292811672,895.080559838,120000.0,4189078626829509248,7.555069400000001,15.8056297791,-309.47985706099996,-366.52587340300005,-12.5871896555
HD37124,HaKiDaS00238,84.260188,20.72905,2002-12-18,432.277482615,722.55698658,90000.0,3402798414192387328,7.472376,31.553579011300002,-79.6074724429,-420.16103078099997,-22.978162598
HD8574,HaKiDaS00240,21.30235,28.564967,2002-12-18,432.185181428,722.4010362189999,90000.0,297045096447719040,6.9834504,22.2794635731,251.39910977,-157.461430568,18.3988142268
G14-39,HaKiDaS00241,198.61255,-4.092741999999999,2008-06-14,399.85444250300003,680.87821142,100000.0,3636015928636801792,12.539176,8.94609333749,-568.1462425430001,178.182311443,197.138855705
TauBoo,HaKiDaS00243,206.813825,17.455769,2002-03-23,506.176018055,789.107167907,90000.0,1244571953471006720,4.294787,63.863750456999995,-467.909456094,64.6947561538,-16.9430555621
HD117176,HaKiDaS00246,202.10511699999998,13.777322,2002-03-20,408.401148259,689.282611375,51428.5714286,3740176925743650688,4.7087197,55.8346906172,-235.56214850599997,-576.283025618,5.052315127830001
HD111980,HaKiDaS00248,193.315654,-18.522122,2008-07-27,399.89721515300005,680.941526273,51428.5714286,3510294882898890880,8.209325,12.925448038399999,299.489030777,-796.091827198,143.959134807
HD134439,HaKiDaS00251,227.555046,-16.383889,2003-02-21,408.01932971800005,688.634252985,50000.0,6307374845312759552,8.816861,33.9870971609,-997.99872809,-3542.3766219999998,310.875417678
