Name,HaKiDaSName,RA,DEC,DateObs,Wmin,Wmax,R,GaiaID,Gmag,Parallax,pmra,pmdec,rv_gaia
HD187085,HaKiDaS00101,297.39153799999997,-37.777953000000004,2008-06-16,528.772680552,810.390462612,60000.0,6692069568458919040,7.075083,21.7580121367,8.464896757130001,-103.249320738,15.378795631400001
HE0017+0055,HaKiDaS00103,5.0923,1.199494,2003-12-08,400.186218145,681.549758311,60000.0,2547126442179677952,11.239376,0.254196356745,5.18519251402,-8.619096808550001,-80.7321858384
BD-10548,HaKiDaS00104,41.729071000000005,-10.123369,2008-07-27,399.875625188,680.905118295,51428.5714286,5172901664054927488,10.163637,1.10807071588,75.1390264224,-15.1510825246,237.275910642
HD214362,HaKiDaS00106,339.492842,-22.640342,2008-07-27,400.297764182,681.716322192,51428.5714286,6627657909558558464,8.930808,1.9478304473599997,174.26217118,-54.74542385229999,-91.60735780620001
HD19994,HaKiDaS00107,48.194212,-1.197514,2002-12-18,432.191321744,722.411304147,90000.0,3265335443260522112,4.884942,44.36945752689999,193.249944645,-69.2931990569,19.6222734559
M4L3209,HaKiDaS00109,246.015246,-26.401019,2008-08-21,506.025494317,788.7241895,60000.0,6045490623204749824,10.158557,0.47139878625,-13.099272799400001,-19.019774488,65.2196430887
BD+042466,HaKiDaS00110,171.704125,3.866281,2003-02-20,408.36551888,689.219249907,50000.0,3812733079585100032,10.315634,0.778002044824,-22.372379869499998,-61.1845487169,37.4897240848
HD80606,HaKiDaS00111,140.653029,50.603256,2002-05-18,432.182264158,722.4351481130001,90000.0,1019003226022657920,8.820078,15.0152893033,55.9331040296,10.3395977951,4.15984156746
HD80606,HaKiDaS00111,140.653029,50.603256,2002-12-18,432.264254512,722.533772901,90000.0,1019003226022657920,8.820078,15.0152893033,55.9331040296,10.3395977951,4.15984156746
KXLyr,HaKiDaS00112,278.310854,40.175197,2004-06-28,501.89475414300006,789.120495444,60000.0,2110264427784391168,11.037174,0.926820848963,-0.781939300968,9.11502117268,-21.6800724672
M4L2406,HaKiDaS00113,245.881508,-26.451033000000002,2008-08-21,506.01304835900004,788.706606493,60000.0,6045478425497018240,10.04347,0.520497962584,-12.432818763399998,-19.022330917999998,73.29103878859999
GJ1233,HaKiDaS00114,288.048063,57.670322,2007-09-19,506.21576313199995,789.0340332489999,90000.0,2143016302194287488,6.819033,49.4487051425,216.269189382,407.84667573,-27.26216473
LP877-70,HaKiDaS00115,347.416167,-20.967561,2008-07-28,400.14492030199995,681.3648643930001,51428.5714286,2386336846734520576,9.915451,8.87868286885,64.5637029777,13.1783080044,15.4249510432
V445Oph,HaKiDaS00116,246.172358,-6.543667,2004-06-28,501.894416475,789.120543623,60000.0,4352084489819078784,10.901791000000001,1.6153761431600002,-3.2034203351499997,6.74823121845,-9.57587372776
HD232078,HaKiDaS00117,294.552038,16.809207999999998,2006-09-14,400.14249757199997,681.445116219,80000.0,4321939248248701824,12.549799,0.112581081384,-0.10769602342599999,-1.04553829418,3.6987609112800004
RRCet,HaKiDaS00120,23.03605,1.343125,2004-06-28,501.99116924199996,789.3446295719999,60000.0,2558296724402139392,9.749573,1.51915571189,11.0854014348,-44.3253712352,-63.3693878106
HE1429-0551,HaKiDaS00121,218.130025,-6.083544,2003-05-25,400.18125270699994,681.518259265,50000.0,6331867944289331584,12.403445,0.186467318376,-10.4621927398,-18.8602747533,-43.1223302636
HD23484,HaKiDaS00122,56.038792,-38.283178,2002-12-18,432.185977078,722.4033276389999,90000.0,4856592239127350400,6.734895699999999,61.845136883900004,208.913171221,289.299365816,29.396619128
BD+03740,HaKiDaS00123,75.31839599999999,4.107642,2003-02-22,408.13317775800004,688.815150967,100000.0,3238602707816488064,9.650396,5.826950962940001,155.206354732,-146.401550849,175.28369473799998
BD+03740,HaKiDaS00123,75.31839599999999,4.107642,2003-02-23,408.092052565,688.851921886,100000.0,3238602707816488064,9.650396,5.826950962940001,155.206354732,-146.401550849,175.28369473799998
HD190647,HaKiDaS00124,301.831621,-35.536181,2008-06-16,528.874183012,810.3852527560001,60000.0,6697758334244808192,7.5941997,18.3287214622,-26.621925538800003,-206.858529308,-40.3334983669
HD202206,HaKiDaS00125,318.743358,-20.789703,2006-06-01,528.754375602,810.387816202,60000.0,6832155218215202944,7.9105144,21.7263585175,-39.0794380074,-119.998759555,14.6802595327
60033,HaKiDaS00126,196.30731200000002,28.967469,2002-03-20,408.432425675,689.4308808860001,51428.5714286,1461256111571623552,11.770133,2.26786143617,-23.372106739699998,-32.0697433111,-24.3006430434
LP894-3,HaKiDaS00127,89.46362099999999,-30.898047,2003-02-21,407.96561835,688.411543475,50000.0,2891152566675457280,11.090009,5.34844665499,-163.007262498,87.6591400117,305.305558199
HE0010-3051,HaKiDaS00128,3.332158,-30.583844,2002-10-26,405.53662154,689.1557044760001,50000.0,2319828320378748544,12.482028999999999,0.07032968711280001,1.53786533634,-12.0139240733,32.504522608
HD5426,HaKiDaS00129,13.923925,-33.754825,2003-12-09,400.05173689699996,681.325454131,60000.0,5003383672864259968,9.391397,1.68103869463,24.913267014499997,-54.707970723500004,28.001199292600003
HD233832,HaKiDaS00130,171.523217,50.376664,2008-06-14,400.216086825,681.492579489,100000.0,790236569003888000,9.945572,16.995197056400002,-473.959687467,124.16708884299999,-65.61465657229999
HD12661,HaKiDaS00131,31.143217,25.412364,2002-12-18,432.283166234,722.5652136369999,90000.0,105332908999068032,7.24746,26.3927375645,-108.1805763,-173.33452725400002,-47.37503764229999
M13III-59,HaKiDaS00132,250.40145800000002,36.417589,2008-08-21,506.563421839,789.56573738,60000.0,1328056630126385536,12.150222,0.101840429542,-3.0758221473500003,-2.4873339807,-240.698323727
HD23798,HaKiDaS00134,56.693596,-30.852744,2007-02-10,400.004681068,673.459483296,80000.0,4863785897031325824,7.9196186,0.8753704366769999,19.1536912986,-2.17069266646,89.5674509583
HD18131,HaKiDaS00135,43.661625,-5.327569,2007-08-04,435.47565777,713.8567130439999,120000.0,5184265327181629056,7.0910926,10.0879631078,34.0586458461,-23.2407930302,12.2248492707
HD251432,HaKiDaS00136,91.507013,25.284439000000003,2007-01-27,435.429427443,713.768650018,36000.0,3426593696946130816,8.993155999999999,0.744653212878,0.0303612105045,-4.0929391524900005,3.7172390490300007
HD141937,HaKiDaS00137,238.075121,-18.437707999999997,2001-06-02,408.39595721,895.041863778,90000.0,6248534171318085376,7.091492999999999,29.945332955100003,97.23058163290001,19.1126782625,-3.3638403626700004
BD+013070,HaKiDaS00139,230.665387,1.267183,2003-02-20,408.88571281199995,690.097140143,50000.0,4420705899564396288,9.819503,2.77047871505,-39.6052834691,64.36355893359999,-330.510649089
HD37828,HaKiDaS00140,85.228308,-11.198511,2007-01-29,435.1531954,713.311928156,36000.0,3010244175773318144,6.4824867,2.46736803727,37.2039723204,-47.6113042518,194.691009482
HD2665,HaKiDaS00141,7.684575,57.064882999999995,2007-07-11,506.86113043800003,790.029102261,60000.0,421805237748755968,7.4574428,3.7143197925199996,41.7535895229,-64.5747332568,-382.02113738
HD46375,HaKiDaS00142,98.304796,5.463444,2002-12-18,432.257491884,722.522815422,90000.0,3131777319158581376,7.695335000000001,33.8087945682,111.477391831,-96.9176362661,-1.06645924537
M13III-52,HaKiDaS00143,250.3934,36.416,2008-08-21,506.573565446,789.567116374,60000.0,1328057390341058304,12.227196000000001,0.0978720861749,-3.1606014664499997,-2.8094622461400003,-246.118466777
HD168746,HaKiDaS00146,275.459071,-11.924169000000001,2001-06-02,408.45039259,895.164378512,90000.0,4153637759337630720,7.771689,24.028175834200002,-23.0987253789,-68.2992105064,-25.5233445766
G154-34,HaKiDaS00147,268.993721,-16.405697,2008-07-27,399.981783846,681.107065399,51428.5714286,4144902513074822272,13.516855,0.0339268476663,3.75879622885,-3.3197061719599996,97.4486838447
LP584-45,HaKiDaS00148,0.296671,1.9270919999999998,2008-07-28,400.14274788800003,681.3549258119999,51428.5714286,2738677379375788160,11.47357,3.95934562559,202.97963734599998,-211.088147873,26.6949382915
HD23596,HaKiDaS00149,56.999658,40.529431,2002-12-18,432.24561275400004,722.502906173,90000.0,224870885460646016,7.1035576,19.2012453237,53.0070277308,21.3099737557,-10.025287565
V1720Cyg,HaKiDaS00150,316.918908,48.85565,2007-08-06,435.47971567,713.863350417,120000.0,2165582988083680640,7.49004,3.5369752585,-1.38406458615,-33.8836613741,-9.63641121656
63160,HaKiDaS00151,195.542925,27.812155999999998,2002-03-20,408.422952435,689.314380167,51428.5714286,1460744903087691648,11.207172,3.73966165055,-30.499574755300003,19.2646131575,-15.32818944
HD252370,HaKiDaS00152,92.410088,28.362433000000003,2007-01-27,435.499572783,713.827098679,36000.0,3436564347563108480,8.680675500000001,1.03814334931,-2.14029684913,-4.86131322613,-21.4578016759
HD82943,HaKiDaS00153,143.713529,-12.131428,2001-06-02,408.35289554800005,894.9412807489999,90000.0,5691782130578684544,6.3859754,36.2158238059,1.5127635599,-174.71784739400002,8.216923379510002
HD114729,HaKiDaS00154,198.185171,-31.871921999999998,2008-07-08,528.624519332,810.057267108,60000.0,6180035765135232128,6.513824,26.421727357199998,-200.15831650200002,-308.041603439,65.0925379444
HD209458,HaKiDaS00155,330.791533,18.881097,2002-10-25,405.58946879900003,689.2635827639999,45000.0,1779546757669063552,7.5086603,20.6745057063,29.5786656825,-17.8903957705,-15.014614563699999
HD209458,HaKiDaS00155,330.791533,18.881097,2002-10-27,408.390639061,689.2635249030001,45000.0,1779546757669063552,7.5086603,20.6745057063,29.5786656825,-17.8903957705,-15.014614563699999
HD26297,HaKiDaS00156,62.265654000000005,-15.889175,2007-01-29,435.403072535,713.606090004,36000.0,5097726306013986560,7.086398,1.50468035197,42.8432753173,-4.9283343223100005,14.838122681600002
LP877-23,HaKiDaS00157,343.169283,-20.588711,2008-07-27,400.47255056800003,681.923182617,51428.5714286,2398029465700538880,11.893221,6.32254937365,78.8696386835,-314.209580269,-223.409478672
G18-24,HaKiDaS00161,331.253567,8.639692,2008-07-28,400.33943592300005,681.6921004019999,51428.5714286,2722263350106417152,11.870524000000001,4.777905134080001,307.260151742,-76.7117218808,-120.187322062
HD219542,HaKiDaS00162,349.148858,-1.58695,2002-12-18,432.219350949,722.4619287610001,90000.0,2638615189818036736,8.031352,18.3618332442,165.507552017,21.0120408821,-12.090425885899998
HD216435,HaKiDaS00163,343.409896,-48.598642,2002-12-18,432.21905061300004,722.4590825719999,90000.0,6515731817739456256,5.8723187,30.2896187468,218.015934512,-80.9610847523,-1.02836321362
HD50281A,HaKiDaS00164,103.076875,-5.173556,2002-12-18,432.269358174,722.5424990480001,90000.0,3101923001490347392,6.217028,114.29676344,-543.61579572,-3.4909807081,-7.20385585898
