# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Fri Sep 18 04:09:25 CEST 2020
# isochrones based on PARSEC release v1.2S +  COLIBRI S_35
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: Subaru/Hyper Suprime-Cam (ABmags)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0 period1 pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  gmag    rmag    imag    zmag    ymag    NB816mag  NB921mag
0.0015467 -1.00000 10.00000 0.8800739646 2.4438252449    0.808  1.777  3.7323  2.450    4  0.000  0.511     0.00     0.00 -1    -1e-30      0.00 7.383e-01 2.602e-01 2.693e-04 9.007e-05 7.045e-04 -1.000 1.576e-03 0.328 0.831 0.150 -0.266 -0.450 -0.511 -0.384 -0.490
0.0015467 -1.00000 10.00000 0.8801341057 2.4438419342    0.808  1.780  3.7319  2.445    4  0.000  0.511     0.00     0.00 -1    -1e-30      0.00 7.382e-01 2.602e-01 2.693e-04 9.008e-05 7.045e-04 -1.000 1.576e-03 0.321 0.826 0.144 -0.274 -0.459 -0.519 -0.391 -0.498
0.0015467 -1.00000 10.00000 0.8801950216 2.4438591003    0.808  1.784  3.7311  2.438    4  0.000  0.511     0.00     0.00 -1    -1e-30      0.00 7.382e-01 2.602e-01 2.693e-04 9.009e-05 7.045e-04 -1.000 1.576e-03 0.310 0.819 0.133 -0.285 -0.471 -0.532 -0.403 -0.511
0.0015467 -1.00000 10.00000 0.8802552819 2.4438760281    0.808  1.789  3.7304  2.430    4  0.000  0.511     0.00     0.00 -1    -1e-30      0.00 7.382e-01 2.602e-01 2.693e-04 9.010e-05 7.046e-04 -1.000 1.576e-03 0.299 0.810 0.122 -0.298 -0.484 -0.546 -0.416 -0.524
0.0015467 -1.00000 10.00000 0.8803151250 2.4438929558    0.808  1.794  3.7296  2.422    4  0.000  0.511     0.00     0.00 -1    -1e-30      0.00 7.382e-01 2.602e-01 2.693e-04 9.011e-05 7.046e-04 -1.000 1.576e-03 0.286 0.801 0.110 -0.311 -0.498 -0.560 -0.430 -0.538
0.0015467 -1.00000 10.00000 0.8803758025 2.4439098835    0.808  1.797  3.7291  2.417    4  0.000  0.511     0.00     0.00 -1    -1e-30      0.00 7.382e-01 2.602e-01 2.693e-04 9.012e-05 7.046e-04 -1.000 1.576e-03 0.278 0.795 0.102 -0.320 -0.508 -0.570 -0.439 -0.548
0.0015467 -1.00000 10.00000 0.8804416060 2.4439282417    0.808  1.805  3.7279  2.405    4  0.000  0.511     0.00     0.00 -1    -1e-30      0.00 7.382e-01 2.602e-01 2.693e-04 9.013e-05 7.046e-04 -1.000 1.576e-03 0.258 0.781 0.084 -0.341 -0.530 -0.592 -0.460 -0.570
0.0015467 -1.00000 10.00000 0.8805014491 2.4439451694    0.808  1.814  3.7265  2.389    4  0.000  0.511     0.00     0.00 -1    -1e-30      0.00 7.382e-01 2.602e-01 2.693e-04 9.014e-05 7.046e-04 -1.000 1.577e-03 0.234 0.764 0.061 -0.366 -0.556 -0.620 -0.486 -0.597
0.0015467 -1.00000 10.00000 0.8805630803 2.4439623356    0.808  1.829  3.7244  2.366    4  0.000  0.511     0.00     0.00 -1    -1e-30      0.00 7.382e-01 2.602e-01 2.693e-04 9.015e-05 7.046e-04 -1.000 1.577e-03 0.196 0.736 0.025 -0.406 -0.599 -0.664 -0.527 -0.640
0.0015467 -1.00000 10.00000 0.8806235194 2.4439792633    0.809  1.857  3.7207  2.324    4  0.000  0.510     0.00     0.00 -1    -1e-30      0.00 7.382e-01 2.602e-01 2.693e-04 9.016e-05 7.046e-04 -1.000 1.577e-03 0.128 0.684 -0.040 -0.478 -0.675 -0.742 -0.601 -0.717
0.0015467 -1.00000 10.00000 0.8806653619 2.4439911842    0.809  1.892  3.7162  2.270    4  0.000  0.510     0.00     0.00 -1    -1e-30      0.00 7.382e-01 2.602e-01 2.693e-04 9.017e-05 7.046e-04 -1.000 1.577e-03 0.039 0.619 -0.123 -0.570 -0.771 -0.841 -0.695 -0.815
0.0015467 -1.00000 10.00000 0.8806852698 2.4439966679    0.809  1.929  3.7119  2.217    4  0.000  0.510     0.00     0.00 -1    -1e-30      0.00 7.382e-01 2.602e-01 2.693e-04 9.017e-05 7.046e-04 -1.000 1.577e-03 -0.052 0.551 -0.208 -0.663 -0.870 -0.943 -0.791 -0.915
0.0015467 -1.00000 10.00000 0.8806947470 2.4439992905    0.809  1.967  3.7074  2.160    4  0.000  0.510     0.00     0.00 -1    -1e-30      0.00 7.382e-01 2.602e-01 2.693e-04 9.017e-05 7.046e-04 -1.000 1.577e-03 -0.148 0.479 -0.297 -0.762 -0.974 -1.049 -0.892 -1.019
0.0015467 -1.00000 10.00000 0.8806989193 2.4440004826    0.809  2.005  3.7033  2.106    4  0.000  0.510     0.00     0.00 -1    -1e-30      0.00 7.382e-01 2.602e-01 2.693e-04 9.017e-05 7.046e-04 -1.000 1.577e-03 -0.242 0.408 -0.385 -0.858 -1.074 -1.153 -0.990 -1.121
0.0015467 -1.00000 10.00000 0.8807010055 2.4440011978    0.809  2.040  3.6996  2.056    4  0.000  0.510     0.00     0.00 -1    -1e-30      0.00 7.382e-01 2.602e-01 2.693e-04 9.017e-05 7.046e-04 -1.000 1.577e-03 -0.331 0.341 -0.468 -0.948 -1.169 -1.250 -1.082 -1.216
0.0015467 -1.00000 10.00000 0.8807021379 2.4440014362    0.809  2.068  3.6968  2.017    7  0.000  0.510     0.00     0.00 -1 -9.07e-10      0.00 7.382e-01 2.586e-01 2.693e-04 9.017e-05 7.046e-04 -1.000 3.211e-03 -0.400 0.290 -0.531 -1.016 -1.241 -1.324 -1.152 -1.289
0.0015467 -1.00000 10.00000 0.8807023168 2.4440014362    0.809  2.074  3.6962  2.009    7  0.000  0.510     0.00     0.00 -1 -9.39e-10      0.00 7.382e-01 2.586e-01 2.693e-04 9.017e-05 7.046e-04 -1.000 3.211e-03 -0.415 0.278 -0.545 -1.032 -1.257 -1.340 -1.168 -1.305
0.0015467 -1.00000 10.00000 0.8807036281 2.4440019131    0.809  2.120  3.6919  1.946    7  0.000  0.510     0.00     0.00 -1 -1.23e-09      0.00 7.382e-01 2.586e-01 2.693e-04 9.017e-05 7.046e-04 -1.000 3.211e-03 -0.530 0.190 -0.652 -1.147 -1.378 -1.464 -1.286 -1.427
0.0015467 -1.00000 10.00000 0.8807048202 2.4440021515    0.808  2.160  3.6883  1.891    7  0.000  0.510     0.00     0.00 -1 -1.53e-09      0.00 7.382e-01 2.586e-01 2.693e-04 9.017e-05 7.046e-04 -1.000 3.211e-03 -0.629 0.116 -0.743 -1.246 -1.481 -1.570 -1.387 -1.531
0.0015467 -1.00000 10.00000 0.8807077408 2.4440031052    0.808  2.196  3.6851  1.841    7  0.000  0.510     0.00     0.00 -1 -1.89e-09      0.00 7.382e-01 2.586e-01 2.693e-04 9.017e-05 7.046e-04 -1.000 3.211e-03 -0.721 0.047 -0.830 -1.339 -1.578 -1.669 -1.480 -1.627
0.0015467 -1.00000 10.00000 0.8807115555 2.4440040588    0.808  2.175  3.6871  1.871    7  0.000  0.510     0.00     0.00 -1 -1.69e-09      0.00 7.382e-01 2.586e-01 2.693e-04 9.017e-05 7.046e-04 -1.000 3.211e-03 -0.667 0.086 -0.778 -1.284 -1.521 -1.610 -1.425 -1.571
0.0015467 -1.00000 10.00000 0.8807516694 2.4440152645    0.806  2.171  3.6873  1.875    7  0.000  0.510     0.00     0.00 -1 -1.65e-09      0.00 7.382e-01 2.586e-01 2.693e-04 9.018e-05 7.046e-04 -1.000 3.211e-03 -0.657 0.096 -0.768 -1.273 -1.510 -1.599 -1.414 -1.560
0.0015467 -1.00000 10.00000 0.8807784915 2.4440228939    0.804  2.213  3.6834  1.816    7  0.000  0.510     0.00     0.00 -1 -2.12e-09      0.00 7.382e-01 2.586e-01 2.693e-04 9.019e-05 7.046e-04 -1.000 3.211e-03 -0.761 0.019 -0.869 -1.381 -1.621 -1.713 -1.522 -1.670
0.0015467 -1.00000 10.00000 0.8807951212 2.4440274239    0.802  2.248  3.6802  1.768    7  0.000  0.510     0.00     0.00 -1 -2.59e-09      0.00 7.382e-01 2.586e-01 2.693e-04 9.019e-05 7.046e-04 -1.000 3.211e-03 -0.849 -0.045 -0.954 -1.470 -1.714 -1.808 -1.612 -1.762
0.0015467 -1.00000 10.00000 0.8808106184 2.4440317154    0.801  2.282  3.6771  1.720    7  0.000  0.510     0.00     0.00 -1 -3.13e-09      0.00 7.382e-01 2.586e-01 2.693e-04 9.019e-05 7.046e-04 -1.000 3.211e-03 -0.935 -0.104 -1.034 -1.556 -1.804 -1.899 -1.699 -1.850
0.0015467 -1.00000 10.00000 0.8808282018 2.4440367222    0.798  2.319  3.6739  1.668    7  0.000  0.510     0.00     0.00 -1 -3.94e-09      0.00 7.382e-01 2.586e-01 2.693e-04 9.019e-05 7.046e-04 -1.000 3.210e-03 -1.029 -0.170 -1.122 -1.651 -1.902 -2.000 -1.793 -1.947
0.0015467 -1.00000 10.00000 0.8808444142 2.4440412521    0.796  2.358  3.6705  1.615    7  0.000  0.510     0.00     0.00 -1 -4.92e-09      0.00 7.382e-01 2.586e-01 2.692e-04 9.020e-05 7.046e-04 -1.000 3.209e-03 -1.124 -0.236 -1.212 -1.747 -2.002 -2.101 -1.889 -2.044
0.0015467 -1.00000 10.00000 0.8808590770 2.4440453053    0.793  2.396  3.6672  1.562    7  0.000  0.510     0.00     0.00 -1 -6.11e-09      0.00 7.382e-01 2.586e-01 2.692e-04 9.020e-05 7.046e-04 -1.000 3.205e-03 -1.220 -0.300 -1.300 -1.841 -2.101 -2.202 -1.984 -2.140
0.0015467 -1.00000 10.00000 0.8808723688 2.4440491199    0.789  2.435  3.6638  1.508    7  0.000  0.510     0.00     0.00 -1 -7.68e-09      0.00 7.382e-01 2.587e-01 2.692e-04 9.022e-05 7.046e-04 -1.000 3.142e-03 -1.317 -0.363 -1.388 -1.935 -2.199 -2.302 -2.077 -2.236
0.0015467 -1.00000 10.00000 0.8808844686 2.4440524578    0.785  2.473  3.6605  1.453    7  0.000  0.510     0.00     0.00 -1 -9.61e-09      0.00 7.382e-01 2.587e-01 2.691e-04 9.023e-05 7.046e-04 -1.000 3.122e-03 -1.414 -0.426 -1.473 -2.029 -2.298 -2.403 -2.171 -2.332
0.0015467 -1.00000 10.00000 0.8808952570 2.4440555573    0.781  2.512  3.6571  1.399    7  0.000  0.510     0.00     0.00 -1  -1.2e-08      0.00 7.382e-01 2.587e-01 2.689e-04 9.034e-05 7.046e-04 -1.000 3.118e-03 -1.509 -0.483 -1.557 -2.120 -2.394 -2.501 -2.262 -2.426
0.0015467 -1.00000 10.00000 0.8809050322 2.4440581799    0.776  2.549  3.6533  1.344    7  0.000  0.508     0.00     0.00 -1 -1.49e-08      0.00 7.382e-01 2.587e-01 2.682e-04 9.077e-05 7.046e-04 -1.000 3.093e-03 -1.604 -0.536 -1.634 -2.208 -2.488 -2.598 -2.351 -2.518
0.0015467 -1.00000 10.00000 0.8809096813 2.4440596104    0.773  2.568  3.6510  1.314    7  0.000  0.507     0.00     0.00 -1 -1.67e-08      0.00 7.382e-01 2.587e-01 2.675e-04 9.127e-05 7.046e-04 -1.000 3.082e-03 -1.651 -0.557 -1.671 -2.251 -2.535 -2.646 -2.394 -2.564
0.0015467 -1.00000 10.00000 0.8809182048 2.4440619946    0.767  2.605  3.6465  1.255    7  0.000  0.502     0.00     0.00 -1  -2.1e-08      0.00 7.382e-01 2.588e-01 2.654e-04 9.331e-05 7.047e-04 -1.000 3.025e-03 -1.744 -0.599 -1.742 -2.334 -2.626 -2.740 -2.479 -2.653
0.0015467 -1.00000 10.00000 0.8809263110 2.4440641403    0.760  2.643  3.6390  1.183    7  0.000  0.496     0.00     0.00 -1 -2.66e-08      0.00 7.381e-01 2.588e-01 2.623e-04 9.682e-05 7.047e-04 -1.000 3.018e-03 -1.839 -0.609 -1.797 -2.411 -2.716 -2.835 -2.559 -2.742
0.0015467 -1.00000 10.00000 0.8809341192 2.4440665245    0.751  2.681  3.6358  1.127    7  0.000  0.490     0.00     0.00 -1 -3.34e-08      0.00 7.381e-01 2.589e-01 2.591e-04 1.008e-04 7.047e-04 -1.000 3.009e-03 -1.934 -0.662 -1.874 -2.498 -2.808 -2.931 -2.647 -2.835
0.0015467 -1.00000 10.00000 0.8809416890 2.4440686703    0.740  2.720  3.6324  1.069    7  0.000  0.484     0.00     0.00 -1 -4.26e-08      0.00 7.380e-01 2.590e-01 2.559e-04 1.046e-04 7.048e-04 -1.000 2.975e-03 -2.030 -0.714 -1.950 -2.585 -2.902 -3.027 -2.736 -2.928
0.0015467 -1.00000 10.00000 0.8809487820 2.4440705776    0.727  2.757  3.6289  1.010    7  0.000  0.479     0.00     0.00 -1 -5.41e-08      0.00 7.380e-01 2.591e-01 2.533e-04 1.079e-04 7.048e-04 -1.000 2.933e-03 -2.123 -0.760 -2.022 -2.668 -2.992 -3.119 -2.821 -3.017
0.0015467 -1.00000 10.00000 0.8809556961 2.4440724850    0.711  2.795  3.6254  0.948    7  0.000  0.474     0.00     0.00 -1 -7.02e-08      0.00 7.379e-01 2.591e-01 2.510e-04 1.108e-04 7.049e-04 -1.000 2.977e-03 -2.218 -0.799 -2.092 -2.752 -3.083 -3.214 -2.907 -3.109
0.0015467 -1.00000 10.00000 0.8809622526 2.4440743923    0.691  2.834  3.6218  0.883    7  0.000  0.470     0.00     0.00 -1 -9.33e-08      0.00 7.378e-01 2.592e-01 2.488e-04 1.136e-04 7.049e-04 -1.000 2.967e-03 -2.315 -0.839 -2.164 -2.837 -3.175 -3.310 -2.994 -3.202
0.0015467 -1.00000 10.00000 0.8809677362 2.4440758228    0.669  2.869  3.6188  0.822    7  0.000  0.466     0.00     0.00 -1 -1.21e-07      0.00 7.378e-01 2.593e-01 2.470e-04 1.157e-04 7.049e-04 -1.000 2.925e-03 -2.403 -0.876 -2.230 -2.916 -3.260 -3.398 -3.075 -3.287
0.0015467 -1.00000 10.00000 0.8809714913 2.4440770149    0.649  2.899  3.6165  0.769    7  0.000  0.464     0.00     0.00 -1 -1.55e-07      0.00 7.377e-01 2.593e-01 2.458e-04 1.172e-04 7.049e-04 -1.000 2.952e-03 -2.478 -0.910 -2.287 -2.983 -3.333 -3.472 -3.144 -3.360
0.0015467 -1.00000 10.00000 0.8809746504 2.4440777302    0.628  2.928  3.6147  0.719    7  0.000  0.462     0.00     0.00 -1 -1.97e-07      0.00 7.377e-01 2.594e-01 2.447e-04 1.185e-04 7.049e-04 -1.000 2.945e-03 -2.550 -0.946 -2.344 -3.049 -3.403 -3.544 -3.211 -3.430
0.0015467 -1.00000 10.00000 0.8809777498 2.4440786839    0.601  2.961  3.6137  0.663    7  0.000  0.460     0.00     0.00 -1 -2.64e-07      0.00 7.377e-01 2.594e-01 2.435e-04 1.200e-04 7.048e-04 -1.000 2.895e-03 -2.633 -1.004 -2.419 -3.129 -3.486 -3.629 -3.293 -3.513
0.0015467 -1.00000 10.00000 0.8809803128 2.4440793991    0.573  2.992  3.6154  0.618    7  0.000  0.458     0.00     0.00 -1 -3.52e-07      0.00 7.376e-01 2.595e-01 2.426e-04 1.212e-04 7.047e-04 -1.000 2.890e-03 -2.709 -1.092 -2.506 -3.213 -3.568 -3.708 -3.374 -3.593
0.0015467 -1.00000 10.00000 0.8809822202 2.4440798759    0.542  3.016  3.6261  0.612    7  0.000  0.457     0.00     0.00 -1 -4.52e-07      0.00 7.376e-01 2.595e-01 2.419e-04 1.220e-04 7.047e-04 -1.000 2.906e-03 -2.769 -1.285 -2.640 -3.313 -3.649 -3.779 -3.466 -3.668
0.0015467 -1.00000 10.00000 0.8809830546 2.4440801144    0.518  3.026  3.6342  0.615    7  0.000  0.456     0.00     0.00 -1 -5.04e-07      0.00 7.375e-01 2.595e-01 2.415e-04 1.225e-04 7.046e-04 -1.000 2.914e-03 -2.795 -1.408 -2.719 -3.367 -3.688 -3.811 -3.516 -3.706
0.0015467 -1.00000 10.00000 1.0965409279 2.4910964966    0.544 -4.186  3.6601  7.952    9  0.545  0.000     0.00     0.00 -1    -1e-30      0.00 7.252e-01 2.732e-01 2.244e-04 1.654e-04 7.173e-04 -1.000 1.584e-03 15.235 16.258 15.163 14.572 14.304 14.200 14.413 14.240
#isochrone terminated
