# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Fri Sep 18 04:09:25 CEST 2020
# isochrones based on PARSEC release v1.2S +  COLIBRI S_35
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: Subaru/Hyper Suprime-Cam (ABmags)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0 period1 pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  gmag    rmag    imag    zmag    ymag    NB816mag  NB921mag
0.0015467 -1.00000 10.00000 0.8746684194 2.4422962666    0.872  1.257  3.7142  2.931    3  0.000  0.498     0.00     0.00 -1 -8.23e-12      0.00 7.398e-01 2.586e-01 2.617e-04 9.632e-05 7.012e-04 -1.000 1.620e-03 1.629 2.223 1.472 1.021 0.818 0.747 0.894 0.774
0.0015467 -1.00000 10.00000 0.8749748468 2.4423835278    0.872  1.305  3.7124  2.875    3  0.000  0.494     0.00     0.00 -1 -9.81e-12      0.00 7.391e-01 2.593e-01 2.598e-04 9.871e-05 7.014e-04 -1.000 1.575e-03 1.507 2.110 1.353 0.899 0.693 0.622 0.771 0.649
0.0015467 -1.00000 10.00000 0.8752332330 2.4424571991    0.872  1.350  3.7107  2.824    3  0.000  0.492     0.00     0.00 -1 -1.15e-11      0.00 7.387e-01 2.598e-01 2.586e-04 1.003e-04 7.016e-04 -1.000 1.557e-03 1.396 2.008 1.245 0.787 0.579 0.507 0.659 0.535
0.0015467 -1.00000 10.00000 0.8754820228 2.4425277710    0.872  1.396  3.7088  2.770    3  0.000  0.490     0.00     0.00 -1 -1.37e-11      0.00 7.383e-01 2.601e-01 2.576e-04 1.016e-04 7.017e-04 -1.000 1.584e-03 1.280 1.901 1.131 0.670 0.460 0.386 0.541 0.415
0.0015467 -1.00000 10.00000 0.8757130504 2.4425935745    0.872  1.443  3.7068  2.715    3  0.000  0.489     0.00     0.00 -1 -1.62e-11      0.00 7.381e-01 2.603e-01 2.572e-04 1.022e-04 7.018e-04 -1.000 1.564e-03 1.162 1.794 1.017 0.552 0.340 0.265 0.422 0.294
0.0015467 -1.00000 10.00000 0.8759204745 2.4426524639    0.872  1.489  3.7049  2.661    3  0.000  0.488     0.00     0.00 -1 -1.92e-11      0.00 7.380e-01 2.604e-01 2.569e-04 1.025e-04 7.018e-04 -1.000 1.596e-03 1.047 1.689 0.906 0.437 0.222 0.145 0.305 0.176
0.0015467 -1.00000 10.00000 0.8761111498 2.4427065849    0.872  1.535  3.7028  2.607    3  0.000  0.488     0.00     0.00 -1 -2.27e-11      0.00 7.379e-01 2.605e-01 2.568e-04 1.026e-04 7.018e-04 -1.000 1.596e-03 0.931 1.585 0.794 0.321 0.104 0.026 0.189 0.057
0.0015467 -1.00000 10.00000 0.8762752414 2.4427530766    0.872  1.578  3.7009  2.556    3  0.000  0.488     0.00     0.00 -1 -2.66e-11      0.00 7.379e-01 2.605e-01 2.568e-04 1.027e-04 7.018e-04 -1.000 1.596e-03 0.824 1.488 0.691 0.214 -0.006 -0.086 0.080 -0.053
0.0015467 -1.00000 10.00000 0.8764352798 2.4427983761    0.872  1.624  3.6988  2.502    3  0.000  0.488     0.00     0.00 -1 -3.14e-11      0.00 7.379e-01 2.605e-01 2.568e-04 1.027e-04 7.018e-04 -1.000 1.595e-03 0.710 1.387 0.582 0.101 -0.122 -0.203 -0.034 -0.169
0.0015467 -1.00000 10.00000 0.8765770793 2.4428386688    0.872  1.667  3.6967  2.450    3  0.000  0.488     0.00     0.00 -1 -3.69e-11      0.00 7.379e-01 2.605e-01 2.567e-04 1.028e-04 7.019e-04 -1.000 1.595e-03 0.601 1.291 0.477 -0.009 -0.234 -0.316 -0.145 -0.282
0.0015467 -1.00000 10.00000 0.8767107725 2.4428765774    0.872  1.712  3.6945  2.397    3  0.000  0.488     0.00     0.00 -1 -4.34e-11      0.00 7.379e-01 2.605e-01 2.567e-04 1.028e-04 7.019e-04 -1.000 1.595e-03 0.490 1.193 0.370 -0.120 -0.348 -0.432 -0.257 -0.396
0.0015467 -1.00000 10.00000 0.8768336177 2.4429113865    0.872  1.756  3.6922  2.344    3  0.000  0.488     0.00     0.00 -1 -5.11e-11      0.00 7.379e-01 2.605e-01 2.567e-04 1.028e-04 7.019e-04 -1.000 1.595e-03 0.381 1.097 0.264 -0.231 -0.461 -0.546 -0.369 -0.510
0.0015467 -1.00000 10.00000 0.8769441843 2.4429426193    0.872  1.798  3.6900  2.293    3  0.000  0.488     0.00     0.00 -1 -5.97e-11      0.00 7.379e-01 2.605e-01 2.567e-04 1.029e-04 7.019e-04 -1.000 1.595e-03 0.275 1.005 0.162 -0.336 -0.569 -0.656 -0.476 -0.619
0.0015467 -1.00000 10.00000 0.8770527244 2.4429733753    0.872  1.841  3.6877  2.241    3  0.000  0.488     0.00     0.00 -1    -7e-11      0.00 7.379e-01 2.605e-01 2.566e-04 1.029e-04 7.019e-04 -1.000 1.595e-03 0.168 0.913 0.061 -0.443 -0.679 -0.768 -0.583 -0.729
0.0015467 -1.00000 10.00000 0.8771554232 2.4430024624    0.872  1.879  3.6857  2.195    3  0.000  0.488     0.00     0.00 -1 -8.06e-11      0.00 7.379e-01 2.605e-01 2.566e-04 1.029e-04 7.019e-04 -1.000 1.595e-03 0.073 0.832 -0.029 -0.537 -0.775 -0.866 -0.678 -0.826
0.0015467 -1.00000 10.00000 0.8772864342 2.4430394173    0.871  1.914  3.6840  2.152    3  0.000  0.488     0.00     0.00 -1 -9.23e-11      0.00 7.379e-01 2.605e-01 2.566e-04 1.029e-04 7.019e-04 -1.000 1.594e-03 -0.015 0.756 -0.113 -0.624 -0.865 -0.957 -0.767 -0.916
0.0015467 -1.00000 10.00000 0.8773655295 2.4430618286    0.871  1.892  3.6856  2.181    3  0.000  0.488     0.00     0.00 -1 -8.55e-11      0.00 7.379e-01 2.605e-01 2.566e-04 1.030e-04 7.019e-04 -1.000 1.594e-03 0.041 0.801 -0.061 -0.569 -0.808 -0.898 -0.711 -0.858
0.0015467 -1.00000 10.00000 0.8774034977 2.4430725574    0.871  1.878  3.6866  2.199    3  0.000  0.488     0.00     0.00 -1 -8.12e-11      0.00 7.379e-01 2.606e-01 2.566e-04 1.030e-04 7.019e-04 -1.000 1.594e-03 0.076 0.829 -0.029 -0.535 -0.772 -0.862 -0.676 -0.823
0.0015467 -1.00000 10.00000 0.8774725795 2.4430921078    0.871  1.915  3.6845  2.153    3  0.000  0.488     0.00     0.00 -1 -9.21e-11      0.00 7.379e-01 2.606e-01 2.566e-04 1.030e-04 7.019e-04 -1.000 1.594e-03 -0.017 0.750 -0.116 -0.626 -0.866 -0.958 -0.769 -0.917
0.0015467 -1.00000 10.00000 0.8775488734 2.4431138039    0.871  1.956  3.6822  2.102    3  0.000  0.488     0.00     0.00 -1 -1.07e-10      0.00 7.378e-01 2.606e-01 2.566e-04 1.030e-04 7.019e-04 -1.000 1.594e-03 -0.121 0.663 -0.214 -0.729 -0.972 -1.065 -0.873 -1.024
0.0015467 -1.00000 10.00000 0.8776224852 2.4431345463    0.870  1.999  3.6797  2.050    3  0.000  0.487     0.00     0.00 -1 -1.25e-10      0.00 7.378e-01 2.606e-01 2.565e-04 1.030e-04 7.019e-04 -1.000 1.594e-03 -0.227 0.574 -0.314 -0.834 -1.080 -1.175 -0.979 -1.132
0.0015467 -1.00000 10.00000 0.8776897788 2.4431536198    0.870  2.040  3.6773  1.999    3  0.000  0.487     0.00     0.00 -1 -1.46e-10      0.00 7.378e-01 2.606e-01 2.565e-04 1.030e-04 7.019e-04 -1.000 1.594e-03 -0.330 0.489 -0.411 -0.936 -1.186 -1.282 -1.082 -1.238
0.0015467 -1.00000 10.00000 0.8777534962 2.4431715012    0.870  2.082  3.6748  1.947    3  0.000  0.487     0.00     0.00 -1 -1.71e-10      0.00 7.378e-01 2.606e-01 2.565e-04 1.031e-04 7.019e-04 -1.000 1.594e-03 -0.434 0.405 -0.515 -1.044 -1.295 -1.393 -1.189 -1.345
0.0015467 -1.00000 10.00000 0.8778109550 2.4431877136    0.869  2.122  3.6722  1.896    3  0.000  0.487     0.00     0.00 -1 -1.99e-10      0.00 7.378e-01 2.606e-01 2.565e-04 1.031e-04 7.019e-04 -1.000 1.594e-03 -0.536 0.325 -0.613 -1.146 -1.401 -1.500 -1.292 -1.449
0.0015467 -1.00000 10.00000 0.8778643012 2.4432027340    0.869  2.163  3.6697  1.845    3  0.000  0.487     0.00     0.00 -1 -2.32e-10      0.00 7.378e-01 2.606e-01 2.565e-04 1.031e-04 7.019e-04 -1.000 1.594e-03 -0.638 0.245 -0.711 -1.248 -1.506 -1.606 -1.394 -1.553
0.0015467 -1.00000 10.00000 0.8779132962 2.4432165623    0.869  2.203  3.6671  1.794    3  0.000  0.487     0.00     0.00 -1  -2.7e-10      0.00 7.378e-01 2.606e-01 2.565e-04 1.031e-04 7.019e-04 -1.000 1.594e-03 -0.738 0.169 -0.806 -1.348 -1.609 -1.711 -1.494 -1.654
0.0015467 -1.00000 10.00000 0.8779586554 2.4432294369    0.868  2.243  3.6646  1.744    3  0.000  0.487     0.00     0.00 -1 -3.14e-10      0.00 7.378e-01 2.606e-01 2.565e-04 1.031e-04 7.019e-04 -1.000 1.594e-03 -0.838 0.094 -0.901 -1.448 -1.711 -1.815 -1.593 -1.754
0.0015467 -1.00000 10.00000 0.8779998422 2.4432411194    0.868  2.282  3.6620  1.694    3  0.000  0.487     0.00     0.00 -1 -3.64e-10      0.00 7.378e-01 2.606e-01 2.565e-04 1.031e-04 7.020e-04 -1.000 1.593e-03 -0.936 0.022 -0.992 -1.544 -1.811 -1.915 -1.689 -1.851
0.0015467 -1.00000 10.00000 0.8780387640 2.4432520866    0.867  2.322  3.6594  1.644    3  0.000  0.487     0.00     0.00 -1 -4.22e-10      0.00 7.378e-01 2.606e-01 2.565e-04 1.031e-04 7.020e-04 -1.000 1.593e-03 -1.034 -0.050 -1.084 -1.641 -1.911 -2.017 -1.785 -1.949
0.0015467 -1.00000 10.00000 0.8780742288 2.4432621002    0.866  2.360  3.6568  1.594    3  0.000  0.487     0.00     0.00 -1 -4.89e-10      0.00 7.378e-01 2.606e-01 2.565e-04 1.031e-04 7.020e-04 -1.000 1.593e-03 -1.131 -0.121 -1.169 -1.733 -2.008 -2.116 -1.878 -2.045
0.0015467 -1.00000 10.00000 0.8781071305 2.4432713985    0.866  2.399  3.6541  1.545    3  0.000  0.487     0.00     0.00 -1 -5.65e-10      0.00 7.378e-01 2.606e-01 2.564e-04 1.032e-04 7.020e-04 -1.000 1.593e-03 -1.227 -0.189 -1.257 -1.826 -2.105 -2.214 -1.971 -2.139
0.0015467 -1.00000 10.00000 0.8781372905 2.4432799816    0.865  2.436  3.6515  1.497    3  0.000  0.487     0.00     0.00 -1 -6.52e-10      0.00 7.378e-01 2.606e-01 2.564e-04 1.032e-04 7.020e-04 -1.000 1.593e-03 -1.321 -0.254 -1.342 -1.917 -2.199 -2.310 -2.061 -2.230
0.0015467 -1.00000 10.00000 0.8781717420 2.4432895184    0.864  2.483  3.6482  1.436    3  0.000  0.487     0.00     0.00 -1 -7.78e-10      0.00 7.378e-01 2.606e-01 2.564e-04 1.032e-04 7.020e-04 -1.000 1.593e-03 -1.438 -0.332 -1.443 -2.027 -2.316 -2.428 -2.172 -2.345
0.0015467 -1.00000 10.00000 0.8781976104 2.4432969093    0.863  2.521  3.6456  1.388    3  0.000  0.487     0.00     0.00 -1 -8.98e-10      0.00 7.378e-01 2.606e-01 2.564e-04 1.032e-04 7.020e-04 -1.000 1.593e-03 -1.532 -0.393 -1.524 -2.116 -2.409 -2.523 -2.262 -2.438
0.0015467 -1.00000 10.00000 0.8782261610 2.4433050156    0.862  2.565  3.6423  1.330    3  0.000  0.487     0.00     0.00 -1 -1.06e-09      0.00 7.378e-01 2.606e-01 2.564e-04 1.032e-04 7.020e-04 -1.000 1.593e-03 -1.643 -0.465 -1.618 -2.220 -2.518 -2.635 -2.367 -2.547
0.0015467 -1.00000 10.00000 0.8782530427 2.4433126450    0.861  2.611  3.6390  1.271    3  0.000  0.487     0.00     0.00 -1 -1.27e-09      0.00 7.378e-01 2.606e-01 2.564e-04 1.032e-04 7.020e-04 -1.000 1.593e-03 -1.756 -0.538 -1.715 -2.326 -2.630 -2.750 -2.474 -2.658
0.0015467 -1.00000 10.00000 0.8782734275 2.4433183670    0.860  2.647  3.6363  1.222    3  0.000  0.487     0.00     0.00 -1 -1.46e-09      0.00 7.378e-01 2.606e-01 2.564e-04 1.032e-04 7.020e-04 -1.000 1.593e-03 -1.848 -0.594 -1.791 -2.411 -2.720 -2.842 -2.561 -2.748
0.0015467 -1.00000 10.00000 0.8782956600 2.4433245659    0.859  2.690  3.6331  1.166    3  0.000  0.487     0.00     0.00 -1 -1.72e-09      0.00 7.378e-01 2.606e-01 2.564e-04 1.032e-04 7.020e-04 -1.000 1.593e-03 -1.956 -0.659 -1.880 -2.510 -2.825 -2.950 -2.662 -2.853
0.0015467 -1.00000 10.00000 0.8783168197 2.4433305264    0.857  2.734  3.6298  1.108    3  0.000  0.487     0.00     0.00 -1 -2.03e-09      0.00 7.378e-01 2.606e-01 2.564e-04 1.032e-04 7.020e-04 -1.000 1.593e-03 -2.066 -0.726 -1.970 -2.612 -2.933 -3.060 -2.764 -2.960
0.0015467 -1.00000 10.00000 0.8783368468 2.4433362484    0.855  2.779  3.6264  1.048    3  0.000  0.487     0.00     0.00 -1 -2.42e-09      0.00 7.378e-01 2.606e-01 2.564e-04 1.032e-04 7.020e-04 -1.000 1.593e-03 -2.178 -0.789 -2.060 -2.713 -3.041 -3.171 -2.868 -3.068
0.0015467 -1.00000 10.00000 0.8783540130 2.4433410168    0.854  2.820  3.6231  0.994    3  0.000  0.487     0.00     0.00 -1 -2.83e-09      0.00 7.378e-01 2.606e-01 2.564e-04 1.032e-04 7.020e-04 -1.000 1.593e-03 -2.280 -0.845 -2.141 -2.805 -3.139 -3.272 -2.962 -3.167
0.0015467 -1.00000 10.00000 0.8783704638 2.4433457851    0.852  2.862  3.6199  0.938    3  0.000  0.487     0.00     0.00 -1 -3.33e-09      0.00 7.378e-01 2.606e-01 2.564e-04 1.032e-04 7.020e-04 -1.000 1.593e-03 -2.385 -0.899 -2.223 -2.900 -3.241 -3.377 -3.059 -3.269
0.0015467 -1.00000 10.00000 0.8783860207 2.4433500767    0.849  2.905  3.6165  0.880    3  0.000  0.487     0.00     0.00 -1 -3.93e-09      0.00 7.378e-01 2.606e-01 2.564e-04 1.032e-04 7.020e-04 -1.000 1.593e-03 -2.492 -0.949 -2.304 -2.995 -3.343 -3.482 -3.157 -3.372
0.0015467 -1.00000 10.00000 0.8784000874 2.4433541298    0.847  2.946  3.6133  0.825    3  0.000  0.487     0.00     0.00 -1 -4.61e-09      0.00 7.378e-01 2.606e-01 2.564e-04 1.032e-04 7.020e-04 -1.000 1.593e-03 -2.595 -0.998 -2.383 -3.087 -3.442 -3.584 -3.251 -3.472
0.0015467 -1.00000 10.00000 0.8784130216 2.4433577061    0.844  2.987  3.6101  0.770    3  0.000  0.487     0.00     0.00 -1 -5.41e-09      0.00 7.378e-01 2.606e-01 2.564e-04 1.032e-04 7.020e-04 -1.000 1.593e-03 -2.696 -1.045 -2.459 -3.177 -3.538 -3.684 -3.343 -3.570
0.0015467 -1.00000 10.00000 0.8784251809 2.4433610439    0.842  3.027  3.6069  0.716    3  0.000  0.487     0.00     0.00 -1 -6.33e-09      0.00 7.378e-01 2.606e-01 2.564e-04 1.032e-04 7.020e-04 -1.000 1.593e-03 -2.798 -1.089 -2.533 -3.266 -3.634 -3.783 -3.435 -3.667
0.0015467 -1.00000 10.00000 0.8784369230 2.4433643818    0.839  3.068  3.6036  0.659    3  0.000  0.487     0.00     0.00 -1 -7.44e-09      0.00 7.378e-01 2.606e-01 2.564e-04 1.032e-04 7.020e-04 -1.000 1.593e-03 -2.901 -1.132 -2.608 -3.356 -3.731 -3.884 -3.529 -3.766
0.0015467 -1.00000 10.00000 0.8784471154 2.4433672428    0.835  3.107  3.6004  0.607    3  0.000  0.487     0.00     0.00 -1 -8.65e-09      0.00 7.378e-01 2.606e-01 2.564e-04 1.032e-04 7.020e-04 -1.000 1.593e-03 -2.997 -1.170 -2.676 -3.439 -3.821 -3.977 -3.615 -3.858
0.0015467 -1.00000 10.00000 0.8784570694 2.4433701038    0.832  3.146  3.5973  0.553    3  0.000  0.487     0.00     0.00 -1 -1.01e-08      0.00 7.378e-01 2.606e-01 2.564e-04 1.032e-04 7.020e-04 -1.000 1.593e-03 -3.096 -1.208 -2.745 -3.524 -3.914 -4.074 -3.704 -3.952
0.0015467 -1.00000 10.00000 0.8784664273 2.4433727264    0.827  3.186  3.5941  0.498    3  0.000  0.487     0.00     0.00 -1 -1.18e-08      0.00 7.378e-01 2.606e-01 2.564e-04 1.033e-04 7.020e-04 -1.000 1.593e-03 -3.195 -1.244 -2.813 -3.608 -4.006 -4.169 -3.792 -4.046
0.0015467 -1.00000 10.00000 0.8784751296 2.4433751106    0.823  3.224  3.5909  0.445    3  0.000  0.487     0.00     0.00 -1 -1.38e-08      0.00 7.378e-01 2.606e-01 2.564e-04 1.033e-04 7.020e-04 -1.000 1.593e-03 -3.290 -1.270 -2.875 -3.689 -4.095 -4.262 -3.877 -4.138
0.0015467 -1.00000 10.00000 0.8784830570 2.4433774948    0.818  3.261  3.5877  0.393    3  0.000  0.487     0.00     0.00 -1 -1.59e-08      0.00 7.378e-01 2.606e-01 2.564e-04 1.033e-04 7.020e-04 -1.000 1.593e-03 -3.383 -1.292 -2.932 -3.767 -4.180 -4.352 -3.959 -4.226
0.0015467 -1.00000 10.00000 0.8784903884 2.4433796406    0.813  3.297  3.5847  0.343    3  0.000  0.487     0.00     0.00 -1 -1.84e-08      0.00 7.378e-01 2.606e-01 2.564e-04 1.033e-04 7.020e-04 -1.000 1.593e-03 -3.471 -1.311 -2.986 -3.840 -4.263 -4.438 -4.038 -4.311
0.0015467 -1.00000 10.00000 0.8784977198 2.4433815479    0.808  3.331  3.5817  0.293    3  0.000  0.487     0.00     0.00 -1 -2.13e-08      0.00 7.378e-01 2.606e-01 2.564e-04 1.033e-04 7.020e-04 -1.000 1.593e-03 -3.559 -1.330 -3.038 -3.913 -4.343 -4.523 -4.116 -4.394
0.0015467 -1.00000 10.00000 0.8784993291 2.4433820248    0.806  3.338  3.5811  0.282    3  0.000  0.487     0.00     0.00 -1  -2.2e-08      0.00 7.378e-01 2.606e-01 2.564e-04 1.033e-04 7.020e-04 -1.000 1.593e-03 -3.576 -1.333 -3.048 -3.927 -4.359 -4.539 -4.131 -4.411
0.0015467 -1.00000 10.00000 0.8784993291 2.4433820248    0.806  1.750  3.7280  2.458    4  0.000  0.511     0.00     0.00 -1    -1e-30      0.00 7.384e-01 2.600e-01 2.694e-04 8.980e-05 7.043e-04 -1.000 1.574e-03 0.394 0.917 0.221 -0.204 -0.393 -0.455 -0.323 -0.433
0.0015467 -1.00000 10.00000 0.8785634041 2.4434001446    0.806  1.766  3.7269  2.438    4  0.000  0.511     0.00     0.00 -1    -1e-30      0.00 7.384e-01 2.600e-01 2.694e-04 8.981e-05 7.043e-04 -1.000 1.574e-03 0.355 0.884 0.183 -0.244 -0.434 -0.497 -0.364 -0.474
0.0015467 -1.00000 10.00000 0.8786266446 2.4434180260    0.806  1.769  3.7267  2.434    4  0.000  0.511     0.00     0.00 -1    -1e-30      0.00 7.384e-01 2.600e-01 2.694e-04 8.982e-05 7.043e-04 -1.000 1.574e-03 0.347 0.876 0.175 -0.252 -0.442 -0.506 -0.372 -0.483
0.0015467 -1.00000 10.00000 0.8786907792 2.4434359074    0.806  1.771  3.7268  2.433    4  0.000  0.511     0.00     0.00 -1    -1e-30      0.00 7.384e-01 2.600e-01 2.694e-04 8.983e-05 7.043e-04 -1.000 1.574e-03 0.342 0.871 0.170 -0.257 -0.447 -0.510 -0.377 -0.488
0.0015467 -1.00000 10.00000 0.8787565827 2.4434545040    0.806  1.772  3.7271  2.433    4  0.000  0.511     0.00     0.00 -1    -1e-30      0.00 7.384e-01 2.600e-01 2.694e-04 8.984e-05 7.043e-04 -1.000 1.574e-03 0.341 0.868 0.168 -0.258 -0.448 -0.512 -0.378 -0.489
0.0015467 -1.00000 10.00000 0.8788226247 2.4434731007    0.807  1.772  3.7275  2.435    4  0.000  0.511     0.00     0.00 -1    -1e-30      0.00 7.384e-01 2.600e-01 2.694e-04 8.985e-05 7.043e-04 -1.000 1.574e-03 0.341 0.866 0.168 -0.258 -0.447 -0.510 -0.377 -0.487
0.0015467 -1.00000 10.00000 0.8788891435 2.4434919357    0.807  1.771  3.7281  2.438    4  0.000  0.511     0.00     0.00 -1    -1e-30      0.00 7.384e-01 2.601e-01 2.694e-04 8.987e-05 7.044e-04 -1.000 1.574e-03 0.343 0.866 0.169 -0.255 -0.444 -0.507 -0.375 -0.484
0.0015467 -1.00000 10.00000 0.8789554238 2.4435105324    0.807  1.770  3.7287  2.442    4  0.000  0.511     0.00     0.00 -1    -1e-30      0.00 7.384e-01 2.601e-01 2.694e-04 8.988e-05 7.044e-04 -1.000 1.574e-03 0.345 0.865 0.171 -0.252 -0.440 -0.503 -0.371 -0.480
0.0015467 -1.00000 10.00000 0.8790204525 2.4435288906    0.807  1.769  3.7294  2.446    4  0.000  0.511     0.00     0.00 -1    -1e-30      0.00 7.384e-01 2.601e-01 2.694e-04 8.989e-05 7.044e-04 -1.000 1.574e-03 0.348 0.865 0.173 -0.249 -0.436 -0.498 -0.368 -0.476
0.0015467 -1.00000 10.00000 0.8790846467 2.4435470104    0.807  1.768  3.7300  2.449    4  0.000  0.511     0.00     0.00 -1    -1e-30      0.00 7.384e-01 2.601e-01 2.694e-04 8.990e-05 7.044e-04 -1.000 1.575e-03 0.351 0.865 0.175 -0.246 -0.432 -0.494 -0.364 -0.472
0.0015467 -1.00000 10.00000 0.8791528344 2.4435660839    0.807  1.767  3.7306  2.453    4  0.000  0.511     0.00     0.00 -1    -1e-30      0.00 7.383e-01 2.601e-01 2.694e-04 8.991e-05 7.044e-04 -1.000 1.575e-03 0.353 0.864 0.177 -0.242 -0.429 -0.490 -0.361 -0.468
0.0015467 -1.00000 10.00000 0.8792218566 2.4435856342    0.807  1.766  3.7312  2.456    4  0.000  0.511     0.00     0.00 -1    -1e-30      0.00 7.383e-01 2.601e-01 2.694e-04 8.992e-05 7.044e-04 -1.000 1.575e-03 0.355 0.864 0.179 -0.240 -0.425 -0.486 -0.358 -0.465
0.0015467 -1.00000 10.00000 0.8792891502 2.4436044693    0.807  1.765  3.7318  2.459    4  0.000  0.511     0.00     0.00 -1    -1e-30      0.00 7.383e-01 2.601e-01 2.694e-04 8.993e-05 7.044e-04 -1.000 1.575e-03 0.357 0.863 0.180 -0.237 -0.422 -0.483 -0.355 -0.462
0.0015467 -1.00000 10.00000 0.8793550730 2.4436230659    0.807  1.765  3.7323  2.461    4  0.000  0.511     0.00     0.00 -1    -1e-30      0.00 7.383e-01 2.601e-01 2.694e-04 8.994e-05 7.044e-04 -1.000 1.575e-03 0.358 0.862 0.181 -0.236 -0.420 -0.480 -0.353 -0.459
0.0015467 -1.00000 10.00000 0.8794193864 2.4436411858    0.807  1.764  3.7327  2.463    4  0.000  0.511     0.00     0.00 -1    -1e-30      0.00 7.383e-01 2.601e-01 2.694e-04 8.996e-05 7.044e-04 -1.000 1.575e-03 0.359 0.861 0.182 -0.234 -0.418 -0.478 -0.351 -0.457
0.0015467 -1.00000 10.00000 0.8794264793 2.4436430931    0.807  1.764  3.7327  2.464    4  0.000  0.511     0.00     0.00 -1    -1e-30      0.00 7.383e-01 2.601e-01 2.694e-04 8.996e-05 7.044e-04 -1.000 1.575e-03 0.359 0.861 0.182 -0.234 -0.418 -0.478 -0.351 -0.457
0.0015467 -1.00000 10.00000 0.8794829845 2.4436590672    0.807  1.764  3.7330  2.465    4  0.000  0.511     0.00     0.00 -1    -1e-30      0.00 7.383e-01 2.601e-01 2.694e-04 8.997e-05 7.044e-04 -1.000 1.575e-03 0.360 0.860 0.182 -0.234 -0.417 -0.477 -0.351 -0.456
0.0015467 -1.00000 10.00000 0.8795506954 2.4436781406    0.807  1.764  3.7333  2.466    4  0.000  0.511     0.00     0.00 -1    -1e-30      0.00 7.383e-01 2.601e-01 2.693e-04 8.998e-05 7.044e-04 -1.000 1.575e-03 0.359 0.858 0.181 -0.234 -0.417 -0.477 -0.351 -0.456
0.0015467 -1.00000 10.00000 0.8796159625 2.4436964989    0.807  1.765  3.7335  2.466    4  0.000  0.511     0.00     0.00 -1    -1e-30      0.00 7.383e-01 2.601e-01 2.693e-04 8.999e-05 7.045e-04 -1.000 1.575e-03 0.358 0.857 0.180 -0.234 -0.417 -0.477 -0.351 -0.456
0.0015467 -1.00000 10.00000 0.8796805143 2.4437146187    0.808  1.765  3.7336  2.466    4  0.000  0.511     0.00     0.00 -1    -1e-30      0.00 7.383e-01 2.601e-01 2.693e-04 9.000e-05 7.045e-04 -1.000 1.575e-03 0.357 0.855 0.178 -0.236 -0.419 -0.478 -0.352 -0.458
0.0015467 -1.00000 10.00000 0.8797495365 2.4437339306    0.808  1.766  3.7337  2.466    4  0.000  0.511     0.00     0.00 -1    -1e-30      0.00 7.383e-01 2.601e-01 2.693e-04 9.001e-05 7.045e-04 -1.000 1.575e-03 0.354 0.852 0.176 -0.238 -0.421 -0.480 -0.355 -0.460
0.0015467 -1.00000 10.00000 0.8798171878 2.4437530041    0.808  1.768  3.7336  2.464    4  0.000  0.511     0.00     0.00 -1    -1e-30      0.00 7.383e-01 2.601e-01 2.693e-04 9.002e-05 7.045e-04 -1.000 1.576e-03 0.351 0.849 0.173 -0.242 -0.425 -0.484 -0.358 -0.464
0.0015467 -1.00000 10.00000 0.8798875213 2.4437727928    0.808  1.769  3.7334  2.461    4  0.000  0.511     0.00     0.00 -1    -1e-30      0.00 7.383e-01 2.602e-01 2.693e-04 9.003e-05 7.045e-04 -1.000 1.576e-03 0.346 0.845 0.168 -0.247 -0.430 -0.489 -0.363 -0.469
0.0015467 -1.00000 10.00000 0.8798942566 2.4437747002    0.808  1.770  3.7333  2.461    4  0.000  0.511     0.00     0.00 -1    -1e-30      0.00 7.383e-01 2.602e-01 2.693e-04 9.004e-05 7.045e-04 -1.000 1.576e-03 0.346 0.845 0.168 -0.247 -0.430 -0.490 -0.364 -0.469
0.0015467 -1.00000 10.00000 0.8799499273 2.4437904358    0.808  1.772  3.7331  2.458    4  0.000  0.511     0.00     0.00 -1    -1e-30      0.00 7.383e-01 2.602e-01 2.693e-04 9.005e-05 7.045e-04 -1.000 1.576e-03 0.341 0.841 0.163 -0.252 -0.436 -0.495 -0.369 -0.475
0.0015467 -1.00000 10.00000 0.8800134659 2.4438080788    0.808  1.774  3.7327  2.454    4  0.000  0.511     0.00     0.00 -1    -1e-30      0.00 7.383e-01 2.602e-01 2.693e-04 9.006e-05 7.045e-04 -1.000 1.576e-03 0.335 0.836 0.157 -0.259 -0.443 -0.503 -0.376 -0.482
