# File generated by CMD 3.4 (http://stev.oapd.inaf.it/cmd) on Tue Oct 13 10:03:06 CEST 2020
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# Photometric system: Subaru/Hyper Suprime-Cam (ABmags)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
 Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  gmag    rmag    imag    zmag    ymag    NB816mag  NB921mag
0.0048313 -0.50000 10.00000 0.9361990094 2.4585063457    0.917  2.662  3.6064  1.116    3  0.000  0.471     0.00     0.00     0.00     0.00     0.00 -1 -1.65e-09      0.00 7.237e-01 2.714e-01 7.533e-04 3.456e-04 2.135e-03 -1.000 4.883e-03 -1.886 -0.337 -1.486 -1.957 -2.195 -2.305 -2.035 -2.196
0.0048313 -0.50000 10.00000 0.9362178445 2.4585111141    0.916  2.700  3.6034  1.066    3  0.000  0.471     0.00     0.00     0.00     0.00     0.00 -1 -1.91e-09      0.00 7.237e-01 2.714e-01 7.532e-04 3.456e-04 2.135e-03 -1.000 4.883e-03 -1.980 -0.385 -1.556 -2.040 -2.285 -2.398 -2.122 -2.287
0.0048313 -0.50000 10.00000 0.9362359047 2.4585154057    0.915  2.738  3.6005  1.015    3  0.000  0.471     0.00     0.00     0.00     0.00     0.00 -1 -2.21e-09      0.00 7.237e-01 2.714e-01 7.532e-04 3.457e-04 2.135e-03 -1.000 4.883e-03 -2.076 -0.435 -1.627 -2.124 -2.375 -2.492 -2.210 -2.380
0.0048313 -0.50000 10.00000 0.9362558126 2.4585201740    0.913  2.783  3.5968  0.954    3  0.000  0.471     0.00     0.00     0.00     0.00     0.00 -1 -2.63e-09      0.00 7.237e-01 2.714e-01 7.532e-04 3.457e-04 2.135e-03 -1.000 4.883e-03 -2.189 -0.484 -1.704 -2.222 -2.482 -2.603 -2.314 -2.490
0.0048313 -0.50000 10.00000 0.9362741709 2.4585247040    0.911  2.828  3.5930  0.893    3  0.000  0.471     0.00     0.00     0.00     0.00     0.00 -1 -3.13e-09      0.00 7.237e-01 2.714e-01 7.532e-04 3.457e-04 2.135e-03 -1.000 4.883e-03 -2.300 -0.531 -1.780 -2.318 -2.587 -2.713 -2.416 -2.598
0.0048313 -0.50000 10.00000 0.9362882972 2.4585282803    0.909  2.865  3.5900  0.844    3  0.000  0.471     0.00     0.00     0.00     0.00     0.00 -1 -3.62e-09      0.00 7.237e-01 2.714e-01 7.532e-04 3.457e-04 2.135e-03 -1.000 4.883e-03 -2.392 -0.570 -1.842 -2.398 -2.674 -2.803 -2.501 -2.687
0.0048313 -0.50000 10.00000 0.9363040924 2.4585320950    0.907  2.909  3.5863  0.784    3  0.000  0.471     0.00     0.00     0.00     0.00     0.00 -1 -4.28e-09      0.00 7.237e-01 2.714e-01 7.532e-04 3.457e-04 2.135e-03 -1.000 4.883e-03 -2.501 -0.610 -1.908 -2.490 -2.776 -2.910 -2.601 -2.794
0.0048313 -0.50000 10.00000 0.9363186955 2.4585356712    0.904  2.952  3.5826  0.725    3  0.000  0.471     0.00     0.00     0.00     0.00     0.00 -1 -5.08e-09      0.00 7.237e-01 2.714e-01 7.532e-04 3.457e-04 2.135e-03 -1.000 4.883e-03 -2.609 -0.648 -1.973 -2.580 -2.877 -3.016 -2.700 -2.899
0.0048313 -0.50000 10.00000 0.9363321066 2.4585387707    0.902  2.994  3.5789  0.666    3  0.000  0.471     0.00     0.00     0.00     0.00     0.00 -1 -5.99e-09      0.00 7.237e-01 2.714e-01 7.532e-04 3.457e-04 2.135e-03 -1.000 4.883e-03 -2.715 -0.681 -2.031 -2.667 -2.976 -3.120 -2.796 -3.001
0.0048313 -0.50000 10.00000 0.9363444448 2.4585418701    0.898  3.036  3.5751  0.608    3  0.000  0.471     0.00     0.00     0.00     0.00     0.00 -1 -7.06e-09      0.00 7.237e-01 2.714e-01 7.532e-04 3.457e-04 2.135e-03 -1.000 4.883e-03 -2.819 -0.707 -2.080 -2.751 -3.073 -3.222 -2.891 -3.103
0.0048313 -0.50000 10.00000 0.9363560081 2.4585447311    0.895  3.077  3.5714  0.550    3  0.000  0.471     0.00     0.00     0.00     0.00     0.00 -1 -8.32e-09      0.00 7.237e-01 2.714e-01 7.532e-04 3.457e-04 2.135e-03 -1.000 4.883e-03 -2.922 -0.732 -2.127 -2.834 -3.168 -3.323 -2.985 -3.203
0.0048313 -0.50000 10.00000 0.9363664985 2.4585471153    0.892  3.117  3.5676  0.494    3  0.000  0.471     0.00     0.00     0.00     0.00     0.00 -1 -9.75e-09      0.00 7.237e-01 2.714e-01 7.532e-04 3.457e-04 2.135e-03 -1.000 4.883e-03 -3.021 -0.747 -2.159 -2.911 -3.260 -3.421 -3.076 -3.300
0.0048313 -0.50000 10.00000 0.9363763332 2.4585494995    0.888  3.156  3.5638  0.437    3  0.000  0.471     0.00     0.00     0.00     0.00     0.00 -1 -1.14e-08      0.00 7.237e-01 2.714e-01 7.532e-04 3.457e-04 2.135e-03 -1.000 4.883e-03 -3.121 -0.753 -2.182 -2.986 -3.352 -3.520 -3.166 -3.398
0.0048313 -0.50000 10.00000 0.9363853931 2.4585518837    0.883  3.194  3.5600  0.382    3  0.000  0.471     0.00     0.00     0.00     0.00     0.00 -1 -1.33e-08      0.00 7.237e-01 2.714e-01 7.532e-04 3.458e-04 2.135e-03 -1.000 4.883e-03 -3.216 -0.753 -2.201 -3.056 -3.440 -3.614 -3.253 -3.492
0.0048313 -0.50000 10.00000 0.9363937378 2.4585537910    0.879  3.231  3.5562  0.328    3  0.000  0.471     0.00     0.00     0.00     0.00     0.00 -1 -1.55e-08      0.00 7.237e-01 2.714e-01 7.532e-04 3.458e-04 2.135e-03 -1.000 4.883e-03 -3.308 -0.740 -2.196 -3.120 -3.524 -3.706 -3.337 -3.584
0.0048313 -0.50000 10.00000 0.9364014268 2.4585556984    0.874  3.268  3.5524  0.273    3  0.000  0.471     0.00     0.00     0.00     0.00     0.00 -1  -1.8e-08      0.00 7.237e-01 2.714e-01 7.532e-04 3.458e-04 2.135e-03 -1.000 4.883e-03 -3.399 -0.722 -2.186 -3.181 -3.606 -3.796 -3.419 -3.674
0.0048313 -0.50000 10.00000 0.9364089966 2.4585576057    0.869  3.304  3.5485  0.218    3  0.000  0.471     0.00     0.00     0.00     0.00     0.00 -1 -2.09e-08      0.00 7.237e-01 2.714e-01 7.532e-04 3.458e-04 2.135e-03 -1.000 4.883e-03 -3.491 -0.699 -2.168 -3.241 -3.688 -3.887 -3.502 -3.765
0.0048313 -0.50000 10.00000 0.9364159107 2.4585592747    0.863  3.339  3.5448  0.166    3  0.000  0.470     0.00     0.00     0.00     0.00     0.00 -1 -2.42e-08      0.00 7.237e-01 2.714e-01 7.532e-04 3.458e-04 2.135e-03 -1.000 4.883e-03 -3.578 -0.664 -2.131 -3.292 -3.763 -3.973 -3.579 -3.850
0.0048313 -0.50000 10.00000 0.9364235997 2.4585611820    0.855  3.376  3.5409  0.110    3  0.000  0.470     0.00     0.00     0.00     0.00     0.00 -1 -2.83e-08      0.00 7.237e-01 2.714e-01 7.532e-04 3.458e-04 2.135e-03 -1.000 4.883e-03 -3.670 -0.626 -2.092 -3.346 -3.842 -4.062 -3.659 -3.940
0.0048313 -0.50000 10.00000 0.9364235997 2.4585611820    0.855  1.722  3.6990  2.396    4  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.274e-01 2.677e-01 7.872e-04 3.005e-04 2.125e-03 -1.000 4.885e-03 0.464 1.059 0.459 0.226 0.133 0.089 0.178 0.120
0.0048313 -0.50000 10.00000 0.9364986420 2.4585793018    0.855  1.733  3.6981  2.382    4  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.274e-01 2.677e-01 7.872e-04 3.006e-04 2.125e-03 -1.000 4.885e-03 0.437 1.037 0.433 0.199 0.105 0.060 0.150 0.092
0.0048313 -0.50000 10.00000 0.9365793467 2.4585990906    0.855  1.737  3.6979  2.377    4  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.274e-01 2.677e-01 7.872e-04 3.006e-04 2.126e-03 -1.000 4.885e-03 0.427 1.028 0.424 0.189 0.095 0.049 0.140 0.082
0.0048313 -0.50000 10.00000 0.9366537333 2.4586172104    0.856  1.738  3.6981  2.376    4  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.274e-01 2.677e-01 7.871e-04 3.006e-04 2.126e-03 -1.000 4.885e-03 0.424 1.024 0.421 0.186 0.092 0.047 0.137 0.079
0.0048313 -0.50000 10.00000 0.9367288351 2.4586353302    0.856  1.738  3.6985  2.378    4  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.274e-01 2.677e-01 7.871e-04 3.007e-04 2.126e-03 -1.000 4.885e-03 0.426 1.023 0.421 0.187 0.094 0.049 0.139 0.081
0.0048313 -0.50000 10.00000 0.9368031621 2.4586534500    0.856  1.736  3.6990  2.382    4  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.274e-01 2.677e-01 7.871e-04 3.007e-04 2.126e-03 -1.000 4.885e-03 0.429 1.024 0.424 0.191 0.098 0.053 0.142 0.085
0.0048313 -0.50000 10.00000 0.9368774891 2.4586715698    0.856  1.734  3.6995  2.386    4  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.274e-01 2.677e-01 7.871e-04 3.007e-04 2.126e-03 -1.000 4.885e-03 0.434 1.025 0.427 0.195 0.103 0.059 0.147 0.090
0.0048313 -0.50000 10.00000 0.9369530082 2.4586899281    0.856  1.733  3.7001  2.390    4  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.274e-01 2.678e-01 7.871e-04 3.008e-04 2.126e-03 -1.000 4.885e-03 0.439 1.026 0.431 0.200 0.109 0.065 0.152 0.096
0.0048313 -0.50000 10.00000 0.9370288253 2.4587082863    0.856  1.731  3.7007  2.395    4  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.274e-01 2.678e-01 7.870e-04 3.008e-04 2.126e-03 -1.000 4.885e-03 0.444 1.027 0.435 0.205 0.114 0.071 0.157 0.101
0.0048313 -0.50000 10.00000 0.9371038675 2.4587266445    0.856  1.729  3.7012  2.398    4  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.274e-01 2.678e-01 7.870e-04 3.008e-04 2.126e-03 -1.000 4.885e-03 0.448 1.028 0.438 0.209 0.119 0.076 0.162 0.106
0.0048313 -0.50000 10.00000 0.9371809363 2.4587452412    0.856  1.728  3.7017  2.402    4  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.273e-01 2.678e-01 7.870e-04 3.009e-04 2.126e-03 -1.000 4.885e-03 0.451 1.028 0.440 0.213 0.123 0.080 0.165 0.110
0.0048313 -0.50000 10.00000 0.9372606874 2.4587647915    0.856  1.726  3.7022  2.405    4  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.273e-01 2.678e-01 7.870e-04 3.009e-04 2.126e-03 -1.000 4.885e-03 0.454 1.028 0.442 0.216 0.127 0.084 0.169 0.114
0.0048313 -0.50000 10.00000 0.9373399615 2.4587838650    0.856  1.725  3.7026  2.408    4  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.273e-01 2.678e-01 7.869e-04 3.009e-04 2.126e-03 -1.000 4.885e-03 0.457 1.029 0.444 0.218 0.130 0.087 0.172 0.117
0.0048313 -0.50000 10.00000 0.9374166131 2.4588027000    0.856  1.725  3.7030  2.410    4  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.273e-01 2.678e-01 7.869e-04 3.010e-04 2.126e-03 -1.000 4.885e-03 0.459 1.028 0.445 0.220 0.132 0.090 0.174 0.120
0.0048313 -0.50000 10.00000 0.9374769926 2.4588172436    0.856  1.724  3.7032  2.412    4  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.273e-01 2.678e-01 7.869e-04 3.010e-04 2.126e-03 -1.000 4.885e-03 0.460 1.028 0.446 0.222 0.134 0.092 0.175 0.121
0.0048313 -0.50000 10.00000 0.9374926686 2.4588210583    0.857  1.724  3.7033  2.412    4  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.273e-01 2.678e-01 7.869e-04 3.010e-04 2.126e-03 -1.000 4.885e-03 0.460 1.028 0.446 0.222 0.134 0.092 0.176 0.122
0.0048313 -0.50000 10.00000 0.9375663996 2.4588389397    0.857  1.724  3.7035  2.413    4  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.273e-01 2.678e-01 7.869e-04 3.011e-04 2.126e-03 -1.000 4.885e-03 0.461 1.027 0.447 0.223 0.136 0.094 0.177 0.123
0.0048313 -0.50000 10.00000 0.9376462698 2.4588582516    0.857  1.723  3.7038  2.415    4  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.273e-01 2.678e-01 7.869e-04 3.011e-04 2.126e-03 -1.000 4.885e-03 0.462 1.026 0.447 0.223 0.136 0.095 0.177 0.124
0.0048313 -0.50000 10.00000 0.9377214313 2.4588766098    0.857  1.724  3.7039  2.415    4  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.273e-01 2.678e-01 7.868e-04 3.011e-04 2.126e-03 -1.000 4.885e-03 0.461 1.025 0.446 0.223 0.136 0.094 0.177 0.123
0.0048313 -0.50000 10.00000 0.9377993345 2.4588954449    0.857  1.724  3.7040  2.415    4  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.273e-01 2.678e-01 7.868e-04 3.012e-04 2.126e-03 -1.000 4.885e-03 0.460 1.023 0.445 0.222 0.135 0.094 0.176 0.122
0.0048313 -0.50000 10.00000 0.9378783107 2.4589147568    0.857  1.725  3.7041  2.415    4  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.273e-01 2.678e-01 7.868e-04 3.012e-04 2.126e-03 -1.000 4.885e-03 0.458 1.021 0.443 0.220 0.133 0.092 0.174 0.121
0.0048313 -0.50000 10.00000 0.9379582405 2.4589340687    0.857  1.726  3.7041  2.413    4  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.273e-01 2.678e-01 7.868e-04 3.012e-04 2.126e-03 -1.000 4.885e-03 0.455 1.018 0.440 0.217 0.130 0.088 0.171 0.117
0.0048313 -0.50000 10.00000 0.9380285144 2.4589509964    0.857  1.727  3.7040  2.411    4  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.273e-01 2.678e-01 7.868e-04 3.013e-04 2.126e-03 -1.000 4.885e-03 0.451 1.015 0.436 0.213 0.126 0.085 0.167 0.114
0.0048313 -0.50000 10.00000 0.9380350113 2.4589526653    0.857  1.728  3.7039  2.411    4  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.273e-01 2.678e-01 7.868e-04 3.013e-04 2.126e-03 -1.000 4.885e-03 0.451 1.015 0.436 0.213 0.126 0.084 0.167 0.113
0.0048313 -0.50000 10.00000 0.9381109476 2.4589710236    0.857  1.730  3.7037  2.408    4  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.273e-01 2.678e-01 7.867e-04 3.013e-04 2.126e-03 -1.000 4.885e-03 0.446 1.011 0.431 0.207 0.120 0.078 0.161 0.108
0.0048313 -0.50000 10.00000 0.9381843209 2.4589889050    0.857  1.732  3.7034  2.405    4  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.273e-01 2.678e-01 7.867e-04 3.013e-04 2.126e-03 -1.000 4.885e-03 0.439 1.006 0.425 0.201 0.113 0.071 0.154 0.101
0.0048313 -0.50000 10.00000 0.9382586479 2.4590067863    0.857  1.736  3.7031  2.400    4  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.273e-01 2.678e-01 7.867e-04 3.014e-04 2.126e-03 -1.000 4.885e-03 0.431 1.000 0.417 0.192 0.104 0.062 0.146 0.092
0.0048313 -0.50000 10.00000 0.9383312464 2.4590244293    0.857  1.739  3.7026  2.394    4  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.273e-01 2.678e-01 7.867e-04 3.014e-04 2.126e-03 -1.000 4.885e-03 0.421 0.993 0.408 0.183 0.094 0.052 0.136 0.082
0.0048313 -0.50000 10.00000 0.9384061694 2.4590425491    0.858  1.744  3.7021  2.388    4  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.273e-01 2.678e-01 7.866e-04 3.014e-04 2.126e-03 -1.000 4.885e-03 0.411 0.986 0.399 0.172 0.083 0.040 0.125 0.070
0.0048313 -0.50000 10.00000 0.9384810925 2.4590609074    0.858  1.749  3.7015  2.381    4  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.273e-01 2.678e-01 7.866e-04 3.015e-04 2.126e-03 -1.000 4.885e-03 0.399 0.977 0.388 0.160 0.070 0.027 0.113 0.057
0.0048313 -0.50000 10.00000 0.9385542870 2.4590785503    0.858  1.754  3.7008  2.373    4  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.273e-01 2.679e-01 7.866e-04 3.015e-04 2.126e-03 -1.000 4.885e-03 0.385 0.967 0.375 0.146 0.055 0.011 0.098 0.042
0.0048313 -0.50000 10.00000 0.9386273026 2.4590961933    0.858  1.760  3.7001  2.364    4  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.273e-01 2.679e-01 7.866e-04 3.015e-04 2.126e-03 -1.000 4.885e-03 0.369 0.956 0.361 0.130 0.038 -0.005 0.082 0.026
0.0048313 -0.50000 10.00000 0.9387014508 2.4591140747    0.858  1.769  3.6992  2.352    4  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.273e-01 2.679e-01 7.866e-04 3.016e-04 2.126e-03 -1.000 4.885e-03 0.349 0.942 0.342 0.110 0.017 -0.028 0.061 0.004
0.0048313 -0.50000 10.00000 0.9387755394 2.4591321945    0.858  1.770  3.6990  2.350    4  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.272e-01 2.679e-01 7.865e-04 3.016e-04 2.126e-03 -1.000 4.885e-03 0.345 0.939 0.339 0.106 0.013 -0.032 0.057 0.000
0.0048313 -0.50000 10.00000 0.9388484359 2.4591498375    0.858  1.785  3.6973  2.328    4  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.272e-01 2.679e-01 7.865e-04 3.016e-04 2.126e-03 -1.000 4.885e-03 0.308 0.914 0.306 0.069 -0.026 -0.071 0.020 -0.039
0.0048313 -0.50000 10.00000 0.9389233589 2.4591679573    0.858  1.814  3.6941  2.286    4  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.272e-01 2.679e-01 7.865e-04 3.017e-04 2.126e-03 -1.000 4.885e-03 0.236 0.864 0.241 -0.002 -0.101 -0.149 -0.053 -0.114
0.0048313 -0.50000 10.00000 0.9389714599 2.4591794014    0.858  1.850  3.6901  2.234    4  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.272e-01 2.679e-01 7.865e-04 3.017e-04 2.126e-03 -1.000 4.885e-03 0.145 0.799 0.158 -0.093 -0.197 -0.248 -0.146 -0.210
0.0048313 -0.50000 10.00000 0.9389969110 2.4591856003    0.858  1.890  3.6857  2.176    4  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.272e-01 2.679e-01 7.865e-04 3.017e-04 2.126e-03 -1.000 4.885e-03 0.044 0.730 0.069 -0.191 -0.301 -0.355 -0.246 -0.314
0.0048313 -0.50000 10.00000 0.9390085340 2.4591884613    0.858  1.930  3.6816  2.120    4  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.272e-01 2.679e-01 7.865e-04 3.017e-04 2.126e-03 -1.000 4.885e-03 -0.054 0.663 -0.018 -0.287 -0.403 -0.459 -0.344 -0.416
0.0048313 -0.50000 10.00000 0.9390138984 2.4591898918    0.858  1.968  3.6777  2.067    4  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.272e-01 2.679e-01 7.865e-04 3.017e-04 2.126e-03 -1.000 4.885e-03 -0.149 0.598 -0.102 -0.379 -0.500 -0.559 -0.438 -0.514
0.0048313 -0.50000 10.00000 0.9390166998 2.4591903687    0.858  2.005  3.6740  2.015    4  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.272e-01 2.679e-01 7.865e-04 3.017e-04 2.126e-03 -1.000 4.885e-03 -0.242 0.535 -0.183 -0.469 -0.595 -0.657 -0.530 -0.609
0.0048313 -0.50000 10.00000 0.9390184879 2.4591908455    0.858  2.041  3.6705  1.964    4  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.272e-01 2.679e-01 7.865e-04 3.017e-04 2.126e-03 -1.000 4.885e-03 -0.333 0.474 -0.269 -0.559 -0.689 -0.752 -0.618 -0.698
0.0048313 -0.50000 10.00000 0.9390192032 2.4591910839    0.858  2.060  3.6687  1.939    7  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1 -7.65e-10      0.00 7.272e-01 2.664e-01 7.865e-04 3.017e-04 2.126e-03 -1.000 6.414e-03 -0.379 0.444 -0.312 -0.605 -0.737 -0.800 -0.662 -0.744
0.0048313 -0.50000 10.00000 0.9390202761 2.4591913223    0.858  2.095  3.6654  1.890    7  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1  -9.3e-10      0.00 7.272e-01 2.664e-01 7.865e-04 3.017e-04 2.126e-03 -1.000 6.414e-03 -0.467 0.387 -0.391 -0.690 -0.826 -0.891 -0.746 -0.829
0.0048313 -0.50000 10.00000 0.9390215874 2.4591915607    0.858  2.137  3.6614  1.832    7  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1 -1.16e-09      0.00 7.272e-01 2.664e-01 7.865e-04 3.017e-04 2.126e-03 -1.000 6.414e-03 -0.573 0.318 -0.486 -0.791 -0.933 -0.999 -0.845 -0.932
0.0048313 -0.50000 10.00000 0.9390234351 2.4591920376    0.858  2.182  3.6573  1.771    7  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1 -1.49e-09      0.00 7.272e-01 2.664e-01 7.865e-04 3.017e-04 2.126e-03 -1.000 6.414e-03 -0.684 0.247 -0.579 -0.896 -1.045 -1.115 -0.954 -1.046
0.0048313 -0.50000 10.00000 0.9390269518 2.4591929913    0.858  2.185  3.6570  1.766    7  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1 -1.51e-09      0.00 7.272e-01 2.664e-01 7.865e-04 3.017e-04 2.126e-03 -1.000 6.414e-03 -0.693 0.241 -0.587 -0.905 -1.054 -1.124 -0.963 -1.055
0.0048313 -0.50000 10.00000 0.9390373826 2.4591953754    0.857  2.136  3.6615  1.833    7  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1 -1.16e-09      0.00 7.272e-01 2.664e-01 7.865e-04 3.017e-04 2.126e-03 -1.000 6.414e-03 -0.571 0.319 -0.484 -0.789 -0.931 -0.997 -0.843 -0.930
0.0048313 -0.50000 10.00000 0.9390912056 2.4592084885    0.855  2.163  3.6590  1.796    7  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1 -1.36e-09      0.00 7.272e-01 2.664e-01 7.865e-04 3.018e-04 2.126e-03 -1.000 6.414e-03 -0.637 0.277 -0.543 -0.852 -0.997 -1.064 -0.904 -0.993
0.0048313 -0.50000 10.00000 0.9391186237 2.4592151642    0.854  2.206  3.6550  1.736    7  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1 -1.72e-09      0.00 7.272e-01 2.664e-01 7.864e-04 3.018e-04 2.126e-03 -1.000 6.413e-03 -0.744 0.210 -0.631 -0.952 -1.104 -1.175 -1.009 -1.103
0.0048313 -0.50000 10.00000 0.9391368032 2.4592194557    0.852  2.238  3.6520  1.691    7  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1 -2.06e-09      0.00 7.272e-01 2.664e-01 7.864e-04 3.018e-04 2.126e-03 -1.000 6.413e-03 -0.825 0.159 -0.701 -1.028 -1.185 -1.258 -1.084 -1.181
0.0048313 -0.50000 10.00000 0.9391575456 2.4592244625    0.851  2.276  3.6486  1.638    7  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1 -2.52e-09      0.00 7.272e-01 2.664e-01 7.864e-04 3.018e-04 2.126e-03 -1.000 6.413e-03 -0.919 0.100 -0.782 -1.116 -1.278 -1.352 -1.170 -1.270
0.0048313 -0.50000 10.00000 0.9391775131 2.4592294693    0.849  2.315  3.6450  1.584    7  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1 -3.13e-09      0.00 7.272e-01 2.664e-01 7.864e-04 3.018e-04 2.126e-03 -1.000 6.413e-03 -1.018 0.040 -0.864 -1.206 -1.374 -1.449 -1.258 -1.362
0.0048313 -0.50000 10.00000 0.9391956925 2.4592337608    0.846  2.355  3.6414  1.528    7  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1 -3.88e-09      0.00 7.272e-01 2.664e-01 7.864e-04 3.018e-04 2.126e-03 -1.000 6.413e-03 -1.117 -0.021 -0.947 -1.296 -1.470 -1.548 -1.346 -1.455
0.0048313 -0.50000 10.00000 0.9392120242 2.4592378139    0.844  2.395  3.6378  1.472    7  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1 -4.85e-09      0.00 7.272e-01 2.664e-01 7.864e-04 3.018e-04 2.126e-03 -1.000 6.413e-03 -1.218 -0.081 -1.029 -1.387 -1.568 -1.648 -1.437 -1.551
0.0048313 -0.50000 10.00000 0.9392266870 2.4592411518    0.841  2.436  3.6341  1.415    7  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1 -6.07e-09      0.00 7.272e-01 2.664e-01 7.864e-04 3.018e-04 2.126e-03 -1.000 6.383e-03 -1.320 -0.138 -1.110 -1.480 -1.667 -1.750 -1.532 -1.651
0.0048313 -0.50000 10.00000 0.9392399788 2.4592444897    0.838  2.477  3.6305  1.358    7  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1  -7.5e-09      0.00 7.272e-01 2.664e-01 7.863e-04 3.019e-04 2.126e-03 -1.000 6.375e-03 -1.422 -0.195 -1.191 -1.572 -1.766 -1.852 -1.626 -1.751
