# File generated by CMD 3.4 (http://stev.oapd.inaf.it/cmd) on Tue Oct 13 10:03:06 CEST 2020
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# Photometric system: Subaru/Hyper Suprime-Cam (ABmags)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
 Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  gmag    rmag    imag    zmag    ymag    NB816mag  NB921mag
0.00049103 -1.50000 10.00000 0.7795653939 2.4113621712    0.779  0.141  3.8064  4.366    1  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1 -1.29e-13      0.00 8.512e-01 1.485e-01 5.706e-05 1.570e-05 1.434e-04 -1.000 2.972e-04 4.417 4.651 4.427 4.371 4.384 4.398 4.369 4.392
0.00049103 -1.50000 10.00000 0.7877417207 2.4143607616    0.787  0.192  3.8094  4.332    1  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1 -1.49e-13      0.00 8.530e-01 1.467e-01 5.683e-05 1.564e-05 1.430e-04 -1.000 2.967e-04 4.291 4.517 4.304 4.252 4.269 4.284 4.252 4.278
0.00049103 -1.50000 10.00000 0.7952778339 2.4170618057    0.794  0.241  3.8120  4.297    1  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1 -1.73e-13      0.00 8.544e-01 1.453e-01 5.665e-05 1.560e-05 1.426e-04 -1.000 2.962e-04 4.169 4.386 4.182 4.136 4.155 4.171 4.137 4.165
0.00049103 -1.50000 10.00000 0.8000000119 2.4187245369    0.799  0.273  3.8135  4.273    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -1.91e-13      0.00 8.552e-01 1.445e-01 5.655e-05 1.557e-05 1.425e-04 -1.000 2.961e-04 4.087 4.300 4.101 4.058 4.078 4.094 4.060 4.088
0.00049103 -1.50000 10.00000 0.8032053113 2.4198403358    0.802  0.295  3.8145  4.257    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -2.04e-13      0.00 8.551e-01 1.446e-01 5.665e-05 1.560e-05 1.428e-04 -1.000 3.012e-04 4.031 4.241 4.045 4.004 4.026 4.042 4.007 4.036
0.00049103 -1.50000 10.00000 0.8098247051 2.4221127033    0.809  0.344  3.8164  4.219    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -2.38e-13      0.00 8.543e-01 1.454e-01 5.705e-05 1.571e-05 1.438e-04 -1.000 3.686e-04 3.910 4.113 3.923 3.886 3.910 3.926 3.889 3.920
0.00049103 -1.50000 10.00000 0.8171582222 2.4245805740    0.816  0.402  3.8177  4.170    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -2.87e-13      0.00 8.523e-01 1.473e-01 5.779e-05 1.592e-05 1.456e-04 -1.000 3.948e-04 3.764 3.962 3.777 3.743 3.768 3.785 3.747 3.779
0.00049103 -1.50000 10.00000 0.8182356358 2.4249389172    0.817  0.411  3.8179  4.163    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -2.95e-13      0.00 8.520e-01 1.476e-01 5.791e-05 1.595e-05 1.459e-04 -1.000 3.948e-04 3.742 3.939 3.755 3.721 3.746 3.763 3.726 3.758
0.00049103 -1.50000 10.00000 0.8202961087 2.4256210327    0.819  0.430  3.8178  4.145    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -3.15e-13      0.00 8.513e-01 1.483e-01 5.815e-05 1.602e-05 1.465e-04 -1.000 3.949e-04 3.696 3.892 3.709 3.675 3.700 3.717 3.679 3.711
0.00049103 -1.50000 10.00000 0.8261502385 2.4275379181    0.825  0.485  3.8165  4.087    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -3.79e-13      0.00 8.495e-01 1.502e-01 5.883e-05 1.621e-05 1.482e-04 -1.000 3.951e-04 3.556 3.752 3.567 3.531 3.555 3.571 3.535 3.566
0.00049103 -1.50000 10.00000 0.8310296535 2.4291121960    0.829  0.540  3.8130  4.021    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -4.62e-13      0.00 8.479e-01 1.517e-01 5.940e-05 1.636e-05 1.496e-04 -1.000 3.953e-04 3.421 3.622 3.428 3.387 3.408 3.423 3.390 3.417
0.00049103 -1.50000 10.00000 0.8318548203 2.4293761253    0.830  0.550  3.8121  4.008    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -4.84e-13      0.00 8.476e-01 1.520e-01 5.949e-05 1.639e-05 1.499e-04 -1.000 3.953e-04 3.395 3.598 3.402 3.359 3.379 3.394 3.361 3.389
0.00049103 -1.50000 10.00000 0.8326126933 2.4296181202    0.831  0.560  3.8108  3.992    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -5.03e-13      0.00 8.474e-01 1.522e-01 5.958e-05 1.641e-05 1.501e-04 -1.000 3.953e-04 3.370 3.575 3.375 3.330 3.349 3.363 3.332 3.358
0.00049103 -1.50000 10.00000 0.8351595402 2.4304277897    0.833  0.597  3.8053  3.936    2  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -5.81e-13      0.00 8.466e-01 1.530e-01 5.987e-05 1.649e-05 1.508e-04 -1.000 3.954e-04 3.279 3.495 3.280 3.226 3.239 3.251 3.225 3.247
0.00049103 -1.50000 10.00000 0.8371006250 2.4310410023    0.835  0.628  3.7991  3.881    2  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -6.63e-13      0.00 8.460e-01 1.536e-01 6.010e-05 1.655e-05 1.514e-04 -1.000 3.955e-04 3.201 3.432 3.198 3.134 3.141 3.151 3.130 3.147
0.00049103 -1.50000 10.00000 0.8386152983 2.4315173626    0.837  0.655  3.7919  3.826    2  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -7.51e-13      0.00 8.455e-01 1.541e-01 6.027e-05 1.660e-05 1.518e-04 -1.000 3.957e-04 3.134 3.382 3.127 3.050 3.050 3.057 3.043 3.055
0.00049103 -1.50000 10.00000 0.8398337364 2.4318990707    0.838  0.678  3.7841  3.772    2  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1 -8.43e-13      0.00 8.397e-01 1.599e-01 6.204e-05 1.708e-05 1.562e-04 -1.000 3.813e-04 3.076 3.344 3.066 2.975 2.968 2.971 2.964 2.970
0.00049103 -1.50000 10.00000 0.8408484459 2.4322159290    0.839  0.698  3.7761  3.721    2  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -9.36e-13      0.00 8.269e-01 1.728e-01 6.576e-05 1.808e-05 1.651e-04 -1.000 3.506e-04 3.026 3.316 3.013 2.908 2.892 2.893 2.893 2.893
0.00049103 -1.50000 10.00000 0.8417323828 2.4324913025    0.840  0.716  3.7683  3.672    2  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1 -1.03e-12      0.00 8.066e-01 1.930e-01 7.151e-05 1.962e-05 1.788e-04 -1.000 4.026e-04 2.981 3.294 2.965 2.847 2.823 2.820 2.828 2.822
0.00049103 -1.50000 10.00000 0.8425478935 2.4327447414    0.841  0.736  3.7607  3.622    2  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -1.14e-12      0.00 7.886e-01 2.109e-01 7.659e-05 2.097e-05 1.909e-04 -1.000 4.335e-04 2.931 3.267 2.914 2.782 2.751 2.744 2.760 2.747
0.00049103 -1.50000 10.00000 0.8433664441 2.4329986572    0.841  0.764  3.7533  3.565    2  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1  -1.3e-12      0.00 7.772e-01 2.224e-01 7.981e-05 2.183e-05 1.986e-04 -1.000 4.474e-04 2.861 3.221 2.844 2.699 2.660 2.650 2.673 2.655
0.00049103 -1.50000 10.00000 0.8440065384 2.4331965446    0.842  0.795  3.7484  3.514    2  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.48e-12      0.00 7.716e-01 2.280e-01 8.138e-05 2.225e-05 2.023e-04 -1.000 4.441e-04 2.783 3.160 2.767 2.613 2.570 2.557 2.585 2.563
0.00049103 -1.50000 10.00000 0.8446400762 2.4333922863    0.843  0.831  3.7440  3.461    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.71e-12      0.00 7.675e-01 2.321e-01 8.252e-05 2.256e-05 2.051e-04 -1.000 3.961e-04 2.693 3.085 2.678 2.516 2.468 2.453 2.486 2.461
0.00049103 -1.50000 10.00000 0.8448379636 2.4334533215    0.843  0.845  3.7430  3.442    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1  -1.8e-12      0.00 7.666e-01 2.330e-01 8.273e-05 2.262e-05 2.056e-04 -1.000 4.290e-04 2.657 3.052 2.642 2.478 2.430 2.414 2.448 2.422
0.00049103 -1.50000 10.00000 0.8453689814 2.4336171150    0.843  0.886  3.7405  3.392    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1  -2.1e-12      0.00 7.643e-01 2.352e-01 8.326e-05 2.276e-05 2.068e-04 -1.000 4.807e-04 2.554 2.958 2.540 2.373 2.321 2.304 2.341 2.312
0.00049103 -1.50000 10.00000 0.8459497690 2.4337959290    0.844  0.935  3.7380  3.333    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -2.51e-12      0.00 7.620e-01 2.375e-01 8.373e-05 2.289e-05 2.079e-04 -1.000 4.901e-04 2.433 2.846 2.421 2.249 2.194 2.176 2.216 2.185
0.00049103 -1.50000 10.00000 0.8464428782 2.4339475632    0.844  0.980  3.7362  3.281    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -2.96e-12      0.00 7.601e-01 2.394e-01 8.406e-05 2.297e-05 2.087e-04 -1.000 4.905e-04 2.320 2.740 2.309 2.134 2.078 2.058 2.101 2.068
0.00049103 -1.50000 10.00000 0.8469140530 2.4340920448    0.845  1.026  3.7344  3.228    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -3.49e-12      0.00 7.583e-01 2.412e-01 8.431e-05 2.305e-05 2.094e-04 -1.000 4.940e-04 2.205 2.631 2.196 2.018 1.959 1.938 1.983 1.949
0.00049103 -1.50000 10.00000 0.8473926187 2.4342389107    0.845  1.076  3.7327  3.171    3  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -4.19e-12      0.00 7.565e-01 2.431e-01 8.446e-05 2.313e-05 2.100e-04 -1.000 4.614e-04 2.079 2.511 2.071 1.890 1.830 1.808 1.855 1.819
0.00049103 -1.50000 10.00000 0.8478324413 2.4343733788    0.845  1.126  3.7311  3.115    3  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -5.01e-12      0.00 7.547e-01 2.449e-01 8.446e-05 2.323e-05 2.104e-04 -1.000 4.529e-04 1.954 2.392 1.947 1.763 1.702 1.679 1.727 1.690
0.00049103 -1.50000 10.00000 0.8482272625 2.4344942570    0.846  1.175  3.7296  3.060    3  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1 -5.97e-12      0.00 7.530e-01 2.465e-01 8.428e-05 2.339e-05 2.108e-04 -1.000 4.788e-04 1.832 2.277 1.827 1.641 1.577 1.553 1.604 1.566
0.00049103 -1.50000 10.00000 0.8485724330 2.4345996380    0.846  1.221  3.7281  3.009    3  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1 -7.03e-12      0.00 7.516e-01 2.479e-01 8.395e-05 2.367e-05 2.111e-04 -1.000 4.923e-04 1.718 2.168 1.714 1.525 1.460 1.435 1.488 1.448
0.00049103 -1.50000 10.00000 0.8489086628 2.4347023964    0.846  1.270  3.7266  2.954    3  0.000  0.527     0.00     0.00     0.00     0.00     0.00 -1 -8.38e-12      0.00 7.503e-01 2.492e-01 8.343e-05 2.413e-05 2.113e-04 -1.000 4.940e-04 1.596 2.052 1.594 1.402 1.335 1.309 1.364 1.323
0.00049103 -1.50000 10.00000 0.8492313027 2.4348006248    0.846  1.321  3.7249  2.896    3  0.000  0.522     0.00     0.00     0.00     0.00     0.00 -1 -1.01e-11      0.00 7.491e-01 2.504e-01 8.276e-05 2.479e-05 2.115e-04 -1.000 4.935e-04 1.468 1.931 1.468 1.273 1.205 1.178 1.234 1.192
0.00049103 -1.50000 10.00000 0.8495016694 2.4348831177    0.846  1.367  3.7233  2.844    3  0.000  0.518     0.00     0.00     0.00     0.00     0.00 -1 -1.19e-11      0.00 7.481e-01 2.514e-01 8.212e-05 2.548e-05 2.116e-04 -1.000 4.935e-04 1.352 1.821 1.353 1.156 1.086 1.058 1.116 1.072
0.00049103 -1.50000 10.00000 0.8497484326 2.4349582195    0.847  1.413  3.7218  2.792    3  0.000  0.514     0.00     0.00     0.00     0.00     0.00 -1  -1.4e-11      0.00 7.474e-01 2.521e-01 8.153e-05 2.617e-05 2.117e-04 -1.000 4.880e-04 1.238 1.713 1.240 1.040 0.968 0.939 1.000 0.954
0.00049103 -1.50000 10.00000 0.8499803543 2.4350287914    0.847  1.460  3.7201  2.738    3  0.000  0.510     0.00     0.00     0.00     0.00     0.00 -1 -1.66e-11      0.00 7.468e-01 2.528e-01 8.103e-05 2.677e-05 2.118e-04 -1.000 4.659e-04 1.120 1.602 1.124 0.922 0.847 0.817 0.880 0.833
0.00049103 -1.50000 10.00000 0.8500000238 2.4350347519    0.847  1.464  3.7200  2.734    3  0.000  0.510     0.00     0.00     0.00     0.00     0.00 -1 -1.69e-11      0.00 7.467e-01 2.528e-01 8.099e-05 2.681e-05 2.118e-04 -1.000 4.632e-04 1.110 1.593 1.114 0.911 0.837 0.806 0.869 0.822
0.00049103 -1.50000 10.00000 0.8500950933 2.4350636005    0.847  1.484  3.7192  2.711    3  0.000  0.509     0.00     0.00     0.00     0.00     0.00 -1 -1.82e-11      0.00 7.465e-01 2.530e-01 8.081e-05 2.703e-05 2.118e-04 -1.000 4.501e-04 1.060 1.546 1.065 0.861 0.785 0.755 0.819 0.771
0.00049103 -1.50000 10.00000 0.8502922058 2.4351236820    0.847  1.529  3.7176  2.659    3  0.000  0.507     0.00     0.00     0.00     0.00     0.00 -1 -2.14e-11      0.00 7.462e-01 2.533e-01 8.053e-05 2.738e-05 2.119e-04 -1.000 4.541e-04 0.947 1.440 0.954 0.747 0.670 0.638 0.704 0.655
0.00049103 -1.50000 10.00000 0.8504767418 2.4351797104    0.847  1.575  3.7159  2.606    3  0.000  0.505     0.00     0.00     0.00     0.00     0.00 -1 -2.53e-11      0.00 7.459e-01 2.536e-01 8.030e-05 2.767e-05 2.119e-04 -1.000 4.941e-04 0.832 1.333 0.841 0.631 0.552 0.519 0.587 0.536
0.00049103 -1.50000 10.00000 0.8506460190 2.4352312088    0.847  1.621  3.7141  2.553    3  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1 -2.99e-11      0.00 7.458e-01 2.537e-01 8.017e-05 2.784e-05 2.120e-04 -1.000 4.941e-04 0.717 1.227 0.729 0.515 0.434 0.400 0.471 0.418
0.00049103 -1.50000 10.00000 0.8507986665 2.4352774620    0.847  1.666  3.7124  2.501    3  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1 -3.52e-11      0.00 7.457e-01 2.538e-01 8.013e-05 2.789e-05 2.120e-04 -1.000 4.941e-04 0.605 1.122 0.619 0.402 0.319 0.284 0.357 0.303
0.00049103 -1.50000 10.00000 0.8509389162 2.4353201389    0.847  1.711  3.7106  2.449    3  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1 -4.15e-11      0.00 7.457e-01 2.538e-01 8.012e-05 2.790e-05 2.120e-04 -1.000 4.941e-04 0.493 1.018 0.508 0.288 0.203 0.166 0.242 0.186
0.00049103 -1.50000 10.00000 0.8510676622 2.4353590012    0.847  1.756  3.7086  2.396    3  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1 -4.88e-11      0.00 7.457e-01 2.538e-01 8.011e-05 2.791e-05 2.120e-04 -1.000 4.940e-04 0.380 0.915 0.398 0.174 0.087 0.049 0.127 0.069
0.00049103 -1.50000 10.00000 0.8511869311 2.4353952408    0.846  1.801  3.7067  2.343    3  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1 -5.76e-11      0.00 7.457e-01 2.538e-01 8.011e-05 2.792e-05 2.120e-04 -1.000 4.942e-04 0.267 0.812 0.287 0.060 -0.030 -0.069 0.011 -0.048
0.00049103 -1.50000 10.00000 0.8512979746 2.4354288578    0.846  1.847  3.7048  2.290    3  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1  -6.8e-11      0.00 7.457e-01 2.538e-01 8.010e-05 2.793e-05 2.120e-04 -1.000 4.941e-04 0.154 0.708 0.176 -0.056 -0.147 -0.187 -0.105 -0.166
0.00049103 -1.50000 10.00000 0.8513988853 2.4354596138    0.846  1.891  3.7028  2.238    3  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1 -8.01e-11      0.00 7.457e-01 2.538e-01 8.009e-05 2.794e-05 2.120e-04 -1.000 4.941e-04 0.042 0.607 0.067 -0.168 -0.262 -0.304 -0.219 -0.281
0.00049103 -1.50000 10.00000 0.8514943719 2.4354884624    0.846  1.937  3.7008  2.184    3  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1 -9.46e-11      0.00 7.457e-01 2.538e-01 8.009e-05 2.795e-05 2.120e-04 -1.000 4.941e-04 -0.071 0.504 -0.044 -0.284 -0.380 -0.423 -0.335 -0.399
0.00049103 -1.50000 10.00000 0.8515785336 2.4355139732    0.846  1.980  3.6987  2.133    3  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1 -1.11e-10      0.00 7.457e-01 2.538e-01 8.008e-05 2.796e-05 2.120e-04 -1.000 4.940e-04 -0.179 0.408 -0.149 -0.392 -0.490 -0.535 -0.444 -0.510
0.00049103 -1.50000 10.00000 0.8516573310 2.4355378151    0.845  2.022  3.6967  2.082    3  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1 -1.29e-10      0.00 7.457e-01 2.538e-01 8.008e-05 2.796e-05 2.120e-04 -1.000 4.941e-04 -0.284 0.314 -0.251 -0.498 -0.599 -0.645 -0.552 -0.620
0.00049103 -1.50000 10.00000 0.8517361879 2.4355616570    0.845  2.064  3.6947  2.032    3  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1 -1.51e-10      0.00 7.457e-01 2.539e-01 8.007e-05 2.797e-05 2.120e-04 -1.000 4.941e-04 -0.389 0.222 -0.352 -0.603 -0.707 -0.754 -0.658 -0.728
0.00049103 -1.50000 10.00000 0.8518394828 2.4355928898    0.844  2.101  3.6930  1.987    3  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1 -1.75e-10      0.00 7.456e-01 2.539e-01 8.007e-05 2.798e-05 2.120e-04 -1.000 4.941e-04 -0.483 0.138 -0.444 -0.699 -0.804 -0.852 -0.754 -0.825
0.00049103 -1.50000 10.00000 0.8518710732 2.4356026649    0.844  2.090  3.6937  2.001    3  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1 -1.69e-10      0.00 7.456e-01 2.539e-01 8.007e-05 2.798e-05 2.120e-04 -1.000 4.941e-04 -0.456 0.160 -0.418 -0.671 -0.775 -0.823 -0.726 -0.797
0.00049103 -1.50000 10.00000 0.8519049883 2.4356129169    0.844  2.078  3.6945  2.016    3  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1 -1.61e-10      0.00 7.456e-01 2.539e-01 8.006e-05 2.798e-05 2.120e-04 -1.000 4.941e-04 -0.425 0.186 -0.388 -0.640 -0.744 -0.791 -0.695 -0.765
0.00049103 -1.50000 10.00000 0.8519589901 2.4356291294    0.844  2.117  3.6926  1.969    3  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1 -1.84e-10      0.00 7.456e-01 2.539e-01 8.006e-05 2.799e-05 2.120e-04 -1.000 4.941e-04 -0.524 0.100 -0.483 -0.739 -0.845 -0.893 -0.795 -0.867
0.00049103 -1.50000 10.00000 0.8520124555 2.4356453419    0.843  2.159  3.6904  1.919    3  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1 -2.15e-10      0.00 7.456e-01 2.539e-01 8.006e-05 2.799e-05 2.120e-04 -1.000 4.941e-04 -0.627 0.010 -0.583 -0.844 -0.952 -1.002 -0.901 -0.975
0.00049103 -1.50000 10.00000 0.8520630002 2.4356606007    0.843  2.201  3.6883  1.868    3  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1  -2.5e-10      0.00 7.456e-01 2.539e-01 8.005e-05 2.800e-05 2.120e-04 -1.000 4.942e-04 -0.732 -0.080 -0.683 -0.949 -1.060 -1.111 -1.007 -1.083
0.00049103 -1.50000 10.00000 0.8521093726 2.4356746674    0.842  2.242  3.6861  1.818    3  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1 -2.92e-10      0.00 7.456e-01 2.539e-01 8.005e-05 2.800e-05 2.120e-04 -1.000 4.942e-04 -0.835 -0.168 -0.781 -1.051 -1.165 -1.219 -1.111 -1.189
0.00049103 -1.50000 10.00000 0.8521518111 2.4356875420    0.842  2.282  3.6838  1.768    3  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1 -3.39e-10      0.00 7.456e-01 2.539e-01 8.005e-05 2.800e-05 2.120e-04 -1.000 4.941e-04 -0.936 -0.252 -0.883 -1.157 -1.273 -1.327 -1.217 -1.296
0.00049103 -1.50000 10.00000 0.8521921635 2.4356997013    0.841  2.323  3.6817  1.718    3  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1 -3.95e-10      0.00 7.456e-01 2.539e-01 8.005e-05 2.801e-05 2.120e-04 -1.000 4.941e-04 -1.038 -0.337 -0.985 -1.262 -1.380 -1.437 -1.323 -1.404
0.00049103 -1.50000 10.00000 0.8522285819 2.4357106686    0.841  2.363  3.6793  1.669    3  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1 -4.58e-10      0.00 7.456e-01 2.539e-01 8.004e-05 2.801e-05 2.120e-04 -1.000 4.941e-04 -1.137 -0.416 -1.081 -1.364 -1.484 -1.542 -1.426 -1.508
0.00049103 -1.50000 10.00000 0.8522636890 2.4357213974    0.840  2.404  3.6771  1.619    3  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1 -5.33e-10      0.00 7.456e-01 2.539e-01 8.004e-05 2.801e-05 2.120e-04 -1.000 4.941e-04 -1.239 -0.498 -1.181 -1.468 -1.591 -1.651 -1.531 -1.615
0.00049103 -1.50000 10.00000 0.8523012996 2.4357326031    0.839  2.451  3.6741  1.559    3  0.000  0.503     0.00     0.00     0.00     0.00     0.00 -1 -6.37e-10      0.00 7.456e-01 2.539e-01 8.004e-05 2.802e-05 2.120e-04 -1.000 4.940e-04 -1.358 -0.588 -1.294 -1.588 -1.715 -1.777 -1.653 -1.739
0.00049103 -1.50000 10.00000 0.8523310423 2.4357416630    0.838  2.491  3.6719  1.510    3  0.000  0.503     0.00     0.00     0.00     0.00     0.00 -1 -7.42e-10      0.00 7.456e-01 2.539e-01 8.004e-05 2.802e-05 2.120e-04 -1.000 4.941e-04 -1.459 -0.666 -1.392 -1.691 -1.821 -1.884 -1.756 -1.844
0.00049103 -1.50000 10.00000 0.8523631692 2.4357514381    0.837  2.538  3.6689  1.450    3  0.000  0.503     0.00     0.00     0.00     0.00     0.00 -1 -8.84e-10      0.00 7.456e-01 2.539e-01 8.004e-05 2.802e-05 2.120e-04 -1.000 4.941e-04 -1.576 -0.757 -1.497 -1.805 -1.939 -2.005 -1.872 -1.963
0.00049103 -1.50000 10.00000 0.8523883224 2.4357590675    0.836  2.578  3.6666  1.401    3  0.000  0.503     0.00     0.00     0.00     0.00     0.00 -1 -1.03e-09      0.00 7.456e-01 2.539e-01 8.004e-05 2.802e-05 2.120e-04 -1.000 4.941e-04 -1.675 -0.828 -1.590 -1.904 -2.042 -2.109 -1.973 -2.066
0.00049103 -1.50000 10.00000 0.8524160981 2.4357674122    0.835  2.625  3.6635  1.341    3  0.000  0.503     0.00     0.00     0.00     0.00     0.00 -1 -1.22e-09      0.00 7.456e-01 2.539e-01 8.003e-05 2.803e-05 2.120e-04 -1.000 4.940e-04 -1.792 -0.907 -1.699 -2.022 -2.164 -2.233 -2.092 -2.187
0.00049103 -1.50000 10.00000 0.8524417281 2.4357750416    0.834  2.672  3.6606  1.282    3  0.000  0.503     0.00     0.00     0.00     0.00     0.00 -1 -1.46e-09      0.00 7.456e-01 2.539e-01 8.003e-05 2.803e-05 2.120e-04 -1.000 4.941e-04 -1.909 -0.986 -1.809 -2.140 -2.286 -2.357 -2.211 -2.308
0.00049103 -1.50000 10.00000 0.8524655104 2.4357824326    0.832  2.719  3.6575  1.222    3  0.000  0.503     0.00     0.00     0.00     0.00     0.00 -1 -1.75e-09      0.00 7.456e-01 2.539e-01 8.003e-05 2.803e-05 2.120e-04 -1.000 4.942e-04 -2.027 -1.060 -1.915 -2.257 -2.407 -2.481 -2.329 -2.428
0.00049103 -1.50000 10.00000 0.8524862528 2.4357886314    0.831  2.763  3.6544  1.164    3  0.000  0.503     0.00     0.00     0.00     0.00     0.00 -1 -2.07e-09      0.00 7.456e-01 2.539e-01 8.003e-05 2.803e-05 2.120e-04 -1.000 4.941e-04 -2.138 -1.131 -2.012 -2.363 -2.519 -2.595 -2.437 -2.539
0.00049103 -1.50000 10.00000 0.8525063992 2.4357945919    0.829  2.810  3.6514  1.104    3  0.000  0.503     0.00     0.00     0.00     0.00     0.00 -1 -2.47e-09      0.00 7.456e-01 2.539e-01 8.003e-05 2.803e-05 2.120e-04 -1.000 4.941e-04 -2.254 -1.208 -2.114 -2.475 -2.636 -2.715 -2.550 -2.655
0.00049103 -1.50000 10.00000 0.8525244594 2.4358000755    0.827  2.854  3.6483  1.046    3  0.000  0.503     0.00     0.00     0.00     0.00     0.00 -1 -2.93e-09      0.00 7.456e-01 2.539e-01 8.003e-05 2.804e-05 2.120e-04 -1.000 4.941e-04 -2.366 -1.278 -2.211 -2.582 -2.749 -2.829 -2.659 -2.767
0.00049103 -1.50000 10.00000 0.8525410295 2.4358050823    0.825  2.898  3.6452  0.989    3  0.000  0.503     0.00     0.00     0.00     0.00     0.00 -1 -3.47e-09      0.00 7.456e-01 2.539e-01 8.003e-05 2.804e-05 2.120e-04 -1.000 4.942e-04 -2.476 -1.345 -2.305 -2.687 -2.858 -2.942 -2.765 -2.876
0.00049103 -1.50000 10.00000 0.8525569439 2.4358098507    0.822  2.944  3.6421  0.929    3  0.000  0.503     0.00     0.00     0.00     0.00     0.00 -1 -4.13e-09      0.00 7.456e-01 2.539e-01 8.003e-05 2.804e-05 2.120e-04 -1.000 4.941e-04 -2.590 -1.410 -2.401 -2.795 -2.973 -3.059 -2.875 -2.990
0.00049103 -1.50000 10.00000 0.8525707126 2.4358141422    0.820  2.987  3.6389  0.873    3  0.000  0.503     0.00     0.00     0.00     0.00     0.00 -1 -4.88e-09      0.00 7.456e-01 2.539e-01 8.002e-05 2.804e-05 2.120e-04 -1.000 4.941e-04 -2.696 -1.464 -2.487 -2.894 -3.078 -3.167 -2.976 -3.094
